	C0_1	C0_2	C63_1	C63_2
ASV_2583	0	0	1	0
ASV_2584	0	0	1	0
ASV_2585	0	0	1	0
ASV_2586	0	0	1	0
ASV_2587	0	0	1	0
ASV_2588	0	0	1	0
ASV_2589	0	0	1	0
ASV_2590	0	0	1	0
ASV_2591	0	0	1	0
ASV_2592	0	0	1	0
ASV_2593	0	0	1	0
ASV_2594	0	0	1	0
ASV_2595	0	0	1	0
ASV_2596	0	0	1	0
ASV_2597	0	0	1	0
ASV_2598	0	0	1	0
ASV_2599	0	0	1	0
ASV_2600	0	0	1	0
ASV_2601	0	0	1	0
ASV_2602	0	0	1	0
ASV_2603	0	0	1	0
ASV_2604	0	0	1	0
ASV_2605	0	0	1	0
ASV_2606	0	0	1	0
ASV_2607	0	0	1	0
ASV_2608	0	0	1	0
ASV_2609	0	0	1	0
ASV_2610	0	0	1	0
ASV_2611	0	0	1	0
ASV_2612	0	0	1	0
ASV_2613	0	0	1	0
ASV_2614	0	0	1	0
ASV_2615	0	0	1	0
ASV_2616	0	0	1	0
ASV_2617	0	0	1	0
ASV_2618	0	0	1	0
ASV_2619	0	0	1	0
ASV_2620	0	0	1	0
ASV_2621	0	0	1	0
ASV_2622	0	0	1	0
ASV_2623	0	0	1	0
ASV_2624	0	0	1	0
ASV_2625	0	0	1	0
ASV_2626	0	0	1	0
ASV_2627	0	0	1	0
ASV_2628	0	0	1	0
ASV_2629	0	0	1	0
ASV_2630	0	0	1	0
ASV_2631	0	0	1	0
ASV_2632	0	0	1	0
ASV_2633	0	0	1	0
ASV_2634	0	0	1	0
ASV_2635	0	0	1	0
ASV_2636	0	0	1	0
ASV_2637	0	0	1	0
ASV_2638	0	0	1	0
ASV_2639	0	0	1	0
ASV_2640	0	0	1	0
ASV_2641	0	0	1	0
ASV_2642	0	0	1	0
ASV_2643	0	0	1	0
ASV_2644	0	0	1	0
ASV_2645	0	0	1	0
ASV_2646	0	0	1	0
ASV_2647	0	0	1	0
ASV_2648	0	0	1	0
ASV_2649	0	0	1	0
ASV_2650	0	0	1	0
ASV_2651	0	0	1	0
ASV_2652	0	0	1	0
ASV_2653	0	0	1	0
ASV_2654	0	0	1	0
ASV_2655	0	0	1	0
ASV_2656	0	0	1	0
ASV_2657	0	0	1	0
ASV_2658	0	0	1	0
ASV_2659	0	0	1	0
ASV_2660	0	0	1	0
ASV_2661	0	0	1	0
ASV_2662	0	0	1	0
ASV_2663	0	0	1	0
ASV_2664	0	0	1	0
ASV_2665	0	0	1	0
ASV_2666	0	0	1	0
ASV_2667	0	0	1	0
ASV_2668	0	0	1	0
ASV_2669	0	0	1	0
ASV_2670	0	0	1	0
ASV_2671	0	0	1	0
ASV_2672	0	0	1	0
ASV_2673	0	0	1	0
ASV_2674	0	0	1	0
ASV_2675	0	0	1	0
ASV_2676	0	0	1	0
ASV_2677	0	0	1	0
ASV_2678	0	0	1	0
ASV_2679	0	0	1	0
ASV_2680	0	0	1	0
ASV_2681	0	0	1	0
ASV_2682	0	0	1	0
ASV_2683	0	0	1	0
ASV_2684	0	0	1	0
ASV_2685	0	0	1	0
ASV_2686	0	0	1	0
ASV_2687	0	0	1	0
ASV_2688	0	0	1	0
ASV_2689	0	0	1	0
ASV_2690	0	0	1	0
ASV_2691	0	0	1	0
ASV_2692	0	0	1	0
ASV_2693	0	0	1	0
ASV_2694	0	0	1	0
ASV_2695	0	0	1	0
ASV_2696	0	0	1	0
ASV_2697	0	0	1	0
ASV_2698	0	0	1	0
ASV_2699	0	0	1	0
ASV_2700	0	0	1	0
ASV_2701	0	0	1	0
ASV_2702	0	0	1	0
ASV_2703	0	0	1	0
ASV_2704	0	0	1	0
ASV_2705	0	0	1	0
ASV_2706	0	0	1	0
ASV_2707	0	0	1	0
ASV_2708	0	0	1	0
ASV_2709	0	0	1	0
ASV_2710	0	0	1	0
ASV_2711	0	0	1	0
ASV_2712	0	0	1	0
ASV_2713	0	0	1	0
ASV_2714	0	0	1	0
ASV_2715	0	0	1	0
ASV_2716	0	0	1	0
ASV_2717	0	0	1	0
ASV_2718	0	0	1	0
ASV_2719	0	0	1	0
ASV_2720	0	0	1	0
ASV_2721	0	0	1	0
ASV_2722	0	0	1	0
ASV_2723	0	0	1	0
ASV_2724	0	0	1	0
ASV_2725	0	0	1	0
ASV_2726	0	0	1	0
ASV_2727	0	0	1	0
ASV_2728	0	0	1	0
ASV_2729	0	0	1	0
ASV_2730	0	0	1	0
ASV_2731	0	0	1	0
ASV_2732	0	0	1	0
ASV_2733	0	0	1	0
ASV_2734	0	0	1	0
ASV_2735	0	0	1	0
ASV_2736	0	0	1	0
ASV_2737	0	0	1	0
ASV_2738	0	0	1	0
ASV_2739	0	0	1	0
ASV_2740	0	0	1	0
ASV_2741	0	0	1	0
ASV_2742	0	0	1	0
ASV_2743	0	0	1	0
ASV_2744	0	0	1	0
ASV_2745	0	0	1	0
ASV_2746	0	0	1	0
ASV_2747	0	0	1	0
ASV_2748	0	0	1	0
ASV_2749	0	0	1	0
ASV_2750	0	0	1	0
ASV_2751	0	0	1	0
ASV_2752	0	0	1	0
ASV_2753	0	0	1	0
ASV_2754	0	0	1	0
ASV_2755	0	0	1	0
ASV_2756	0	0	1	0
ASV_2757	0	0	1	0
ASV_2758	0	0	1	0
ASV_2759	0	0	1	0
ASV_2760	0	0	1	0
ASV_2761	0	0	1	0
ASV_2762	0	0	1	0
ASV_2763	0	0	1	0
ASV_2764	0	0	1	0
ASV_2765	0	0	1	0
ASV_2766	0	0	1	0
ASV_2767	0	0	1	0
ASV_2768	0	0	1	0
ASV_2769	0	0	1	0
ASV_2770	0	0	1	0
ASV_2771	0	0	1	0
ASV_2772	0	0	1	0
ASV_2773	0	0	1	0
ASV_2774	0	0	1	0
ASV_2775	0	0	1	0
ASV_2776	0	0	1	0
ASV_2777	0	0	1	0
ASV_2778	0	0	1	0
ASV_2779	0	0	1	0
ASV_2780	0	0	1	0
ASV_2781	0	0	1	0
ASV_2782	0	0	1	0
ASV_2783	0	0	1	0
ASV_2784	0	0	1	0
ASV_2785	0	0	1	0
ASV_2786	0	0	1	0
ASV_2787	0	0	1	0
ASV_2788	0	0	1	0
ASV_2789	0	0	1	0
ASV_2790	0	0	1	0
ASV_2791	0	0	1	0
ASV_2792	0	0	1	0
ASV_2793	0	0	1	0
ASV_2794	0	0	1	0
ASV_2795	0	0	1	0
ASV_2796	0	0	1	0
ASV_2797	0	0	1	0
ASV_2798	0	0	1	0
ASV_2799	0	0	1	0
ASV_2800	0	0	1	0
ASV_2801	0	0	1	0
ASV_2802	0	0	1	0
ASV_2803	0	0	1	0
ASV_2804	0	0	1	0
ASV_2805	0	0	1	0
ASV_2806	0	0	1	0
ASV_2807	0	0	1	0
ASV_2808	0	0	1	0
ASV_2809	0	0	1	0
ASV_2810	0	0	1	0
ASV_2811	0	0	1	0
ASV_2812	0	0	1	0
ASV_2813	0	0	1	0
ASV_2814	0	0	1	0
ASV_2815	0	0	1	0
ASV_2816	0	0	1	0
ASV_2817	0	0	1	0
ASV_2818	0	0	1	0
ASV_2819	0	0	1	0
ASV_2820	0	0	1	0
ASV_2821	0	0	1	0
ASV_2822	0	0	1	0
ASV_2823	0	0	1	0
ASV_2824	0	0	1	0
ASV_2825	0	0	1	0
ASV_2826	0	0	1	0
ASV_2827	0	0	1	0
ASV_2828	0	0	1	0
ASV_2829	0	0	1	0
ASV_2830	0	0	1	0
ASV_2831	0	0	1	0
ASV_2832	0	0	1	0
ASV_2833	0	0	1	0
ASV_2834	0	0	1	0
ASV_2835	0	0	1	0
ASV_2836	0	0	1	0
ASV_2837	0	0	1	0
ASV_2838	0	0	1	0
ASV_2839	0	0	1	0
ASV_2840	0	0	1	0
ASV_2841	0	0	1	0
ASV_2842	0	0	1	0
ASV_2843	0	0	1	0
ASV_2844	0	0	1	0
ASV_2845	0	0	1	0
ASV_2846	0	0	1	0
ASV_2847	0	0	1	0
ASV_2848	0	0	1	0
ASV_2849	0	0	1	0
ASV_2850	0	0	1	0
ASV_2851	0	0	1	0
ASV_2852	0	0	1	0
ASV_2853	0	0	1	0
ASV_2854	0	0	1	0
ASV_2855	0	0	1	0
ASV_2856	0	0	1	0
ASV_2857	0	0	1	0
ASV_2858	0	0	1	0
ASV_2859	0	0	1	0
ASV_2860	0	0	1	0
ASV_2861	0	0	1	0
ASV_2862	0	0	1	0
ASV_2863	0	0	1	0
ASV_2864	0	0	1	0
ASV_2865	0	0	1	0
ASV_2866	0	0	1	0
ASV_2867	0	0	1	0
ASV_2868	0	0	1	0
ASV_2869	0	0	1	0
ASV_2870	0	0	1	0
ASV_2871	0	0	1	0
ASV_2872	0	0	1	0
ASV_2873	0	0	1	0
ASV_2874	0	0	1	0
ASV_2875	0	0	1	0
ASV_2876	0	0	1	0
ASV_2877	0	0	1	0
ASV_2878	0	0	0	1
ASV_2879	0	0	0	1
ASV_2880	0	0	0	1
ASV_2881	0	0	0	1
ASV_2882	0	0	0	1
ASV_2883	0	0	0	1
ASV_2884	0	0	0	1
ASV_2885	0	0	0	1
ASV_2886	0	0	0	1
ASV_2887	0	0	0	1
ASV_2888	0	0	0	1
ASV_2889	0	0	0	1
ASV_2890	0	0	0	1
ASV_2891	0	0	0	1
ASV_2892	0	0	0	1
ASV_2893	0	0	0	1
ASV_2894	0	0	0	1
ASV_2895	0	0	0	1
ASV_2896	0	0	0	1
ASV_2897	0	0	0	1
ASV_2898	0	0	0	1
ASV_2899	0	0	0	1
ASV_2900	0	0	0	1
ASV_2901	0	0	0	1
ASV_2902	0	0	0	1
ASV_2903	0	0	0	1
ASV_2904	0	0	0	1
ASV_2905	0	0	0	1
ASV_2906	0	0	0	1
ASV_2907	0	0	0	1
ASV_2908	0	0	0	1
ASV_2909	0	0	0	1
ASV_2910	0	0	0	1
ASV_2911	0	0	0	1
ASV_2912	0	0	0	1
ASV_2913	0	0	0	1
ASV_2914	0	0	0	1
ASV_2915	0	0	0	1
ASV_2916	0	0	0	1
ASV_2917	0	0	0	1
ASV_2918	0	0	0	1
ASV_2919	0	0	0	1
ASV_2920	0	0	0	1
ASV_2921	0	0	0	1
ASV_2922	0	0	0	1
ASV_2923	0	0	0	1
ASV_2924	0	0	0	1
ASV_2925	0	0	0	1
ASV_2926	0	0	0	1
ASV_2927	0	0	0	1
ASV_2928	0	0	0	1
ASV_2929	0	0	0	1
ASV_2930	0	0	0	1
ASV_2931	0	0	0	1
ASV_2932	0	0	0	1
ASV_2933	0	0	0	1
ASV_2934	0	0	0	1
ASV_2935	0	0	0	1
ASV_2936	0	0	0	1
ASV_2937	0	0	0	1
ASV_2938	0	0	0	1
ASV_2939	0	0	0	1
ASV_2940	0	0	0	1
ASV_2941	0	0	0	1
ASV_2942	0	0	0	1
ASV_2943	0	0	0	1
ASV_2944	0	0	0	1
ASV_2945	0	0	0	1
ASV_2946	0	0	0	1
ASV_2947	0	0	0	1
ASV_2948	0	0	0	1
ASV_2949	0	0	0	1
ASV_2950	0	0	0	1
ASV_2951	0	0	0	1
ASV_2952	0	0	0	1
ASV_2953	0	0	0	1
ASV_2954	0	0	0	1
ASV_2955	0	0	0	1
ASV_2956	0	0	0	1
ASV_2957	0	0	0	1
ASV_2958	0	0	0	1
ASV_2959	0	0	0	1
ASV_2960	0	0	0	1
ASV_2961	0	0	0	1
ASV_2962	0	0	0	1
ASV_2963	0	0	0	1
ASV_2964	0	0	0	1
ASV_2965	0	0	0	1
ASV_2966	0	0	0	1
ASV_2967	0	0	0	1
ASV_2968	0	0	0	1
ASV_2969	0	0	0	1
ASV_2970	0	0	0	1
ASV_2971	0	0	0	1
ASV_2972	0	0	0	1
ASV_2973	0	0	0	1
ASV_2974	0	0	0	1
ASV_2975	0	0	0	1
ASV_2976	0	0	0	1
ASV_2977	0	0	0	1
ASV_2978	0	0	0	1
ASV_2979	0	0	0	1
ASV_2980	0	0	0	1
ASV_2981	0	0	0	1
ASV_2982	0	0	0	1
ASV_2983	0	0	0	1
ASV_2984	0	0	0	1
ASV_2985	0	0	0	1
ASV_2986	0	0	0	1
ASV_2987	0	0	0	1
ASV_2988	0	0	0	1
ASV_2989	0	0	0	1
ASV_2990	0	0	0	1
ASV_2991	0	0	0	1
ASV_2992	0	0	0	1
ASV_2993	0	0	0	1
ASV_2994	0	0	0	1
ASV_2995	0	0	0	1
ASV_2996	0	0	0	1
ASV_2997	0	0	0	1
ASV_2998	0	0	0	1
ASV_2999	0	0	0	1
ASV_3000	0	0	0	1
ASV_3001	0	0	0	1
ASV_3002	0	0	0	1
ASV_3003	0	0	0	1
ASV_3004	0	0	0	1
ASV_3005	0	0	0	1
ASV_3006	0	0	0	1
ASV_3007	0	0	0	1
ASV_3008	0	0	0	1
ASV_3009	0	0	0	1
ASV_3010	0	0	0	1
ASV_3011	0	0	0	1
ASV_3012	0	0	0	1
ASV_3013	0	0	0	1
ASV_3014	0	0	0	1
ASV_3015	0	0	0	1
ASV_3016	0	0	0	1
ASV_3017	0	0	0	1
ASV_3018	0	0	0	1
ASV_3019	0	0	0	1
ASV_3020	0	0	0	1
ASV_3021	0	0	0	1
ASV_3022	0	0	0	1
ASV_3023	0	0	0	1
ASV_3024	0	0	0	1
ASV_3025	0	0	0	1
ASV_3026	0	0	0	1
ASV_3027	0	0	0	1
ASV_3028	0	0	0	1
ASV_3029	0	0	0	1
ASV_3030	0	0	0	1
ASV_3031	0	0	0	1
ASV_3032	0	0	0	1
ASV_3033	0	0	0	1
ASV_3034	0	0	0	1
ASV_3035	0	0	0	1
ASV_3036	0	0	0	1
ASV_3037	0	0	0	1
ASV_3038	0	0	0	1
ASV_3039	0	0	0	1
ASV_3040	0	0	0	1
ASV_3041	0	0	0	1
ASV_3042	0	0	0	1
ASV_3043	0	0	0	1
ASV_3044	0	0	0	1
ASV_3045	0	0	0	1
ASV_3046	0	0	0	1
ASV_3047	0	0	0	1
ASV_3048	0	0	0	1
ASV_3049	0	0	0	1
ASV_3050	0	0	0	1
ASV_3051	0	0	0	1
ASV_3052	0	0	0	1
ASV_3053	0	0	0	1
ASV_3054	0	0	0	1
ASV_3055	0	0	0	1
ASV_3056	0	0	0	1
ASV_3057	0	0	0	1
ASV_3058	0	0	0	1
ASV_3059	0	0	0	1
ASV_3060	0	0	0	1
ASV_3061	0	0	0	1
ASV_3062	0	0	0	1
ASV_3063	0	0	0	1
ASV_3064	0	0	0	1
ASV_3065	0	0	0	1
ASV_3066	0	0	0	1
ASV_3067	0	0	0	1
ASV_3068	0	0	0	1
ASV_3069	0	0	0	1
ASV_3070	0	0	0	1
ASV_3071	0	0	0	1
ASV_3072	0	0	0	1
ASV_3073	0	0	0	1
ASV_3074	0	0	0	1
ASV_3075	0	0	0	1
ASV_3076	0	0	0	1
ASV_3077	0	0	0	1
ASV_3078	0	0	0	1
ASV_3079	0	0	0	1
ASV_3080	0	0	0	1
ASV_3081	0	0	0	1
ASV_3082	0	0	0	1
ASV_3083	0	0	0	1
ASV_3084	0	0	0	1
ASV_3085	0	0	0	1
ASV_3086	0	0	0	1
ASV_3087	0	0	0	1
ASV_3088	0	0	0	1
ASV_3089	0	0	0	1
ASV_3090	0	0	0	1
ASV_3091	0	0	0	1
ASV_3092	0	0	0	1
ASV_3093	0	0	0	1
ASV_3094	0	0	0	1
ASV_3095	0	0	0	1
ASV_3096	0	0	0	1
ASV_3097	0	0	0	1
ASV_3098	0	0	0	1
ASV_3099	0	0	0	1
ASV_3100	0	0	0	1
ASV_3101	0	0	0	1
ASV_3102	0	0	0	1
ASV_3103	0	0	0	1
ASV_3104	0	0	0	1
ASV_3105	0	0	0	1
ASV_3106	0	0	0	1
ASV_3107	0	0	0	1
ASV_3108	0	0	0	1
ASV_3109	0	0	0	1
ASV_3110	0	0	0	1
ASV_3111	0	0	0	1
ASV_3112	0	0	0	1
ASV_3113	0	0	0	1
ASV_3114	0	0	0	1
ASV_3115	0	0	0	1
ASV_3116	0	0	0	1
ASV_3117	0	0	0	1
ASV_3118	0	0	0	1
ASV_3119	0	0	0	1
ASV_3120	0	0	0	1
ASV_3121	0	0	0	1
ASV_3122	0	0	0	1
ASV_3123	0	0	0	1
ASV_3124	0	0	0	1
ASV_3125	0	0	0	1
ASV_3126	0	0	0	1
ASV_3127	0	0	0	1
ASV_3128	0	0	0	1
ASV_3129	0	0	0	1
ASV_3130	0	0	0	1
ASV_3131	0	0	0	1
ASV_3132	0	0	0	1
ASV_3133	0	0	0	1
ASV_3134	0	0	0	1
ASV_3135	0	0	0	1
ASV_3136	0	0	0	1
ASV_3137	0	0	0	1
ASV_3138	0	0	0	1
ASV_3139	0	0	0	1
ASV_3140	0	0	0	1
ASV_3141	0	0	0	1
ASV_3142	0	0	0	1
ASV_3143	0	0	0	1
ASV_3144	0	0	0	1
ASV_3145	0	0	0	1
ASV_3146	0	0	0	1
ASV_3147	0	0	0	1
ASV_3148	0	0	0	1
ASV_3149	0	0	0	1
ASV_3150	0	0	0	1
ASV_3151	0	0	0	1
ASV_3152	0	0	0	1
ASV_3153	0	0	0	1
ASV_3154	0	0	0	1
ASV_3155	0	0	0	1
ASV_3156	0	0	0	1
ASV_3157	0	0	0	1
ASV_3158	0	0	0	1
ASV_3159	0	0	0	1
ASV_3160	0	0	0	1
ASV_3161	0	0	0	1
ASV_3162	0	0	0	1
ASV_3163	0	0	0	1
ASV_3164	0	0	0	1
ASV_3165	0	0	0	1
ASV_3166	0	0	0	1
ASV_3167	0	0	0	1
ASV_3168	0	0	0	1
ASV_3169	0	0	0	1
ASV_3170	0	0	0	1
ASV_3171	0	0	0	1
ASV_3172	0	0	0	1
ASV_3173	0	0	0	1
ASV_3174	0	0	0	1
ASV_3175	0	0	0	1
ASV_3176	0	0	0	1
