""	"K1_s"	"K2_s"	"K1_t"	"K2_t"	"C0_1_C"	"C0_2_C"	"C63_1_C"	"C63_2_C"	"T0_1_C"	"T0_2_C"	"T63_1_C"	"T63_2_C"	"C0_1_V"	"C0_2_V"	"C63_1_V"	"C63_2_V"	"T0_1_V"	"T0_2_V"	"T63_1_V"	"T63_2_V"	"S12_0_3"	"S12_12_15"	"S12_21_24"	"S3_0_3"	"S3_12_15"	"S3_21_24"	"S9_0_3"	"S9_12_15"	"S9_21_24"
"KSW-C0_2_C_NODE_2093_length_16497_cov_10.576025"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2096_length_16463_cov_15.325878"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2211_length_15841_cov_9.013430"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2229_length_15749_cov_11.534727"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2336_length_15201_cov_16.460188"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2515_length_14359_cov_23.763353"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2761_length_13390_cov_16.529959"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_2910_length_12920_cov_10.580801"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3067_length_12449_cov_17.663870"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3096_length_12355_cov_14.536179"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3256_length_11909_cov_14.212418"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3289_length_11775_cov_7.226024"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3366_length_11593_cov_13.343387"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3431_length_11409_cov_28.898362"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3699_length_10773_cov_23.341948"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_3881_length_10361_cov_11.194547"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4028_length_10097_cov_6.837682"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4175_length_9819_cov_13.715793"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4240_length_9706_cov_6.970055"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4281_length_9638_cov_9.779192"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4315_length_9583_cov_8.470088"	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4589_length_9136_cov_6.944830"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4594_length_9132_cov_11.299989"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_4985_length_8571_cov_6.192696"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5015_length_8540_cov_9.039717"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5154_length_8357_cov_13.446760"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5234_length_8256_cov_10.815754"	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5310_length_8146_cov_11.315783"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5331_length_8129_cov_13.597350"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5430_length_7995_cov_6.812091"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5513_length_7884_cov_10.696258"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5620_length_7757_cov_26.048689"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5769_length_7569_cov_5.025818"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5804_length_7540_cov_5.147361"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_5855_length_7502_cov_20.278233"	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6090_length_7302_cov_7.173727"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6107_length_7285_cov_15.529322"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6205_length_7211_cov_6.289827"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6293_length_7140_cov_15.646013"	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6367_length_7079_cov_16.919562"	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6459_length_7006_cov_7.396921"	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6549_length_6935_cov_13.607849"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1
"KSW-C0_2_C_NODE_6643_length_6876_cov_24.835508"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6660_length_6866_cov_8.969461"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6700_length_6837_cov_12.702890"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6822_length_6744_cov_9.317686"	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6855_length_6721_cov_11.306631"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6882_length_6703_cov_6.602888"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_6946_length_6650_cov_10.799393"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7033_length_6587_cov_6.571341"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7107_length_6552_cov_12.796368"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7163_length_6520_cov_7.378964"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7359_length_6398_cov_22.566924"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7482_length_6316_cov_3.284459"	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7590_length_6241_cov_7.607501"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7674_length_6191_cov_14.484844"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7709_length_6168_cov_46.117945"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7856_length_6084_cov_6.936971"	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7858_length_6083_cov_8.023059"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7865_length_6079_cov_10.467131"	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_7936_length_6041_cov_10.343301"	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8066_length_5961_cov_13.150694"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8119_length_5930_cov_12.938723"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8149_length_5918_cov_23.397919"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8199_length_5885_cov_4.389880"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8227_length_5869_cov_5.491400"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8446_length_5755_cov_24.983684"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8490_length_5735_cov_7.982570"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8542_length_5708_cov_6.749514"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8748_length_5616_cov_10.389139"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8836_length_5581_cov_40.298950"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_8952_length_5531_cov_9.873448"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9089_length_5477_cov_4.013464"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9105_length_5471_cov_7.240583"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9207_length_5425_cov_8.223650"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9250_length_5409_cov_7.543145"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9286_length_5394_cov_6.031654"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9355_length_5367_cov_10.828313"	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9431_length_5339_cov_11.226722"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9563_length_5284_cov_11.327022"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9618_length_5255_cov_13.040192"	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_9969_length_5099_cov_12.490682"	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_10125_length_5040_cov_15.638917"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_10145_length_5032_cov_21.966647"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C0_2_C_NODE_10186_length_5017_cov_9.197501"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_786_length_33769_cov_11.422614"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_1788_length_20702_cov_7.099579"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_2407_length_17090_cov_7.654770"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_3037_length_14495_cov_9.831787"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_3853_length_12124_cov_11.067860"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_4576_length_10719_cov_6.687922"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_4613_length_10649_cov_9.791769"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_5007_length_10041_cov_8.073903"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_5358_length_9532_cov_6.671415"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_5699_length_9058_cov_7.172609"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_5921_length_8766_cov_6.763288"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_6292_length_8328_cov_10.887344"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_6703_length_7906_cov_9.773023"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_7137_length_7517_cov_7.179577"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_8634_length_6429_cov_6.264826"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_9346_length_6022_cov_33.679906"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_10287_length_5572_cov_14.296719"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_1_C_NODE_11366_length_5144_cov_6.599528"	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_1871_length_18253_cov_8.719145"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_1925_length_17909_cov_8.066428"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_1996_length_17431_cov_6.478534"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_5233_length_8664_cov_4.318969"	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_5263_length_8622_cov_9.827361"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_5628_length_8193_cov_3.981814"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_5717_length_8087_cov_3.592754"	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_5943_length_7846_cov_7.248620"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_6237_length_7548_cov_5.383158"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_6409_length_7385_cov_3.943656"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_6434_length_7363_cov_24.326218"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_6529_length_7279_cov_5.125554"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_6568_length_7243_cov_15.661241"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_7292_length_6696_cov_4.800030"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_7577_length_6506_cov_10.436676"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_9003_length_5677_cov_4.749022"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_9426_length_5485_cov_9.788582"	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_9658_length_5377_cov_4.227922"	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_9969_length_5241_cov_9.181450"	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"KSW-C63_2_C_NODE_10512_length_5001_cov_6.790336"	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_3035_length_14603_cov_8.857644"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_4289_length_11176_cov_5.713245"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_5405_length_9246_cov_4.441845"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_5589_length_9011_cov_4.902523"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_6667_length_7878_cov_3.754186"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_6884_length_7687_cov_5.262055"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7034_length_7558_cov_15.662935"	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7060_length_7534_cov_5.234390"	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7721_length_6994_cov_40.676178"	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7763_length_6966_cov_18.487918"	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7776_length_6959_cov_4.678158"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7903_length_6874_cov_4.778853"	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_7969_length_6826_cov_4.512037"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_8076_length_6750_cov_4.194324"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_9954_length_5793_cov_24.772569"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10080_length_5732_cov_7.442487"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10156_length_5694_cov_21.522610"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10332_length_5621_cov_3.271110"	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10445_length_5572_cov_8.398767"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10479_length_5554_cov_4.080196"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10576_length_5509_cov_3.845068"	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10708_length_5453_cov_5.407558"	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10726_length_5448_cov_5.354534"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10798_length_5420_cov_4.115564"	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_10984_length_5352_cov_8.151784"	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_11113_length_5305_cov_4.686476"	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_11203_length_5266_cov_19.926502"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KSW-T0_1_C_NODE_11277_length_5242_cov_5.600154"	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
