	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-cf_coassembly_k141_2199292||full	7.20494481574781	6.24259202748687	5.94367560770251	5.93698565630794
KSW-cf_coassembly_k141_2199303||full	4.66801697375939	5.13520866402156	4.37970386996405	6.9364974844329
KSW-cf_coassembly_k141_855856||full	2.53901901765115	3.16536571354259	7.28187920789467	10.9563981120412
KSW-cf_coassembly_k141_3139591||full	2.53901901765115	3.16536571354259	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_987730||full	7.40664567104799	6.78601967309937	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_856049||full	3.17928590080638	4.01950501274987	5.00930154551855	4.37515032793527
KSW-cf_coassembly_k141_3276772||full	7.32513727585942	6.93813487962887	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_988012||full	7.59225675422191	7.27570996588778	5.6614931931391	5.16091300920306
KSW-cf_coassembly_k141_3543949||full	2.53901901765115	4.40292894456426	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_1525240||full	5.13329321588485	5.46741119594209	2.53901901765115	4.62005218245783
KSW-cf_coassembly_k141_182337||full	8.07586330826137	7.55748501370376	6.85656999419753	6.80356255101046
KSW-cf_coassembly_k141_2739776||full	5.08320506388533	5.64080705850129	4.62505266837835	5.54698661591734
KSW-cf_coassembly_k141_3949104||full	11.1522907277372	10.1334872050584	10.159447622675	10.5328592956512
KSW-cf_coassembly_k141_3811559||full	6.58821850650653	5.82405282724801	3.64780911870078	4.0687847575817
KSW-cf_coassembly_k141_3007785||full	7.78739446277469	7.46045298540851	5.00930154551855	5.75543524044145
KSW-cf_coassembly_k141_50413||full	5.22827934702382	4.75850355598106	8.81825553936161	9.18389907257209
KSW-cf_coassembly_k141_454433||full	5.08320506388533	5.03788297150476	5.30792807924474	3.64484888295108
KSW-cf_coassembly_k141_3140712||full	2.53901901765115	2.53901901765115	6.90087570338164	8.30494765931172
KSW-cf_coassembly_k141_3277617||full	6.95678712830778	6.58260556434546	6.31652757952402	6.17198985412957
KSW-cf_coassembly_k141_454630||full	7.18197015427491	6.61584138540169	5.6614931931391	6.30954087369204
KSW-cf_coassembly_k141_3680424||full	5.58971060260197	5.2260570886919	4.072716156316	4.82571182891946
KSW-cf_coassembly_k141_1260422||full	8.40301495795383	8.02039888199942	6.17887448633994	5.75543524044145
KSW-cf_coassembly_k141_2337537||full	9.27102893241563	8.05704618034297	9.34365897654582	8.7753826887411
KSW-cf_coassembly_k141_3949992||full	4.52054547739409	5.64080705850129	3.64780911870078	4.62005218245783
KSW-cf_coassembly_k141_3545085||full	3.92818559683557	5.85240607469435	5.00930154551855	4.82571182891946
KSW-cf_coassembly_k141_1397238||full	2.53901901765115	3.41811642011516	8.49683849720424	7.89085193377833
KSW-cf_coassembly_k141_2067232||full	4.3536196692021	5.26932259596897	4.37970386996405	4.62005218245783
KSW-cf_coassembly_k141_2741595||full	4.52054547739409	5.46741119594209	8.48236394328888	10.8171318329575
KSW-cf_coassembly_k141_1261174||full	5.81777983711367	6.51372613600988	5.94367560770251	5.30191295024798
KSW-cf_coassembly_k141_2067289||full	5.90525961815717	6.53125918505702	4.37970386996405	4.0687847575817
KSW-cf_coassembly_k141_3278582||full	3.63087240897663	2.53901901765115	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_3951026||full	5.44053213045437	5.53936851290193	3.64780911870078	3.64484888295108
KSW-cf_coassembly_k141_3681768||full	5.78737365434576	4.75850355598106	5.76195571657766	3.64484888295108
KSW-cf_coassembly_k141_1527608||full	6.27639088074083	5.82405282724801	4.37970386996405	5.84912311788561
KSW-cf_coassembly_k141_2469915||full	3.79048013381601	4.22665873055487	4.62505266837835	4.37515032793527
KSW-cf_coassembly_k141_858828||full	5.44053213045437	4.69480429344407	6.31652757952402	4.62005218245783
KSW-cf_coassembly_k141_3682182||full	9.13431076453102	8.66344198149811	6.94385513220417	7.20585348355502
KSW-cf_coassembly_k141_2339585||full	7.66028271258101	6.74157403034991	4.83105319218137	4.37515032793527
KSW-cf_coassembly_k141_3682369||full	5.22827934702382	5.0874158047157	4.83105319218137	5.54698661591734
KSW-cf_coassembly_k141_320012||full	7.64357507053876	7.23359928766864	6.71480262110498	6.65704214063137
KSW-cf_coassembly_k141_1799078||full	7.56589512146909	7.13408492803501	6.1047164939543	7.05816341085535
KSW-cf_coassembly_k141_2339746||full	6.81453151348687	5.39153529097666	4.072716156316	5.16091300920306
KSW-cf_coassembly_k141_456606||full	3.43735863993487	3.41811642011516	3.64780911870078	7.33977955012111
KSW-cf_coassembly_k141_2068424||full	5.51711188003058	5.35198456933807	3.64780911870078	4.0687847575817
KSW-cf_coassembly_k141_3547107||full	2.53901901765115	4.62783312435849	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_1932270||full	3.17928590080638	4.48242372955194	4.83105319218137	4.37515032793527
KSW-cf_coassembly_k141_320535||full	5.87669669601639	5.98622970963603	7.28187920789467	6.24242351126227
KSW-cf_coassembly_k141_3683178||full	4.3536196692021	4.01950501274987	7.55539332996856	8.18562061604191
KSW-cf_coassembly_k141_3683350||full	9.16388206033338	8.63140696451936	7.24801336154386	6.97820814453178
KSW-cf_coassembly_k141_457595||full	2.53901901765115	2.53901901765115	8.64714869627294	9.78590944764829
KSW-cf_coassembly_k141_3143792||full	8.17797705028147	7.15680198131754	5.6614931931391	4.82571182891946
KSW-cf_coassembly_k141_1933272||full	4.97712142546888	4.75850355598106	4.62505266837835	4.62005218245783
KSW-cf_coassembly_k141_1127380||full	3.92818559683557	4.01950501274987	9.45901525845529	10.2180949068372
KSW-cf_coassembly_k141_186604||full	4.05020782383709	4.62783312435849	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_321284||full	5.13329321588485	5.53936851290193	2.53901901765115	4.0687847575817
KSW-cf_coassembly_k141_2606905||full	6.87313575490941	6.24259202748687	6.17887448633994	6.24242351126227
KSW-cf_coassembly_k141_2744797||full	6.70583578658549	5.39153529097666	6.1047164939543	6.43499237124865
KSW-cf_coassembly_k141_2744956||full	5.18160903543016	5.13520866402156	5.6614931931391	5.16091300920306
KSW-cf_coassembly_k141_54808||full	2.53901901765115	2.53901901765115	9.5589458693566	11.4123464292217
KSW-cf_coassembly_k141_3414214||full	2.53901901765115	3.41811642011516	8.17550710618606	8.75157507504824
KSW-cf_coassembly_k141_3144834||full	2.53901901765115	2.53901901765115	7.92020246030762	9.27855805537978
KSW-cf_coassembly_k141_2203822||full	6.47909496345607	5.57400388206359	5.43601094364025	6.80356255101046
KSW-cf_coassembly_k141_723545||full	7.85425543622222	7.16802732138026	5.30792807924474	6.30954087369204
KSW-cf_coassembly_k141_3144924||full	3.92818559683557	6.26376187853943	5.43601094364025	2.53901901765115
KSW-cf_coassembly_k141_55081||full	4.16027612107579	4.22665873055487	10.8365912378354	12.0578618440652
KSW-cf_coassembly_k141_596021||full	3.63087240897663	2.53901901765115	4.072716156316	5.30191295024798
KSW-cf_coassembly_k141_2472767||full	5.55388205374466	5.79511881960632	4.37970386996405	4.0687847575817
KSW-cf_coassembly_k141_1128407||full	3.17928590080638	3.60781406348217	8.77140378946426	8.05551722496802
KSW-cf_coassembly_k141_55427||full	3.17928590080638	2.53901901765115	2.53901901765115	8.44514744205445
KSW-cf_coassembly_k141_2607838||full	7.55699956593673	7.09932181482829	6.17887448633994	7.01874183500124
KSW-cf_coassembly_k141_2071056||full	6.60562372854775	5.93420737157259	4.37970386996405	3.64484888295108
KSW-cf_coassembly_k141_2342542||full	8.99318185681557	8.52208718270681	7.10396379311981	7.462295371301
KSW-cf_coassembly_k141_2071267||full	2.53901901765115	2.53901901765115	11.1635082803513	13.2478392709976
KSW-cf_coassembly_k141_1530967||full	6.0140791275085	5.2260570886919	4.37970386996405	4.82571182891946
KSW-cf_coassembly_k141_3282336||full	7.82492180957254	6.87098247384516	7.28187920789467	6.43499237124865
KSW-cf_coassembly_k141_1663723||full	9.73422910043621	9.21863745052682	7.4989454089629	7.4913615998247
KSW-cf_coassembly_k141_3816720||full	5.58971060260197	6.47800209727812	5.55329009972692	5.84912311788561
KSW-cf_coassembly_k141_2746312||full	2.53901901765115	4.81925992456246	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_1802630||full	7.17034370306719	7.2011869758467	5.6614931931391	7.05816341085535
KSW-cf_coassembly_k141_2343196||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_1802663||full	2.53901901765115	2.53901901765115	10.0261254484296	11.2066937577117
KSW-cf_coassembly_k141_2205160||full	6.58821850650653	5.0874158047157	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_2343365||full	2.53901901765115	2.53901901765115	15.5223554180909	14.6975372471292
KSW-cf_coassembly_k141_3817069||full	5.96071316900702	5.0874158047157	6.50092783836766	5.84912311788561
KSW-cf_coassembly_k141_323482||full	6.40142910730703	6.13175178381655	5.8557332264266	5.84912311788561
KSW-cf_coassembly_k141_1664249||full	6.67320416520098	5.57400388206359	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2473897||full	2.53901901765115	2.53901901765115	9.80556483233598	11.8867592539057
KSW-cf_coassembly_k141_2609230||full	3.17928590080638	3.16536571354259	5.6614931931391	5.42984063756023
KSW-cf_coassembly_k141_1936277||full	5.35949219049414	5.50385340375329	4.37970386996405	2.53901901765115
KSW-cf_coassembly_k141_2747443||full	10.0064565215981	8.91367622924231	13.6096914060326	14.5211310375803
KSW-cf_coassembly_k141_2609671||full	4.92077969664054	4.31798476793454	3.64780911870078	4.37515032793527
KSW-cf_coassembly_k141_2474548||full	5.08320506388533	5.90746208951468	5.8557332264266	4.62005218245783
KSW-cf_coassembly_k141_1403086||full	9.26011786949375	8.71402728073762	4.072716156316	3.64484888295108
KSW-cf_coassembly_k141_598694||full	3.79048013381601	4.01950501274987	5.16674482212183	4.82571182891946
KSW-cf_coassembly_k141_1403334||full	4.97712142546888	5.60780324071225	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_1936696||full	7.23873300543827	5.70457554781094	5.30792807924474	4.37515032793527
KSW-cf_coassembly_k141_324654||full	6.04002800548895	5.79511881960632	6.66425198229582	6.60467385415544
KSW-cf_coassembly_k141_3147540||full	5.31712448502152	5.31127146911715	4.83105319218137	4.82571182891946
KSW-cf_coassembly_k141_3552124||full	6.25444321675787	6.15462070088767	5.30792807924474	6.17198985412957
KSW-cf_coassembly_k141_3015031||full	4.26084143960462	4.12772345370812	4.37970386996405	4.0687847575817
KSW-cf_coassembly_k141_1403565||full	8.48497471544291	7.56599027154209	8.13905435121937	4.82571182891946
KSW-cf_coassembly_k141_3818499||full	6.53469637906443	5.50385340375329	6.1047164939543	5.65507408745613
KSW-cf_coassembly_k141_3552411||full	2.53901901765115	2.53901901765115	13.8177933646514	13.0467561816927
KSW-cf_coassembly_k141_727041||full	2.53901901765115	2.53901901765115	5.6614931931391	8.45991590197525
KSW-cf_coassembly_k141_2345382||full	6.79949875086589	7.06369715714946	4.37970386996405	5.16091300920306
KSW-cf_coassembly_k141_3687664||full	7.27174570251146	6.77135693717805	4.83105319218137	6.17198985412957
KSW-cf_coassembly_k141_599769||full	3.63087240897663	4.01950501274987	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_3687751||full	4.86196483319821	3.76440533681124	4.62505266837835	4.37515032793527
KSW-cf_coassembly_k141_2748839||full	6.62282000234852	6.51372613600988	7.14135145834789	7.8008795840485
KSW-cf_coassembly_k141_599978||full	3.17928590080638	2.53901901765115	12.0240805598079	12.825202945671
KSW-cf_coassembly_k141_1534061||full	2.53901901765115	2.53901901765115	9.50269298148963	10.7405988724439
KSW-cf_coassembly_k141_600268||full	3.79048013381601	4.62783312435849	4.37970386996405	4.0687847575817
KSW-cf_coassembly_k141_2207742||full	3.63087240897663	6.71115950815518	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_3016173||full	2.53901901765115	2.53901901765115	9.90114106771653	9.59177308394579
KSW-cf_coassembly_k141_58675||full	7.64357507053876	6.81490311799199	4.072716156316	5.16091300920306
KSW-cf_coassembly_k141_3688320||full	3.43735863993487	4.62783312435849	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_1534333||full	2.53901901765115	4.22665873055487	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2749610||full	4.05020782383709	4.87735250262281	4.072716156316	3.64484888295108
KSW-cf_coassembly_k141_1132762||full	3.17928590080638	3.16536571354259	16.0487420458437	15.2510628287704
KSW-cf_coassembly_k141_3553437||full	5.03120173521425	5.53936851290193	4.83105319218137	4.0687847575817
KSW-cf_coassembly_k141_600702||full	2.53901901765115	3.76440533681124	4.072716156316	2.53901901765115
KSW-cf_coassembly_k141_1269171||full	5.72452146822948	5.90746208951468	4.37970386996405	5.00368996020601
KSW-cf_coassembly_k141_1667576||full	5.96071316900702	4.81925992456246	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_2208118||full	2.53901901765115	2.53901901765115	8.82973446320895	8.41514883005849
KSW-cf_coassembly_k141_1806558||full	4.66801697375939	4.31798476793454	3.64780911870078	4.0687847575817
KSW-cf_coassembly_k141_1133401||full	8.5356282329526	8.15044769873058	6.38067475005484	6.60467385415544
KSW-cf_coassembly_k141_1668001||full	6.18649715599284	5.26932259596897	4.37970386996405	4.82571182891946
KSW-cf_coassembly_k141_3419589||full	2.53901901765115	2.53901901765115	9.23563115838246	10.4903437080122
KSW-cf_coassembly_k141_2347557||full	6.0140791275085	6.1771280524708	6.1047164939543	6.75636629654227
KSW-cf_coassembly_k141_2477557||full	2.53901901765115	4.48242372955194	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_3419752||full	9.62790793666097	9.63679982523831	6.76363164735915	5.16091300920306
KSW-cf_coassembly_k141_60057||full	4.05020782383709	3.41811642011516	9.88472825059593	9.57830355616897
KSW-cf_coassembly_k141_998590||full	7.19350336238923	5.88020186177985	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_2750941||full	5.55388205374466	5.53936851290193	5.76195571657766	5.16091300920306
KSW-cf_coassembly_k141_3554627||full	6.62282000234852	6.42268528588037	4.37970386996405	4.37515032793527
KSW-cf_coassembly_k141_729584||full	3.17928590080638	3.16536571354259	3.64780911870078	7.75369480183338
KSW-cf_coassembly_k141_3554703||full	6.13932989734486	6.74157403034991	6.38067475005484	6.01971641983957
KSW-cf_coassembly_k141_191642||full	7.99916338241103	7.4875713918516	6.1047164939543	5.93698565630794
KSW-cf_coassembly_k141_327848||full	6.73774123375456	6.44136300122647	6.61185302566809	6.70756411683151
KSW-cf_coassembly_k141_2348096||full	4.86196483319821	5.42999047707228	3.64780911870078	4.82571182891946
KSW-cf_coassembly_k141_3554832||full	5.62464584665625	5.79511881960632	4.37970386996405	4.82571182891946
KSW-cf_coassembly_k141_327995||full	6.11514690505219	5.46741119594209	4.072716156316	5.42984063756023
KSW-cf_coassembly_k141_602581||full	7.67679876641093	6.97696902906248	5.76195571657766	6.30954087369204
KSW-cf_coassembly_k141_2076905||full	5.31712448502152	5.67305286800489	6.02647796008757	5.00368996020601
KSW-cf_coassembly_k141_1807918||full	8.39804558512463	7.63228225354209	6.61185302566809	6.65704214063137
KSW-cf_coassembly_k141_2751769||full	3.17928590080638	4.12772345370812	4.37970386996405	2.53901901765115
KSW-cf_coassembly_k141_464832||full	9.52228376995062	8.70635948652999	8.45297150320604	8.38451279607201
KSW-cf_coassembly_k141_2881834||full	6.09054568725204	4.98647055545611	4.072716156316	2.53901901765115
KSW-cf_coassembly_k141_2209974||full	3.17928590080638	3.16536571354259	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_999385||full	3.43735863993487	3.16536571354259	2.53901901765115	4.37515032793527
KSW-cf_coassembly_k141_867820||full	8.16633240222193	7.23359928766864	6.71480262110498	7.27437440160487
KSW-cf_coassembly_k141_730490||full	2.53901901765115	2.53901901765115	9.91198011408296	11.3874630227359
KSW-cf_coassembly_k141_2077449||full	2.53901901765115	2.53901901765115	7.73716852825433	7.24052190895626
KSW-cf_coassembly_k141_3018655||full	4.26084143960462	5.31127146911715	2.53901901765115	4.0687847575817
KSW-cf_coassembly_k141_3690623||full	4.16027612107579	4.40292894456426	8.10165578625945	8.01608093076381
KSW-cf_coassembly_k141_1135057||full	8.30553727722904	7.6403582392208	4.072716156316	2.53901901765115
KSW-cf_coassembly_k141_3555648||full	8.69807231430261	8.063064483727	8.37675711543122	8.4302261507781
KSW-cf_coassembly_k141_1537116||full	2.53901901765115	3.41811642011516	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_731168||full	9.22126577132465	8.403794667157	8.60768402579575	8.57291501009789
KSW-cf_coassembly_k141_3152283||full	8.59328410083673	8.38470261531133	7.58280857227273	8.2207336978465
KSW-cf_coassembly_k141_868972||full	2.53901901765115	2.53901901765115	8.6341134403207	9.94654557360894
KSW-cf_coassembly_k141_1135922||full	7.93197324877533	7.06369715714946	5.76195571657766	5.16091300920306
KSW-cf_coassembly_k141_1670424||full	7.06124498437184	7.13408492803501	5.43601094364025	5.30191295024798
KSW-cf_coassembly_k141_3289578||full	5.40060307933728	4.93302045639764	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_3152743||full	5.13329321588485	5.13520866402156	3.64780911870078	4.37515032793527
KSW-cf_coassembly_k141_2211518||full	6.72187724408821	5.70457554781094	6.02647796008757	6.65704214063137
KSW-cf_coassembly_k141_3822937||full	5.69201151043896	5.60780324071225	5.43601094364025	4.0687847575817
KSW-cf_coassembly_k141_3961334||full	6.58821850650653	5.67305286800489	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_2883268||full	3.17928590080638	3.16536571354259	7.92020246030762	8.8103730423119
KSW-cf_coassembly_k141_193181||full	7.24982163049019	6.34543329561019	5.6614931931391	5.84912311788561
KSW-cf_coassembly_k141_1272499||full	7.32513727585942	6.47800209727812	6.31652757952402	6.9364974844329
KSW-cf_coassembly_k141_3290075||full	6.78430682385039	6.15462070088767	5.6614931931391	4.82571182891946
KSW-cf_coassembly_k141_1538186||full	7.42632138299477	7.03944717941282	4.072716156316	4.0687847575817
KSW-cf_coassembly_k141_2079302||full	2.53901901765115	2.53901901765115	4.37970386996405	4.62005218245783
KSW-cf_coassembly_k141_63159||full	3.17928590080638	4.75850355598106	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_330695||full	5.69201151043896	4.93302045639764	5.16674482212183	4.37515032793527
KSW-cf_coassembly_k141_193714||full	3.79048013381601	3.60781406348217	9.38314500640912	10.6629709859529
KSW-cf_coassembly_k141_1810283||full	3.92818559683557	4.12772345370812	8.59428542577628	7.9338154815149
KSW-cf_coassembly_k141_3422902||full	9.08569828641165	8.49118171517998	7.28187920789467	6.37364326656827
KSW-cf_coassembly_k141_1538732||full	7.27174570251146	5.60780324071225	4.072716156316	2.53901901765115
KSW-cf_coassembly_k141_2480503||full	3.79048013381601	2.53901901765115	2.53901901765115	7.33977955012111
KSW-cf_coassembly_k141_3423130||full	7.17034370306719	6.3651414251518	5.00930154551855	6.17198985412957
KSW-cf_coassembly_k141_194120||full	3.43735863993487	3.76440533681124	9.70943066269579	10.8427055584469
KSW-cf_coassembly_k141_2080004||full	6.55276030933177	5.50385340375329	5.55329009972692	5.75543524044145
KSW-cf_coassembly_k141_2884470||full	6.2980059895734	6.1771280524708	6.1047164939543	6.30954087369204
KSW-cf_coassembly_k141_194287||full	7.3146162881482	7.21207243979675	7.02613826769701	7.17032869198453
KSW-cf_coassembly_k141_2212673||full	2.53901901765115	2.53901901765115	8.12047635512397	9.46576476618318
KSW-cf_coassembly_k141_3423444||full	5.65873239220556	5.53936851290193	2.53901901765115	4.82571182891946
KSW-cf_coassembly_k141_1409621||full	4.92077969664054	4.93302045639764	5.00930154551855	5.30191295024798
KSW-cf_coassembly_k141_1409646||full	7.03583377006051	5.42999047707228	5.94367560770251	5.42984063756023
KSW-cf_coassembly_k141_3291759||full	3.17928590080638	2.53901901765115	7.76136037022138	7.01874183500124
KSW-cf_coassembly_k141_1138628||full	7.5390418745731	6.59931987103562	5.43601094364025	5.30191295024798
KSW-cf_coassembly_k141_65104||full	2.53901901765115	3.41811642011516	11.1702951470785	9.64442765176583
KSW-cf_coassembly_k141_195743||full	7.51167829131289	7.14548831874927	6.98558571437697	7.51985259677374
KSW-cf_coassembly_k141_468956||full	6.75343166198387	6.56569387905463	6.98558571437697	7.43263015146389
KSW-cf_coassembly_k141_1540698||full	5.13329321588485	4.40292894456426	6.55746441800281	7.17032869198453
KSW-cf_coassembly_k141_3424935||full	4.59639582591019	4.93302045639764	7.40989340707124	10.1559816463878
KSW-cf_coassembly_k141_469253||full	8.14868713304795	7.26529729832608	8.08258622036676	7.33977955012111
KSW-cf_coassembly_k141_1411033||full	3.17928590080638	3.41811642011516	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_1139221||full	5.69201151043896	4.87735250262281	4.072716156316	3.64484888295108
KSW-cf_coassembly_k141_2081980||full	5.40060307933728	5.67305286800489	4.37970386996405	4.82571182891946
KSW-cf_coassembly_k141_3825932||full	2.53901901765115	2.53901901765115	8.36101859544984	9.80338127279576
KSW-cf_coassembly_k141_333375||full	9.17263650806543	8.23816375470862	7.83159001314107	8.36894716149571
KSW-cf_coassembly_k141_3825988||full	5.03120173521425	5.67305286800489	4.62505266837835	5.00368996020601
KSW-cf_coassembly_k141_3964710||full	6.31929857641206	6.19928523486182	4.83105319218137	4.0687847575817
KSW-cf_coassembly_k141_1945131||full	5.22827934702382	5.13520866402156	10.3022303014942	9.81491269093594
KSW-cf_coassembly_k141_3293545||full	7.97933320408543	7.03944717941282	6.90087570338164	6.89353912894251
KSW-cf_coassembly_k141_3156180||full	6.98362215912339	7.6159931409133	8.72297872802149	7.89085193377833
KSW-cf_coassembly_k141_2215221||full	6.84413271384792	5.90746208951468	4.83105319218137	4.62005218245783
KSW-cf_coassembly_k141_196976||full	6.11514690505219	5.46741119594209	5.00930154551855	3.64484888295108
KSW-cf_coassembly_k141_1140048||full	5.03120173521425	5.90746208951468	5.16674482212183	5.30191295024798
KSW-cf_coassembly_k141_735466||full	6.75343166198387	6.15462070088767	7.1777915136927	7.82390484459066
KSW-cf_coassembly_k141_3024183||full	3.63087240897663	3.41811642011516	6.55746441800281	7.67988685662865
KSW-cf_coassembly_k141_1140175||full	8.54913950797196	7.49649851968805	7.10396379311981	6.89353912894251
KSW-cf_coassembly_k141_3294250||full	3.17928590080638	4.69480429344407	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_1813798||full	7.85425543622222	7.23359928766864	5.55329009972692	6.43499237124865
KSW-cf_coassembly_k141_3695796||full	3.43735863993487	3.16536571354259	9.0419881890099	8.57291501009789
KSW-cf_coassembly_k141_3560990||full	8.34222128618314	7.53166359167154	7.6361213092476	6.70756411683151
KSW-cf_coassembly_k141_197589||full	2.53901901765115	2.53901901765115	7.6361213092476	10.4502388129452
KSW-cf_coassembly_k141_2483727||full	8.50360070294241	8.05100264185382	5.16674482212183	5.84912311788561
KSW-cf_coassembly_k141_3827051||full	2.53901901765115	3.41811642011516	12.6430976831613	12.4542063208306
KSW-cf_coassembly_k141_3965677||full	5.13329321588485	4.93302045639764	5.00930154551855	4.62005218245783
KSW-cf_coassembly_k141_609040||full	5.4793476124271	6.81490311799199	5.55329009972692	6.24242351126227
KSW-cf_coassembly_k141_3426610||full	3.43735863993487	4.40292894456426	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_470561||full	9.38338837444353	9.67265143794863	8.19339353398716	9.45843083399811
KSW-cf_coassembly_k141_3696377||full	4.05020782383709	4.31798476793454	2.53901901765115	4.0687847575817
KSW-cf_coassembly_k141_1006083||full	9.76542701118702	8.73678904178352	8.13905435121937	7.91249382012654
KSW-cf_coassembly_k141_2758004||full	4.80043189294448	6.15462070088767	3.64780911870078	2.53901901765115
KSW-cf_coassembly_k141_3157463||full	3.43735863993487	5.39153529097666	4.072716156316	2.53901901765115
KSW-cf_coassembly_k141_609618||full	2.53901901765115	2.53901901765115	5.94367560770251	9.00416579701616
KSW-cf_coassembly_k141_1946847||full	3.92818559683557	4.98647055545611	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2620161||full	2.53901901765115	2.53901901765115	12.0887961254166	12.7722138223378
KSW-cf_coassembly_k141_2217028||full	3.63087240897663	5.46741119594209	4.37970386996405	4.0687847575817
KSW-cf_coassembly_k141_2620672||full	2.53901901765115	3.16536571354259	12.3331583819608	13.2317987064995
KSW-cf_coassembly_k141_1278536||full	4.86196483319821	5.31127146911715	3.64780911870078	4.0687847575817
KSW-cf_coassembly_k141_1142416||full	2.53901901765115	2.53901901765115	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_2485771||full	7.58352305393238	6.58260556434546	6.55746441800281	6.60467385415544
KSW-cf_coassembly_k141_2889521||full	8.20668366986848	7.99543920281993	8.32901658083595	6.9364974844329
KSW-cf_coassembly_k141_1544408||full	9.94646969012842	9.14113505889007	8.53941027396963	8.94241686473513
KSW-cf_coassembly_k141_1414752||full	5.96071316900702	5.88020186177985	5.43601094364025	5.84912311788561
KSW-cf_coassembly_k141_3563690||full	3.17928590080638	2.53901901765115	8.13905435121937	8.7273678345471
KSW-cf_coassembly_k141_1948573||full	9.00630105359145	8.29039404624385	7.40989340707124	7.30744858961797
KSW-cf_coassembly_k141_3297122||full	2.53901901765115	2.53901901765115	8.68556206975799	8.25501182613132
KSW-cf_coassembly_k141_2218455||full	4.86196483319821	5.7354075717502	3.64780911870078	5.16091300920306
KSW-cf_coassembly_k141_2621753||full	4.05020782383709	5.13520866402156	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_337522||full	6.90156444659628	6.92495327637039	5.16674482212183	5.54698661591734
KSW-cf_coassembly_k141_1279668||full	5.40060307933728	6.47800209727812	4.072716156316	3.64484888295108
KSW-cf_coassembly_k141_1143203||full	3.63087240897663	3.76440533681124	9.00196302342583	9.9673622984003
KSW-cf_coassembly_k141_2890178||full	7.07378406822473	6.47800209727812	5.43601094364025	5.84912311788561
KSW-cf_coassembly_k141_3968627||full	5.27341733456243	4.62783312435849	4.072716156316	4.62005218245783
KSW-cf_coassembly_k141_3297611||full	5.58971060260197	4.75850355598106	9.17392756642466	9.5509812121833
KSW-cf_coassembly_k141_1143309||full	4.4398690424555	4.48242372955194	4.37970386996405	4.37515032793527
KSW-cf_coassembly_k141_2760431||full	8.64453342757932	8.08097007084116	4.83105319218137	2.53901901765115
KSW-cf_coassembly_k141_739096||full	2.53901901765115	3.16536571354259	2.53901901765115	3.64484888295108
KSW-cf_coassembly_k141_3968782||full	4.05020782383709	3.41811642011516	4.83105319218137	2.53901901765115
KSW-cf_coassembly_k141_1949099||full	2.53901901765115	2.53901901765115	13.7727937825639	12.3311233236987
KSW-cf_coassembly_k141_3160429||full	3.43735863993487	2.53901901765115	7.21333095633834	7.82390484459066
KSW-cf_coassembly_k141_1415709||full	2.53901901765115	2.53901901765115	9.10946597483706	12.1137808985961
KSW-cf_coassembly_k141_200684||full	4.59639582591019	5.46741119594209	2.53901901765115	2.53901901765115
KSW-cf_coassembly_k141_2086726||full	3.43735863993487	2.53901901765115	2.53901901765115	4.37515032793527
KSW-cf_coassembly_k141_1545667||full	6.47909496345607	7.32667201583469	5.30792807924474	5.65507408745613
KSW-cf_coassembly_k141_2622952||full	2.53901901765115	2.53901901765115	8.80668451869841	8.2884938164606
KSW-cf_coassembly_k141_2487368||full	2.53901901765115	3.41811642011516	5.6614931931391	8.8103730423119
KSW-cf_coassembly_k141_3298306||full	2.53901901765115	2.53901901765115	7.55539332996856	10.4391048096405
KSW-cf_coassembly_k141_3699331||full	6.34027822263591	6.45979987691164	6.85656999419753	6.49381694115791
