Contig	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-cf_coassembly_k141_1972679||full	2	26	2	0
KSW-cf_coassembly_k141_2382471||full	24	96	2	4
KSW-cf_coassembly_k141_900451||full	6	8	10	2
KSW-cf_coassembly_k141_3853209||full	28	34	4	0
KSW-cf_coassembly_k141_1973767||full	0	0	216	236
KSW-cf_coassembly_k141_2383370||full	204	170	28	34
KSW-cf_coassembly_k141_636470||full	2	28	6	0
KSW-cf_coassembly_k141_1569148||full	80	108	16	8
KSW-cf_coassembly_k141_2647743||full	54	188	4	2
KSW-cf_coassembly_k141_3323019||full	0	8	0	0
KSW-cf_coassembly_k141_2786329||full	1966	948	392	406
KSW-cf_coassembly_k141_3589308||full	0	14	0	2
KSW-cf_coassembly_k141_1703967||full	4	20	0	0
KSW-cf_coassembly_k141_3323645||full	4	22	0	4
KSW-cf_coassembly_k141_2384797||full	734	324	28	28
KSW-cf_coassembly_k141_224849||full	6	12	18	12
KSW-cf_coassembly_k141_364607||full	6	22	4	0
KSW-cf_coassembly_k141_2385024||full	0	2	10	20
KSW-cf_coassembly_k141_2649000||full	0	0	344	478
KSW-cf_coassembly_k141_2916287||full	0	12	0	0
KSW-cf_coassembly_k141_2112218||full	22	90	6	4
KSW-cf_coassembly_k141_1035578||full	74	482	28	16
KSW-cf_coassembly_k141_1704778||full	0	0	196	156
KSW-cf_coassembly_k141_3723210||full	16	26	0	0
KSW-cf_coassembly_k141_1440683||full	92	102	20	22
KSW-cf_coassembly_k141_3052270||full	98	126	8	8
KSW-cf_coassembly_k141_225771||full	10	16	2	10
KSW-cf_coassembly_k141_903324||full	12	18	2	0
KSW-cf_coassembly_k141_2385996||full	316	194	32	38
KSW-cf_coassembly_k141_1036738||full	14	22	2	0
KSW-cf_coassembly_k141_904028||full	208	136	6	14
KSW-cf_coassembly_k141_3724909||full	12	54	4	0
KSW-cf_coassembly_k141_3457988||full	72	52	26	46
KSW-cf_coassembly_k141_3725119||full	32	18	24	154
KSW-cf_coassembly_k141_366857||full	2	24	0	0
KSW-cf_coassembly_k141_2790153||full	6	30	0	0
KSW-cf_coassembly_k141_1172140||full	8	44	6	4
KSW-cf_coassembly_k141_1309501||full	102	222	0	2
KSW-cf_coassembly_k141_2387990||full	2	18	2	2
KSW-cf_coassembly_k141_228439||full	8	22	30	8
KSW-cf_coassembly_k141_1443781||full	26	48	2	2
KSW-cf_coassembly_k141_767052||full	0	0	62	40
KSW-cf_coassembly_k141_3859477||full	94	208	34	36
KSW-cf_coassembly_k141_2116373||full	492	260	16	42
KSW-cf_coassembly_k141_1573867||full	384	518	388	230
KSW-cf_coassembly_k141_3594043||full	2	28	0	0
KSW-cf_coassembly_k141_229367||full	20	42	0	4
KSW-cf_coassembly_k141_3460288||full	1932	994	278	344
KSW-cf_coassembly_k141_1709161||full	26	58	0	8
KSW-cf_coassembly_k141_643078||full	12	8	0	0
KSW-cf_coassembly_k141_3860287||full	70	184	16	10
KSW-cf_coassembly_k141_2389553||full	10	8	0	0
KSW-cf_coassembly_k141_3860290||full	714	478	68	60
KSW-cf_coassembly_k141_2517118||full	848	452	140	200
KSW-cf_coassembly_k141_2653562||full	66	28	10	8
KSW-cf_coassembly_k141_3728047||full	4	12	0	2
KSW-cf_coassembly_k141_230233||full	20	36	4	10
KSW-cf_coassembly_k141_2517907||full	6	18	4	0
KSW-cf_coassembly_k141_1847334||full	24	34	6	2
KSW-cf_coassembly_k141_907192||full	13536	7038	1306	1424
KSW-cf_coassembly_k141_2654079||full	28	86	20	8
KSW-cf_coassembly_k141_3329441||full	92	18	14	8
KSW-cf_coassembly_k141_2921804||full	34	32	54	136
KSW-cf_coassembly_k141_3461657||full	12	24	6	8
KSW-cf_coassembly_k141_2518673||full	0	10	8	2
KSW-cf_coassembly_k141_3729143||full	0	4	0	0
KSW-cf_coassembly_k141_2118141||full	230	218	94	132
KSW-cf_coassembly_k141_1446476||full	18	18	26	98
KSW-cf_coassembly_k141_1041651||full	190	220	20	20
KSW-cf_coassembly_k141_1711166||full	70	20	20	6
KSW-cf_coassembly_k141_3462402||full	30	180	4	4
KSW-cf_coassembly_k141_102637||full	24	24	8	14
KSW-cf_coassembly_k141_3596736||full	38	130	18	12
KSW-cf_coassembly_k141_1313784||full	20	54	4	4
KSW-cf_coassembly_k141_2519499||full	18	16	4	2
KSW-cf_coassembly_k141_2251799||full	156	606	46	26
KSW-cf_coassembly_k141_2656263||full	2	34	0	0
KSW-cf_coassembly_k141_103324||full	6	22	2	2
KSW-cf_coassembly_k141_3191919||full	54	182	14	18
KSW-cf_coassembly_k141_3463675||full	82	152	2	8
KSW-cf_coassembly_k141_3192396||full	18	24	2	2
KSW-cf_coassembly_k141_2119854||full	26	70	14	2
KSW-cf_coassembly_k141_2393523||full	6	32	4	0
KSW-cf_coassembly_k141_1315208||full	6	8	2	2
KSW-cf_coassembly_k141_3863988||full	32	68	6	6
KSW-cf_coassembly_k141_3192854||full	40	58	2	4
KSW-cf_coassembly_k141_3332637||full	0	0	320	276
KSW-cf_coassembly_k141_1449394||full	34	164	0	0
KSW-cf_coassembly_k141_3333037||full	234	150	18	2
KSW-cf_coassembly_k141_2394633||full	4	8	0	6
KSW-cf_coassembly_k141_3194119||full	30	64	2	0
KSW-cf_coassembly_k141_1450350||full	20	26	0	0
KSW-cf_coassembly_k141_2926802||full	114	74	36	58
KSW-cf_coassembly_k141_2395814||full	76	32	18	18
KSW-cf_coassembly_k141_1317723||full	8	16	0	0
KSW-cf_coassembly_k141_1180611||full	70	70	1008	2408
KSW-cf_coassembly_k141_1045928||full	56	56	2	0
KSW-cf_coassembly_k141_773573||full	0	10	2	20
KSW-cf_coassembly_k141_1451040||full	192	364	74	66
KSW-cf_coassembly_k141_1853452||full	214	72	16	26
KSW-cf_coassembly_k141_650573||full	14	20	0	0
KSW-cf_coassembly_k141_2659867||full	16	78	8	2
KSW-cf_coassembly_k141_3467001||full	94	84	26	74
KSW-cf_coassembly_k141_1451685||full	2	6	44	182
KSW-cf_coassembly_k141_3601724||full	646	804	122	348
KSW-cf_coassembly_k141_510883||full	12	14	0	0
KSW-cf_coassembly_k141_2660326||full	30	34	10	12
KSW-cf_coassembly_k141_651122||full	4	10	0	0
KSW-cf_coassembly_k141_1452018||full	36	138	10	12
KSW-cf_coassembly_k141_2800572||full	2	4	4	0
KSW-cf_coassembly_k141_2124051||full	4	8	0	0
KSW-cf_coassembly_k141_1855021||full	254	126	16	16
KSW-cf_coassembly_k141_914558||full	6	20	0	0
KSW-cf_coassembly_k141_1717992||full	14	64	2	2
KSW-cf_coassembly_k141_2398902||full	16	10	20	2
KSW-cf_coassembly_k141_3603903||full	24	22	10	2
KSW-cf_coassembly_k141_3337830||full	52	42	0	0
KSW-cf_coassembly_k141_3198725||full	86	116	26	6
KSW-cf_coassembly_k141_1990550||full	6	38	0	0
KSW-cf_coassembly_k141_238926||full	90	306	14	6
KSW-cf_coassembly_k141_513694||full	8	30	56	62
KSW-cf_coassembly_k141_3604832||full	36	100	0	2
KSW-cf_coassembly_k141_3470816||full	6	4	0	2
KSW-cf_coassembly_k141_654720||full	0	0	126	346
KSW-cf_coassembly_k141_1991750||full	96	26	18	4
KSW-cf_coassembly_k141_2528207||full	12	34	0	2
KSW-cf_coassembly_k141_514809||full	26	22	0	2
KSW-cf_coassembly_k141_2804735||full	8	2	2	0
KSW-cf_coassembly_k141_515434||full	270	364	84	42
KSW-cf_coassembly_k141_3340492||full	4	16	2	8
KSW-cf_coassembly_k141_3872513||full	130	190	18	0
KSW-cf_coassembly_k141_919392||full	0	0	150	92
KSW-cf_coassembly_k141_2260779||full	1050	524	390	264
KSW-cf_coassembly_k141_2530043||full	150	48	10	12
KSW-cf_coassembly_k141_1722439||full	74	134	6	14
KSW-cf_coassembly_k141_2933987||full	2	6	0	4
KSW-cf_coassembly_k141_3740526||full	30	48	0	0
KSW-cf_coassembly_k141_1994618||full	0	10	0	4
KSW-cf_coassembly_k141_2807926||full	0	0	228	126
KSW-cf_coassembly_k141_1458438||full	8	32	0	0
KSW-cf_coassembly_k141_1190018||full	4	52	6	4
KSW-cf_coassembly_k141_2935755||full	18	92	0	8
KSW-cf_coassembly_k141_1996238||full	8	50	4	0
KSW-cf_coassembly_k141_2131901||full	4	10	2	2
KSW-cf_coassembly_k141_1055300||full	0	0	30	114
KSW-cf_coassembly_k141_3071102||full	4	20	2	0
KSW-cf_coassembly_k141_660575||full	16	8	4	4
KSW-cf_coassembly_k141_1459651||full	22	38	4	0
KSW-cf_coassembly_k141_1862654||full	44	56	8	0
KSW-cf_coassembly_k141_2936688||full	12	14	2	0
KSW-cf_coassembly_k141_2810111||full	10	22	2	0
KSW-cf_coassembly_k141_1328475||full	154	242	106	64
KSW-cf_coassembly_k141_1997342||full	12	54	4	0
KSW-cf_coassembly_k141_4018406||full	14	54	0	0
KSW-cf_coassembly_k141_3612087||full	14	28	210	204
KSW-cf_coassembly_k141_387934||full	24	18	0	4
KSW-cf_coassembly_k141_3478004||full	100	198	8	2
KSW-cf_coassembly_k141_117898||full	2	2	430	428
KSW-cf_coassembly_k141_388597||full	1012	482	74	72
KSW-cf_coassembly_k141_3206899||full	0	4	0	0
KSW-cf_coassembly_k141_1727353||full	56	84	22	50
KSW-cf_coassembly_k141_2812537||full	10	24	2	0
KSW-cf_coassembly_k141_2266530||full	0	6	0	0
KSW-cf_coassembly_k141_390303||full	130	122	30	34
KSW-cf_coassembly_k141_786170||full	30	86	4	2
KSW-cf_coassembly_k141_786203||full	94	40	6	2
KSW-cf_coassembly_k141_2136308||full	8	10	4	0
KSW-cf_coassembly_k141_390737||full	12	50	2	2
KSW-cf_coassembly_k141_3746289||full	94	84	0	10
KSW-cf_coassembly_k141_522354||full	16	36	90	472
KSW-cf_coassembly_k141_1332022||full	22	118	6	8
KSW-cf_coassembly_k141_3746640||full	24	20	6	0
KSW-cf_coassembly_k141_1729297||full	348	620	16	32
KSW-cf_coassembly_k141_3880322||full	24	18	20	68
KSW-cf_coassembly_k141_1332931||full	16	16	2	0
KSW-cf_coassembly_k141_1729653||full	720	758	144	150
KSW-cf_coassembly_k141_1060457||full	104	34	0	0
KSW-cf_coassembly_k141_523244||full	82	58	522	544
KSW-cf_coassembly_k141_3349629||full	14	20	6	0
KSW-cf_coassembly_k141_1595054||full	10	42	4	0
KSW-cf_coassembly_k141_1061089||full	10	24	0	2
KSW-cf_coassembly_k141_1868415||full	4	134	0	0
KSW-cf_coassembly_k141_1061439||full	300	298	66	64
KSW-cf_coassembly_k141_788516||full	22	74	6	8
KSW-cf_coassembly_k141_121905||full	46	116	12	6
KSW-cf_coassembly_k141_3482710||full	140	440	16	16
KSW-cf_coassembly_k141_2003443||full	62	36	10	8
KSW-cf_coassembly_k141_3882127||full	52	132	8	4
KSW-cf_coassembly_k141_789580||full	266	186	82	248
KSW-cf_coassembly_k141_252006||full	12	22	0	0
KSW-cf_coassembly_k141_3617813||full	20	30	6	2
KSW-cf_coassembly_k141_669170||full	34	74	0	2
KSW-cf_coassembly_k141_4026354||full	16	20	12	4
KSW-cf_coassembly_k141_2944205||full	2	2	10	0
KSW-cf_coassembly_k141_1467586||full	10	6	14	10
KSW-cf_coassembly_k141_2140935||full	4	2	4890	4876
KSW-cf_coassembly_k141_2414269||full	8	40	0	2
KSW-cf_coassembly_k141_3750296||full	16	60	8	10
KSW-cf_coassembly_k141_1199855||full	2	0	134	90
KSW-cf_coassembly_k141_527226||full	20	52	0	0
KSW-cf_coassembly_k141_2818687||full	30	66	0	0
KSW-cf_coassembly_k141_670580||full	0	10	0	0
KSW-cf_coassembly_k141_125812||full	8	30	0	2
KSW-cf_coassembly_k141_2945820||full	32	34	6	12
KSW-cf_coassembly_k141_1469602||full	102	38	0	10
KSW-cf_coassembly_k141_3486405||full	0	10	0	0
KSW-cf_coassembly_k141_1735107||full	12	24	2	2
KSW-cf_coassembly_k141_1872905||full	8	26	0	0
KSW-cf_coassembly_k141_397434||full	110	44	10	8
KSW-cf_coassembly_k141_933823||full	10	0	100	198
KSW-cf_coassembly_k141_2680931||full	70	72	16	8
KSW-cf_coassembly_k141_3216364||full	4	8	0	0
KSW-cf_coassembly_k141_127728||full	120	70	18	28
KSW-cf_coassembly_k141_529964||full	44	108	14	4
KSW-cf_coassembly_k141_3752805||full	0	42	4	6
KSW-cf_coassembly_k141_1203283||full	4	26	0	0
KSW-cf_coassembly_k141_3753156||full	48	62	30	52
KSW-cf_coassembly_k141_1340470||full	50	192	8	0
KSW-cf_coassembly_k141_1204133||full	26	68	4	20
KSW-cf_coassembly_k141_2822528||full	4	18	0	0
KSW-cf_coassembly_k141_1068315||full	30	12	16	10
KSW-cf_coassembly_k141_2145958||full	2	16	4	10
KSW-cf_coassembly_k141_1738564||full	26	26	8	2
KSW-cf_coassembly_k141_3490834||full	38	70	12	20
KSW-cf_coassembly_k141_2547573||full	2	8	0	0
KSW-cf_coassembly_k141_1343440||full	14	54	0	0
KSW-cf_coassembly_k141_3220151||full	12	42	12	0
KSW-cf_coassembly_k141_1070684||full	462	224	80	94
KSW-cf_coassembly_k141_2147523||full	24	72	0	6
KSW-cf_coassembly_k141_2950932||full	4	24	4	2
KSW-cf_coassembly_k141_533619||full	2	44	4	0
KSW-cf_coassembly_k141_1071281||full	14	14	14	14
KSW-cf_coassembly_k141_3756767||full	16	24	0	0
KSW-cf_coassembly_k141_534118||full	24	16	66	84
KSW-cf_coassembly_k141_1878575||full	12	6	0	0
KSW-cf_coassembly_k141_3625647||full	100	260	34	22
KSW-cf_coassembly_k141_2549332||full	124	102	20	24
KSW-cf_coassembly_k141_2013894||full	60	98	14	6
KSW-cf_coassembly_k141_2014785||full	2	8	14	8
KSW-cf_coassembly_k141_2014945||full	0	28	2	4
KSW-cf_coassembly_k141_2282111||full	78	92	60	20
KSW-cf_coassembly_k141_799877||full	50	188	4	2
KSW-cf_coassembly_k141_535816||full	0	0	86	104
KSW-cf_coassembly_k141_2953953||full	114	50	2	0
KSW-cf_coassembly_k141_2282581||full	16	18	0	0
KSW-cf_coassembly_k141_1073682||full	2	36	0	2
KSW-cf_coassembly_k141_939896||full	100	58	40	74
KSW-cf_coassembly_k141_3088754||full	6	14	0	0
KSW-cf_coassembly_k141_134273||full	56	208	8	2
KSW-cf_coassembly_k141_3760973||full	18	50	0	4
KSW-cf_coassembly_k141_2552846||full	0	6	6	42
KSW-cf_coassembly_k141_3761548||full	16	20	0	0
KSW-cf_coassembly_k141_2553306||full	6	22	10	2
KSW-cf_coassembly_k141_264640||full	6	4	0	0
KSW-cf_coassembly_k141_806064||full	12	100	0	2
KSW-cf_coassembly_k141_806071||full	12	22	0	0
KSW-cf_2nd_assembly_k141_3698909||full	6	26	0	0
KSW-cf_2nd_assembly_k141_2092228||full	2	6	2	0
KSW-cf_2nd_assembly_k141_4182868||full	98	28	2	14
KSW-cf_2nd_assembly_k141_324448||full	1840	2528	4	38
KSW-cf_2nd_assembly_k141_2736576||full	24	26	2	10
KSW-cf_2nd_assembly_k141_3058099||full	6	92	0	2
KSW-cf_2nd_assembly_k141_4129||full	18	20	0	4
KSW-cf_2nd_assembly_k141_1129702||full	80	22	18	10
KSW-cf_2nd_assembly_k141_2256934||full	52	58	3264	6646
KSW-cf_2nd_assembly_k141_1453384||full	0	0	52	60
KSW-cf_2nd_assembly_k141_4668807||full	2	18	0	0
KSW-cf_2nd_assembly_k141_1293019||full	12	68	6	2
KSW-cf_2nd_assembly_k141_2740327||full	46	32	6	0
KSW-cf_2nd_assembly_k141_490773||full	26	38	782	624
KSW-cf_2nd_assembly_k141_2742403||full	0	4	0	0
KSW-cf_2nd_assembly_k141_4029184||full	10	20	0	4
KSW-cf_2nd_assembly_k141_2261297||full	138	118	1642	1444
KSW-cf_2nd_assembly_k141_1457575||full	52	66	4	4
KSW-cf_2nd_assembly_k141_1137700||full	4	16	2	0
KSW-cf_2nd_assembly_k141_4192633||full	6	2	18438	36722
KSW-cf_2nd_assembly_k141_1942253||full	18	28	4	2
KSW-cf_2nd_assembly_k141_817497||full	4	6	130	220
KSW-cf_2nd_assembly_k141_13657||full	1780	2234	4	14
KSW-cf_2nd_assembly_k141_496468||full	10	10	198	192
KSW-cf_2nd_assembly_k141_1623644||full	16	16	478	828
KSW-cf_2nd_assembly_k141_2589223||full	90	56	18	26
KSW-cf_2nd_assembly_k141_3232662||full	8	16	0	0
KSW-cf_2nd_assembly_k141_1305545||full	6	4	32	90
KSW-cf_2nd_assembly_k141_3718314||full	8	6	4	2
KSW-cf_2nd_assembly_k141_2433279||full	28	26	12	22
KSW-cf_2nd_assembly_k141_3239480||full	4	20	4	16
KSW-cf_2nd_assembly_k141_4518257||full	0	12	0	0
KSW-cf_2nd_assembly_k141_662583||full	420	200	38	34
KSW-cf_2nd_assembly_k141_1794718||full	6	16	2	0
KSW-cf_2nd_assembly_k141_662782||full	8	8	2	0
KSW-cf_2nd_assembly_k141_3725254||full	2	14	0	0
KSW-cf_2nd_assembly_k141_189765||full	10	16	12	0
KSW-cf_2nd_assembly_k141_833271||full	1054	844	448	514
KSW-cf_2nd_assembly_k141_192388||full	8	8	0	0
KSW-cf_2nd_assembly_k141_31833||full	6	48	0	0
KSW-cf_2nd_assembly_k141_33221||full	0	0	1320	5668
KSW-cf_2nd_assembly_k141_2444883||full	8	36	2	0
KSW-cf_2nd_assembly_k141_4696951||full	18	42	4	6
KSW-cf_2nd_assembly_k141_4529195||full	66	100	36	16
KSW-cf_2nd_assembly_k141_4058022||full	6	16	0	0
KSW-cf_2nd_assembly_k141_39447||full	10	10	2	4
KSW-cf_2nd_assembly_k141_847361||full	82	74	0	8
KSW-cf_2nd_assembly_k141_2133494||full	8	60	0	2
KSW-cf_2nd_assembly_k141_2618452||full	2	4	0	4
KSW-cf_2nd_assembly_k141_4709566||full	58	70	0	0
KSW-cf_2nd_assembly_k141_1654908||full	10	42	18	2
KSW-cf_2nd_assembly_k141_3907189||full	180	94	24	16
KSW-cf_2nd_assembly_k141_1496245||full	2	14	6	12
KSW-cf_2nd_assembly_k141_3909923||full	72	18	24	10
KSW-cf_2nd_assembly_k141_4070270||full	2	14	2	0
KSW-cf_2nd_assembly_k141_3106331||full	4	28	8	0
KSW-cf_2nd_assembly_k141_3424085||full	6	10	6	0
KSW-cf_2nd_assembly_k141_376096||full	230	338	34	8
KSW-cf_2nd_assembly_k141_537542||full	10	14	0	0
KSW-cf_2nd_assembly_k141_1020290||full	0	4	2	0
KSW-cf_2nd_assembly_k141_2145444||full	44	58	6	12
KSW-cf_2nd_assembly_k141_2308271||full	10	8	0	0
KSW-cf_2nd_assembly_k141_4237487||full	382	212	58	62
KSW-cf_2nd_assembly_k141_222678||full	4	6	24	12
KSW-cf_2nd_assembly_k141_4554503||full	4	10	0	2
KSW-cf_2nd_assembly_k141_1834170||full	46	48	12	90
KSW-cf_2nd_assembly_k141_3120432||full	0	0	196	98
KSW-cf_2nd_assembly_k141_2959451||full	6	0	32	172
KSW-cf_2nd_assembly_k141_3122239||full	122	166	14	26
KSW-cf_2nd_assembly_k141_872716||full	6	8	0	2
KSW-cf_2nd_assembly_k141_2324378||full	4	12	0	0
KSW-cf_2nd_assembly_k141_3130004||full	120	130	16	8
KSW-cf_2nd_assembly_k141_3773221||full	2	4	192	72
KSW-cf_2nd_assembly_k141_1527226||full	22	38	0	4
KSW-cf_2nd_assembly_k141_1365574||full	6	0	1494	6036
KSW-cf_2nd_assembly_k141_3452896||full	14	12	2	0
KSW-cf_2nd_assembly_k141_1531792||full	42	22	28	58
KSW-cf_2nd_assembly_k141_2174111||full	0	0	132	96
KSW-cf_2nd_assembly_k141_2495477||full	314	404	276	378
KSW-cf_2nd_assembly_k141_4267963||full	14	10	2	0
KSW-cf_2nd_assembly_k141_3461338||full	8	44	0	0
KSW-cf_2nd_assembly_k141_2340711||full	0	0	62	100
KSW-cf_2nd_assembly_k141_730726||full	166	92	12	10
KSW-cf_2nd_assembly_k141_3631042||full	2	0	5672	10058
KSW-cf_2nd_assembly_k141_3149050||full	4	2	0	12
KSW-cf_2nd_assembly_k141_3955702||full	0	6	0	4
KSW-cf_2nd_assembly_k141_417835||full	8	16	4	0
KSW-cf_2nd_assembly_k141_1545057||full	506	890	248	160
KSW-cf_2nd_assembly_k141_3959478||full	6	12	0	0
KSW-cf_2nd_assembly_k141_421204||full	6	24	0	0
KSW-cf_2nd_assembly_k141_1869487||full	16	20	28	46
KSW-cf_2nd_assembly_k141_3959777||full	6	12	6	2
KSW-cf_2nd_assembly_k141_3960674||full	2	4	2	2
KSW-cf_2nd_assembly_k141_2351076||full	0	8	0	2
KSW-cf_2nd_assembly_k141_1066931||full	76	32	16	8
KSW-cf_2nd_assembly_k141_2031683||full	0	6	0	0
KSW-cf_2nd_assembly_k141_3474908||full	20	30	0	6
KSW-cf_2nd_assembly_k141_1390522||full	6	18	0	0
KSW-cf_2nd_assembly_k141_2515352||full	10	12	80	116
KSW-cf_2nd_assembly_k141_2195307||full	742	602	50	12
KSW-cf_2nd_assembly_k141_426971||full	6	4	210	642
KSW-cf_2nd_assembly_k141_1555367||full	228	214	4	4
KSW-cf_2nd_assembly_k141_3480446||full	4	4	0	2
KSW-cf_2nd_assembly_k141_3806616||full	128	36	0	0
KSW-cf_2nd_assembly_k141_3807520||full	8	22	50	48
KSW-cf_2nd_assembly_k141_3970489||full	2	12	2	0
KSW-cf_2nd_assembly_k141_1722444||full	6	12	0	16
KSW-cf_2nd_assembly_k141_3484567||full	2	2	0	80
KSW-cf_2nd_assembly_k141_600237||full	16	24	126	166
KSW-cf_2nd_assembly_k141_2206485||full	4	4	3848	1496
KSW-cf_2nd_assembly_k141_441610||full	16	14	2	0
KSW-cf_2nd_assembly_k141_4610439||full	22	16	20	44
KSW-cf_2nd_assembly_k141_3492925||full	136	72	8	0
KSW-cf_2nd_assembly_k141_2372425||full	10	22	0	0
KSW-cf_2nd_assembly_k141_924723||full	6	8	6	62
KSW-cf_2nd_assembly_k141_1732828||full	80	76	0	2
KSW-cf_2nd_assembly_k141_1573891||full	12	10	0	0
KSW-cf_2nd_assembly_k141_1091402||full	134	54	0	0
KSW-cf_2nd_assembly_k141_1092754||full	16	34	2	4
KSW-cf_2nd_assembly_k141_931278||full	0	0	0	4
KSW-cf_2nd_assembly_k141_2541200||full	0	0	784	3406
KSW-cf_2nd_assembly_k141_452497||full	0	2	0	0
KSW-cf_2nd_assembly_k141_4795313||full	12	12	44	58
KSW-cf_2nd_assembly_k141_4796536||full	14	62	6	4
KSW-cf_2nd_assembly_k141_2543307||full	2	12	0	0
KSW-cf_2nd_assembly_k141_4622718||full	0	0	24	176
KSW-cf_2nd_assembly_k141_1423572||full	22	386	0	0
KSW-cf_2nd_assembly_k141_3191602||full	0	4	0	0
KSW-cf_2nd_assembly_k141_1104477||full	36	78	2	4
KSW-cf_2nd_assembly_k141_3194854||full	2	8	18	26
KSW-cf_2nd_assembly_k141_1269021||full	10	22	0	0
KSW-cf_2nd_assembly_k141_1914417||full	2	4	2	0
KSW-cf_2nd_assembly_k141_2397226||full	20	48	2	0
KSW-cf_2nd_assembly_k141_4165441||full	24	34	6	2
KSW-cf_2nd_assembly_k141_3209086||full	2	6	0	2
KSW-cf_2nd_assembly_k141_2245318||full	4	22	0	0
KSW-cf_2nd_assembly_k141_1605736||full	20	52	2	0
KSW-cf_2nd_assembly_k141_1443590||full	0	20	4	0
KSW-cf_2nd_assembly_k141_4497354||full	8	14	2	2
KSW-cf_2nd_assembly_k141_1445683||full	10	6	52	44
KSW-cf_2nd_assembly_k141_3695534||full	0	0	124	114
KSW-cf_2nd_assembly_k141_959872||full	24	44	6	6
KSW-cf_2nd_assembly_k141_4651613||full	2	4	64	52
KSW-cf_coassembly_k141_1216892||full	100	158	20	10
KSW-cf_coassembly_k141_839660||full	198	494	146	148
KSW-cf_coassembly_k141_4029517||full	4	4	136	298
KSW-cf_2nd_assembly_k141_4021399||full	30	122	10	4
KSW-cf_coassembly_k141_2022252||0_partial	752	468	26	10
KSW-cf_coassembly_k141_1761433||0_partial	156	218	76	10
KSW-cf_coassembly_k141_288687||0_partial	112	374	14	26
KSW-cf_coassembly_k141_3938112||0_partial	42	114	18	62
KSW-cf_coassembly_k141_3812067||0_partial	126	224	52	50
KSW-cf_coassembly_k141_994096||0_partial	0	0	366	432
KSW-cf_coassembly_k141_468583||0_partial	754	282	0	0
KSW-cf_coassembly_k141_1294655||0_partial	32	44	442	374
KSW-cf_coassembly_k141_3583159||0_partial	0	0	2650	2062
KSW-cf_coassembly_k141_2144574||0_partial	934	382	22	0
KSW-cf_2nd_assembly_k141_4425246||0_partial	0	0	42432	24282
KSW-cf_coassembly_k141_808735||lt2gene	14	50	0	0
KSW-cf_coassembly_k141_3633873||lt2gene	72	40	4	6
KSW-cf_coassembly_k141_2020580||lt2gene	0	22	12	12
KSW-cf_coassembly_k141_277053||lt2gene	0	8	4	0
KSW-cf_coassembly_k141_2697241||lt2gene	10	38	0	0
KSW-cf_coassembly_k141_820451||lt2gene	34	42	10	14
KSW-cf_coassembly_k141_1493106||lt2gene	6	14	2	0
KSW-cf_coassembly_k141_15389||lt2gene	24	18	60	278
KSW-cf_coassembly_k141_2974373||lt2gene	0	0	0	32
KSW-cf_coassembly_k141_3781901||lt2gene	34	76	2	4
KSW-cf_coassembly_k141_1495243||lt2gene	6	40	4	0
KSW-cf_coassembly_k141_3785005||lt2gene	12	18	0	0
KSW-cf_coassembly_k141_559679||lt2gene	12	38	4	0
KSW-cf_coassembly_k141_2038497||lt2gene	2	12	0	0
KSW-cf_coassembly_k141_2172470||lt2gene	38	40	10	14
