Contig	C0_1_C	C0_2_C	C63_1_C	C63_2_C	T0_1_C	T0_2_C	T63_1_C	T63_2_C
KSW-T63_2_V_NODE_378_length_12156_cov_192.501942||full	0	0	0	25.86442	0	0	22.446474	75.6772
KSW-T63_2_V_NODE_392_length_11979_cov_76.504613||full	0	0	0	0	0	0	4.474207	8.021347
KSW-T63_2_V_NODE_462_length_11111_cov_21.652949||full	16.546127	28.599907	5.3804636	6.5945826	0	0	0	0
KSW-T63_2_V_NODE_481_length_10908_cov_403.584815||full	0	0	0	0	0	0	24.85214	101.867615
KSW-T63_2_V_NODE_509_length_10557_cov_52.241478||full	0	7.459737	0	0	0	0	0	0
KSW-T63_2_V_NODE_522_length_10404_cov_9.711566||full	0	0	0	0	0	0	0	2.2944493
KSW-T63_2_V_NODE_527_length_10374_cov_6.150790||full	0	3.3205135	0	10.890257	0	0	0	0
KSW-T63_2_V_NODE_530_length_10347_cov_17.211135||full	0	0	0	0	0	0	0	3.1835098
KSW-T63_2_V_NODE_559_length_10044_cov_165.736610||full	0	0	12.821163	329.52496	0	0	396.60364	557.2455
KSW-T63_2_V_NODE_572_length_9898_cov_76.266992||full	0	0	0	0	0	0	0	4.091261
KSW-T63_2_V_NODE_656_length_9045_cov_6.033148||full	0	0	12.91405	4.844818	0	0	0	1.9715316
KSW-T63_2_V_NODE_688_length_8858_cov_18.560264||full	6.988069	13.837662	0	2.79188	0	0	0	0
KSW-T63_2_V_NODE_696_length_8802_cov_260.706414||full	0	0	19.788996	457.35962	0	0	579.9541	828.23663
KSW-T63_2_V_NODE_712_length_8663_cov_7.757783||full	0	0	0	2.9343936	0	0	0	12.34962
KSW-T63_2_V_NODE_741_length_8454_cov_56.850697||full	0	0	6.560494	54.11894	0	0	50.461952	154.7735
KSW-T63_2_V_NODE_867_length_7713_cov_159.253069||full	0	0	0	0	0	0	0	5.989442
KSW-T63_2_V_NODE_874_length_7694_cov_10.288650||full	0	0	3.4565458	0	0	0	0	0
KSW-T63_2_V_NODE_885_length_7642_cov_149.901015||full	0	0	20.035513	514.4166	0	0	638.74133	885.69476
KSW-T63_2_V_NODE_942_length_7345_cov_29.492318||full	0	0	0	0	0	0	32.182	88.99204
KSW-T63_2_V_NODE_982_length_7198_cov_15.676046||full	0	10.645861	2.8217587	0	0	0	0	0
KSW-T63_2_V_NODE_1033_length_6974_cov_5.946958||full	11.059178	18.797926	5.836637	12.2275915	0	0	6.8840785	4.3841558
KSW-T63_2_V_NODE_1179_length_6455_cov_55.129219||full	0	0	0	0	0	0	0	3.653052
KSW-T63_2_V_NODE_1183_length_6443_cov_3.656074||full	0	2.8833323	0	0	0	0	0	0
KSW-T63_2_V_NODE_1211_length_6378_cov_6.971849||full	9.358117	10.194542	4.103309	5.2441406	0	0	4.0645084	2.5586665
KSW-T63_2_V_NODE_1273_length_6180_cov_103.846041||full	0	0	0	0	0	0	0	2.9975345
KSW-T63_2_V_NODE_1339_length_6037_cov_3.534604||full	7.7422867	14.9422655	0	0	0	0	0	0
KSW-T63_2_V_NODE_1387_length_5914_cov_154.090971||full	0	0	0	0	0	0	0	6.1332192
KSW-T63_2_V_NODE_1419_length_5855_cov_200.042931||full	0	0	0	0	0	0	0	4.1300364
KSW-T63_2_V_NODE_1452_length_5786_cov_97.281626||full	0	0	0	0	0	0	4.298022	4.645443
KSW-T63_2_V_NODE_1504_length_5684_cov_6.535619||full	20.378407	3.9221842	5.360448	3.2365632	0	0	0	0
KSW-T63_2_V_NODE_1536_length_5627_cov_5.691852||full	0	0	0	0	0	0	0	3.8710752
KSW-T63_2_V_NODE_1779_length_5180_cov_140.846244||full	0	0	13.272673	394.42062	0	0	532.3842	717.9977
KSW-T63_2_V_NODE_1793_length_5169_cov_135.902816||full	0	0	14.286148	352.03616	0	0	497.8251	653.58215
KSW-T63_2_V_NODE_1839_length_5108_cov_6.074213||full	0	0	0	0	0	0	9.292495	6.0955048
KSW-T63_2_V_NODE_1872_length_5056_cov_9.173365||full	0	0	0	3.7717962	0	0	243.22191	67.44162
KSW-T63_2_V_NODE_1900_length_5019_cov_22.843876||full	0	0	0	0	0	0	0	2.1071992
KSW-megahit_k141_723612||full	0	0	0	0	0	0	5.756553	4.379307
KSW-megahit_k141_434741||full	0	0	0	0	0	0	0	1.9215887
KSW-megahit_k141_651864||full	4.6191573	8.343183	0	0	0	0	0	0
KSW-megahit_k141_109147||full	0	0	2.7279603	4.6717863	0	0	0	0
KSW-megahit_k141_471098||full	5.184302	9.37879	0	0	0	0	0	0
KSW-megahit_k141_579692||full	5.1029606	4.08759	0	0	0	0	0	0
KSW-megahit_k141_399116||full	0	4.976523	0	0	0	0	0	0
KSW-megahit_k141_797346||full	8.814193	8.177426	0	0	0	0	0	0
KSW-megahit_k141_399405||full	7.9622974	20.355331	0	0	0	0	0	0
KSW-megahit_k141_942124||full	10.920634	5.594604	10.266151	0	0	0	0	0
KSW-megahit_k141_146208||full	0	4.298968	0	0	0	0	0	0
KSW-megahit_k141_37756||full	0	0	3.0902312	25.822268	0	0	26.81962	83.37042
KSW-megahit_k141_906126||full	0	3.2589629	0	0	0	0	0	0
KSW-megahit_k141_218822||full	11.547748	4.6484194	3.3044872	0	0	0	0	0
KSW-megahit_k141_74212||full	0	0	10.29543	3.4420073	0	0	0	0
KSW-megahit_k141_580678||full	8.886458	26.377409	3.5437129	2.743434	10.998695	13.604458	0	0
KSW-megahit_k141_183019||full	34.332973	36.31931	13.525997	6.691832	0	18.262297	0	0
KSW-megahit_k141_400234||full	14.993573	21.090378	0	0	0	0	0	0
KSW-megahit_k141_870732||full	5.905921	0	0	0	0	0	0	0
KSW-megahit_k141_509325||full	0	0	0	0	0	0	35.38514	106.16345
KSW-megahit_k141_183430||full	0	0	0	0	0	0	47.843903	90.04376
KSW-megahit_k141_834996||full	0	3.3355231	0	0	0	0	0	0
KSW-megahit_k141_147757||full	0	3.8241665	0	0	0	0	0	0
KSW-megahit_k141_798986||full	0	5.196947	0	0	0	0	0	0
KSW-megahit_k141_1052355||full	0	11.887581	0	0	0	0	0	0
KSW-megahit_k141_799174||full	7.191372	10.12257	0	0	0	0	0	0
KSW-megahit_k141_3024||full	0	0	5.766427	44.2168	0	0	39.794033	131.71051
KSW-megahit_k141_690794||full	0	0	0	3.9738538	0	0	0	0
KSW-megahit_k141_184445||full	0	6.895643	0	0	0	0	0	0
KSW-megahit_k141_3448||full	0	0	0	121.725716	0	0	139.20842	207.99869
KSW-megahit_k141_148527||full	21.411184	12.876953	0	0	0	0	0	0
KSW-megahit_k141_582693||full	0	0	0	6.79388	0	0	10.273175	35.24127
KSW-megahit_k141_872096||full	0	3.6137798	0	0	0	0	0	0
KSW-megahit_k141_365731||full	0	4.5221243	0	0	0	0	0	0
KSW-megahit_k141_691936||full	10.080958	3.748385	0	0	0	0	0	0
KSW-megahit_k141_221892||full	5.2082634	3.1836188	4.8086967	0	20.447151	16.271187	0	0
KSW-megahit_k141_366556||full	0	6.9285307	0	0	0	0	0	0
KSW-megahit_k141_222184||full	0	3.6244917	2.2305105	0	0	0	0	0
KSW-megahit_k141_439393||full	0	0	0	0	0	0	0	4.816877
KSW-megahit_k141_186119||full	0	8.949084	0	0	0	0	0	0
KSW-megahit_k141_656475||full	10.998729	3.626266	8.404837	0	0	0	0	0
KSW-megahit_k141_77760||full	29.883099	49.723694	18.811726	10.594155	0	0	0	0
KSW-megahit_k141_584387||full	0	5.2955227	0	0	0	0	0	0
KSW-megahit_k141_657144||full	8.114738	0	0	0	0	0	0	0
KSW-megahit_k141_874407||full	0	0	2.2636988	0	0	0	0	0
KSW-megahit_k141_223564||full	8.110948	5.4139347	16.524319	5.2195625	50.423462	32.80249	0	2.3296218
KSW-megahit_k141_693859||full	8.025838	0	14.811468	5.5963945	0	0	3.8190844	3.250636
KSW-megahit_k141_79069||full	0	0	0	0	0	0	4.4596524	4.532369
KSW-megahit_k141_585498||full	0	0	0	0	7.3850617	0	0	0
KSW-megahit_k141_911612||full	7.188426	6.3384104	0	0	0	0	0	0
KSW-megahit_k141_43105||full	4.9094114	6.0798297	0	0	0	0	0	0
KSW-megahit_k141_152092||full	0	0	14.187064	339.82504	0	0	415.90244	573.4715
KSW-megahit_k141_911892||full	0	0	11.074491	260.36176	0	0	344.67715	462.6771
KSW-megahit_k141_549836||full	9.403016	5.50885	0	0	0	0	0	0
KSW-megahit_k141_441753||full	0	10.616582	0	0	0	0	0	0
KSW-megahit_k141_1020636||full	0	0	0	3.4155927	0	0	0	0
KSW-megahit_k141_912590||full	0	5.9867306	0	0	0	0	3.3982654	0
KSW-megahit_k141_586881||full	0	11.699038	0	0	0	0	0	0
KSW-megahit_k141_80631||full	8.62432	8.472418	0	0	0	0	0	0
KSW-megahit_k141_804333||full	5.274932	0	0	0	0	0	0	0
KSW-megahit_k141_550972||full	0	4.041595	0	0	0	0	0	0
KSW-megahit_k141_623941||full	0	6.668854	0	0	0	0	0	0
KSW-megahit_k141_479376||full	11.376508	25.971207	0	2.2613044	9.219448	0	0	0
KSW-megahit_k141_659911||full	0	0	0	0	0	0	0	1.9745892
KSW-megahit_k141_262357||full	0	0	9.048051	249.36362	0	0	300.607	422.01697
KSW-megahit_k141_81905||full	0	0	2.6300697	0	0	0	14.966264	32.85649
KSW-megahit_k141_551908||full	10.386497	0	0	0	0	0	0	0
KSW-megahit_k141_479998||full	0	0	3.6715586	30.3739	0	0	23.247744	66.47933
KSW-megahit_k141_154524||full	5.032077	5.9760785	3.7203414	0	14.590042	16.93835	0	0
KSW-megahit_k141_443904||full	0	0	0	0	9.710892	0	0	0
KSW-megahit_k141_732971||full	0	5.8596177	0	0	0	0	0	0
KSW-megahit_k141_842724||full	13.265809	8.191643	6.5522976	0	0	0	0	0
KSW-megahit_k141_1059384||full	0	3.1639009	0	0	0	0	0	0
KSW-megahit_k141_480638||full	0	0	6.081902	136.00043	0	0	181.57373	234.92471
KSW-megahit_k141_118187||full	0	5.4115458	0	0	0	0	0	0
KSW-megahit_k141_733660||full	0	0	3.1756382	31.691391	0	0	27.47295	87.645134
KSW-megahit_k141_1060013||full	14.371367	20.168919	7.1244555	0	30.08669	37.88246	2.416915	0
KSW-megahit_k141_445069||full	25.253204	13.908341	6.9659595	3.8264751	0	0	0	0
KSW-megahit_k141_843530||full	0	0	10.654705	234.48305	0	0	303.93127	407.02707
KSW-megahit_k141_336514||full	18.99887	49.818497	10.593945	6.0645633	43.927628	45.868652	0	0
KSW-megahit_k141_1060179||full	0	0	4.8104815	41.67007	0	0	35.67547	108.40725
KSW-megahit_k141_10785||full	0	0	0	0	0	0	0	3.3276122
KSW-megahit_k141_1060999||full	9.66776	32.088577	3.970644	2.8156052	9.158219	17.65875	3.2102246	0
KSW-megahit_k141_808436||full	0	3.6822205	0	0	0	0	0	0
KSW-megahit_k141_591450||full	0	0	0	0	0	0	0	1.7892028
KSW-megahit_k141_157338||full	5.6804414	3.3710117	0	0	0	0	0	0
KSW-megahit_k141_410468||full	6.1307783	0	3.4544702	0	0	0	0	0
KSW-megahit_k141_628070||full	0	0	0	0	0	0	0	17.38437
KSW-megahit_k141_12265||full	7.271686	0	6.279438	2.5889	0	0	0	0
KSW-megahit_k141_49103||full	0	2.8246305	0	0	0	0	0	0
KSW-megahit_k141_990356||full	0	3.0650926	0	0	0	0	0	0
KSW-megahit_k141_520077||full	0	4.4677224	2.9821904	0	14.332602	21.93867	0	0
KSW-megahit_k141_701530||full	4.516893	8.5311365	0	0	0	0	0	0
KSW-megahit_k141_1063874||full	0	7.81389	3.0176816	4.8808427	0	0	4.5259395	0
KSW-megahit_k141_701747||full	19.56398	4.3259935	4.734251	2.740093	0	0	0	0
KSW-megahit_k141_810831||full	0	5.2376947	0	0	0	0	0	0
KSW-megahit_k141_629831||full	0	8.471746	0	0	0	0	0	0
KSW-megahit_k141_485131||full	0	0	6.6778917	53.369244	0	0	48.749916	150.9517
KSW-megahit_k141_485283||full	29.347275	31.525764	13.831219	5.3074036	0	16.837742	0	0
KSW-megahit_k141_522364||full	0	0	0	0	0	0	16.378906	48.449074
KSW-megahit_k141_160785||full	0	0	4.2797074	132.04715	0	0	173.46454	223.15474
KSW-megahit_k141_703179||full	0	9.586136	0	0	0	0	0	0
KSW-megahit_k141_848890||full	5.4708104	3.6578367	0	0	0	0	0	0
KSW-megahit_k141_487201||full	0	0	0	0	0	0	0	3.4885147
KSW-megahit_k141_921636||full	0	2.7716596	0	0	0	0	0	0
KSW-megahit_k141_124861||full	7.2212358	8.391246	4.1594477	0	20.52116	25.330162	0	0
KSW-megahit_k141_89369||full	9.197355	21.104025	0	0	9.130509	13.54808	0	0
KSW-megahit_k141_596854||full	0	0	5.3152494	3.1305463	0	0	0	0
KSW-megahit_k141_851476||full	0	0	0	0	0	0	0	1.7141116
KSW-megahit_k141_199662||full	0	0	0	0	0	0	0	3.7027674
KSW-megahit_k141_126772||full	10.339162	29.054308	0	0	0	0	0	0
KSW-megahit_k141_887923||full	0	4.495414	0	0	0	0	0	0
KSW-megahit_k141_743269||full	10.999694	14.584365	0	0	0	0	0	0
KSW-megahit_k141_237872||full	0	4.1195083	0	0	0	0	0	0
KSW-megahit_k141_1070236||full	0	8.090469	0	0	0	0	0	0
KSW-megahit_k141_853513||full	0	0	6.583661	3.3678248	0	0	0	0
KSW-megahit_k141_708065||full	7.376063	3.5673342	0	0	0	0	0	0
KSW-megahit_k141_455363||full	0	3.847189	0	0	0	0	0	0
KSW-megahit_k141_491542||full	0	6.9525585	3.7294574	0	10.115847	11.290529	0	0
KSW-megahit_k141_347104||full	0	9.875367	0	0	0	0	0	0
KSW-megahit_k141_1034401||full	6.6402254	0	0	0	0	0	0	0
KSW-megahit_k141_348237||full	0	0	0	0	0	0	5.8129687	5.640284
KSW-megahit_k141_890814||full	0	5.0801945	2.4250329	0	0	0	0	0
KSW-megahit_k141_421207||full	0	0	0	16.347647	0	0	12.423145	41.56404
KSW-megahit_k141_95765||full	0	8.41507	0	0	0	0	0	0
KSW-megahit_k141_892438||full	5.9190183	3.712053	4.0309463	2.9440217	22.249092	0	0	0
KSW-megahit_k141_965246||full	12.106257	8.363486	8.195666	6.796739	0	0	0	0
KSW-megahit_k141_23748||full	7.1043215	13.414553	0	0	0	0	0	0
KSW-megahit_k141_169584||full	20.322905	5.8747463	3.6284966	3.5036418	0	0	0	0
KSW-megahit_k141_676004||full	0	6.268446	0	0	0	0	0	0
KSW-megahit_k141_459838||full	0	7.27345	0	0	0	0	0	0
KSW-megahit_k141_279926||full	8.198813	10.167766	0	0	0	14.151282	0	0
KSW-megahit_k141_61572||full	0	0	0	3.9753518	0	0	0	0
KSW-megahit_k141_606662||full	0	4.322152	0	0	0	0	0	0
KSW-megahit_k141_208609||full	0	0	0	0	0	0	9.77998	45.417477
KSW-megahit_k141_896225||full	23.448957	9.21438	4.4333973	3.4674149	0	0	0	0
KSW-megahit_k141_135538||full	4.714341	4.6776204	3.3498225	0	12.703066	14.839122	0	0
KSW-megahit_k141_100851||full	0	0	0	0	0	0	0	4.3769445
KSW-megahit_k141_896906||full	24.125937	11.489494	3.643499	2.667697	0	0	0	0
KSW-megahit_k141_246151||full	8.833882	5.128081	0	0	0	0	0	0
KSW-megahit_k141_644290||full	0	10.064692	0	0	0	0	0	0
KSW-megahit_k141_64425||full	0	3.5148604	0	0	0	0	0	0
KSW-megahit_k141_1042298||full	9.190905	18.594427	3.0676045	0	14.24754	13.696138	0	0
KSW-megahit_k141_935228||full	0	7.6754856	0	0	0	0	0	0
KSW-megahit_k141_247702||full	5.4320936	0	0	0	0	0	0	0
KSW-megahit_k141_392612||full	7.690443	3.8461776	8.186055	3.1655993	34.674164	22.837349	0	0
KSW-megahit_k141_646382||full	0	0	0	0	0	0	0	3.7083375
KSW-megahit_k141_791511||full	6.113057	14.028586	0	0	0	0	0	0
KSW-megahit_k141_791708||full	0	0	4.8073516	0	0	0	0	0
KSW-megahit_k141_31369||full	0	0	0	0	0	0	3.1072836	0
KSW-megahit_k141_973475||full	14.79208	30.369806	3.8654675	3.2450156	9.10671	0	0	0
KSW-megahit_k141_792383||full	8.589635	5.5298095	0	0	0	0	0	0
KSW-megahit_k141_539313||full	8.784825	0	0	0	0	0	0	0
KSW-megahit_k141_684777||full	33.527554	6.28203	9.246084	5.906498	0	0	0	0
KSW-megahit_k141_576078||full	40.464375	10.030926	11.3104315	5.556897	0	0	0	0
KSW-megahit_k141_576213||full	0	4.074295	0	0	0	0	0	0
KSW-megahit_k141_1010696||full	9.640502	4.5622315	0	0	0	0	0	0
KSW-megahit_k141_830830||full	0	4.638944	0	0	0	0	0	0
KSW-megahit_k141_939175||full	0	0	0	28.931875	0	0	25.128286	85.72519
KSW-megahit_k141_614600||full	0	5.4630375	0	0	0	0	0	0
KSW-megahit_k141_542247||full	11.431368	5.418934	10.002672	2.7934046	10.046191	13.864989	0	2.0228653
KSW-megahit_k141_35129||full	0	0	0	0	0	0	9.9991455	5.7220297
KSW-T63_2_V_NODE_1_length_116638_cov_32.454483||full	4.4288564	0	0	0	0	0	0	2.5395632
KSW-T63_2_V_NODE_41_length_34565_cov_136.956418||full	0	3.4669862	0	0	0	0	0	2.692603
KSW-T0_2_V_NODE_209_length_6479_cov_55.280666||lt2gene	8.115167	0	13.560704	5.418811	0	0	2.305023	2.8443959
KSW-T63_1_V_NODE_969_length_6258_cov_4.753023||lt2gene	0	3.1160305	0	0	0	0	0	0
KSW-megahit_k141_509910||lt2gene	22.802494	13.946652	11.477522	4.373979	49.143288	73.7316	0	2.7322805
KSW-vf_coassembly_k141_835665||full	8.303302	18.71975	0	0	0	0	0	0
KSW-vf_coassembly_k141_383345||full	7.2615776	6.787548	4.98441	0	17.890985	21.888445	0	0
KSW-vf_coassembly_k141_662138||full	0	3.7031167	0	0	0	0	0	0
KSW-vf_coassembly_k141_905799||full	0	5.0244446	0	0	0	0	0	0
KSW-vf_coassembly_k141_940838||full	4.77784	4.049456	4.6442437	0	0	0	0	0
KSW-vf_coassembly_k141_662391||full	11.779558	12.068031	0	0	0	0	0	0
KSW-vf_coassembly_k141_383917||full	0	0	0	6.9925694	0	0	0	0
KSW-vf_coassembly_k141_905979||full	0	0	0	2.9041045	0	0	0	2.332412
KSW-vf_coassembly_k141_871492||full	0	4.718944	0	0	0	0	0	0
KSW-vf_coassembly_k141_105842||full	0	0	0	0	0	0	0	2.8457315
KSW-vf_coassembly_k141_872125||full	15.137458	11.220274	6.1573224	0	0	0	0	0
KSW-vf_coassembly_k141_1942||full	6.293605	8.510382	0	0	0	0	0	0
KSW-vf_coassembly_k141_698034||full	6.1810646	0	5.058359	0	0	0	0	0
KSW-vf_coassembly_k141_872492||full	0	7.996904	0	4.0454345	0	0	0	0
KSW-vf_coassembly_k141_280975||full	0	0	4.1686416	0	0	0	0	0
KSW-vf_coassembly_k141_211196||full	0	0	3.3246665	0	0	0	0	0
KSW-vf_coassembly_k141_733875||full	0	0	11.4040165	0	0	0	0	0
KSW-vf_coassembly_k141_769112||full	0	6.2649097	0	0	0	0	0	0
KSW-vf_coassembly_k141_664885||full	0	4.9953337	0	0	0	0	0	0
KSW-vf_coassembly_k141_176884||full	21.475416	9.955165	5.1411633	3.6132889	0	0	0	0
KSW-vf_coassembly_k141_455302||full	16.426115	17.016993	8.522707	0	32.18991	40.561745	0	0
KSW-vf_coassembly_k141_978378||full	23.543032	17.055338	9.869947	4.5637674	0	0	0	0
KSW-vf_coassembly_k141_387010||full	0	4.358359	0	0	0	0	0	0
KSW-vf_coassembly_k141_248111||full	7.6714993	10.966325	5.749517	0	19.463404	22.903706	0	0
KSW-vf_coassembly_k141_317796||full	9.331427	14.175884	5.5002794	8.112782	0	0	5.221413	3.7142923
KSW-vf_coassembly_k141_770419||full	0	4.574586	0	0	0	0	0	0
KSW-vf_coassembly_k141_700644||full	0	8.57351	0	0	0	0	0	0
KSW-vf_coassembly_k141_735569||full	0	0	0	0	0	0	6.792409	33.452663
KSW-vf_coassembly_k141_562024||full	0	4.868612	0	0	0	0	0	0
KSW-vf_coassembly_k141_388023||full	0	4.666973	0	0	0	0	0	0
KSW-vf_coassembly_k141_1014689||full	0	0	7.2741747	0	0	0	0	0
KSW-vf_coassembly_k141_805511||full	6.1199446	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_109120||full	0	5.4079266	0	0	0	0	0	0
KSW-vf_coassembly_k141_353435||full	16.55286	4.48588	4.9046807	2.7136984	0	0	0	0
KSW-vf_coassembly_k141_945783||full	121.1533	30.64509	10.720622	10.987265	0	0	0	0
KSW-vf_coassembly_k141_563122||full	0	0	0	0	0	0	16.739422	44.88463
KSW-vf_coassembly_k141_841976||full	0	5.7072506	0	0	0	0	0	0
KSW-vf_coassembly_k141_76949||full	6.7301097	9.426263	0	0	14.509742	12.117233	0	0
KSW-vf_coassembly_k141_529198||full	0	0	0	0	0	0	4.6794295	2.6284616
KSW-vf_coassembly_k141_773411||full	11.670443	28.464556	4.9210005	0	13.925573	0	0	0
KSW-vf_coassembly_k141_216194||full	4.972886	8.914871	0	0	0	0	0	0
KSW-vf_coassembly_k141_599926||full	0	4.5143256	0	0	0	0	0	0
KSW-vf_coassembly_k141_982566||full	0	3.332908	0	0	0	0	0	0
KSW-vf_coassembly_k141_599968||full	0	7.1424313	0	0	0	0	0	0
KSW-vf_coassembly_k141_1017653||full	0	0	14.10396	5.30206	0	0	0	0
KSW-vf_coassembly_k141_529832||full	5.6809335	7.4411664	0	0	0	0	0	0
KSW-vf_coassembly_k141_982835||full	0	3.1116421	0	0	0	0	0	0
KSW-vf_coassembly_k141_216965||full	8.935256	17.365229	0	0	0	0	0	0
KSW-vf_coassembly_k141_704729||full	0	9.854891	0	0	0	0	0	0
KSW-vf_coassembly_k141_671217||full	0	0	0	0	0	0	0	2.5566003
KSW-vf_coassembly_k141_9195||full	7.136593	8.696084	0	0	0	0	0	0
KSW-vf_coassembly_k141_148884||full	29.115463	7.192391	8.295222	4.5677876	0	0	0	0
KSW-vf_coassembly_k141_358361||full	0	3.8764277	0	13.18449	0	0	2.9048026	0
KSW-vf_coassembly_k141_566926||full	0	3.4036295	0	0	0	0	0	0
KSW-vf_coassembly_k141_81231||full	19.35753	23.784925	8.593697	4.0063467	75.392296	92.40499	4.940739	3.2505038
KSW-vf_coassembly_k141_81699||full	0	0	0	0	0	0	44.825443	122.62881
KSW-vf_coassembly_k141_394598||full	5.630039	8.086524	6.8011384	21.152	0	0	4.330356	0
KSW-vf_coassembly_k141_986712||full	8.323771	10.117879	0	0	0	0	0	0
KSW-vf_coassembly_k141_151325||full	11.8558	27.95276	0	0	0	0	0	0
KSW-vf_coassembly_k141_256062||full	0	7.567061	6.7516356	4.0279403	0	0	0	0
KSW-vf_coassembly_k141_604803||full	0	3.7964613	0	0	0	0	0	0
KSW-vf_coassembly_k141_431274||full	0	5.486137	0	0	0	0	0	0
KSW-vf_coassembly_k141_744787||full	0	5.198255	0	0	0	0	0	0
KSW-vf_coassembly_k141_465395||full	5.6508904	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_432718||full	0	4.6240497	0	0	0	0	0	0
KSW-vf_coassembly_k141_47896||full	0	3.4446418	0	0	0	0	0	0
KSW-vf_coassembly_k141_398440||full	0	4.632883	0	0	13.224195	0	0	0
KSW-vf_coassembly_k141_501490||full	0	3.1320727	0	0	0	0	0	0
KSW-vf_coassembly_k141_155826||full	7.8895245	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_295185||full	0	2.6355877	0	0	0	0	0	0
KSW-vf_coassembly_k141_87292||full	0	7.000538	0	0	0	0	0	0
KSW-vf_coassembly_k141_156243||full	0	6.186064	0	3.4534369	0	0	0	0
KSW-vf_coassembly_k141_88430||full	17.619728	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_226981||full	0	6.6872835	7.7425604	0	0	0	0	0
KSW-vf_coassembly_k141_263104||full	0	3.3148093	0	0	0	0	0	0
KSW-vf_coassembly_k141_18773||full	0	0	8.549107	12.846892	0	0	3.2308419	3.4509175
KSW-vf_coassembly_k141_538845||full	8.445189	0	3.2836192	0	13.526819	10.0650625	3.1026206	3.4550328
KSW-vf_coassembly_k141_298428||full	0	5.8698797	0	0	0	0	0	0
KSW-vf_coassembly_k141_924889||full	10.150616	3.7015445	0	0	0	0	0	0
KSW-vf_coassembly_k141_229037||full	0	0	0	0	0	0	3.6952932	18.280205
KSW-vf_coassembly_k141_160267||full	0	0	0	4.931358	0	0	0	0
KSW-vf_coassembly_k141_789481||full	0	6.9846735	0	0	0	0	0	0
KSW-vf_coassembly_k141_999024||full	0	3.327135	0	0	0	0	0	0
KSW-vf_coassembly_k141_999700||full	0	5.4997883	0	0	0	0	0	0
KSW-vf_coassembly_k141_24099||full	0	5.8301077	0	0	0	0	0	0
KSW-vf_coassembly_k141_477947||full	3.6970131	0	0	0	0	0	0	0
KSW-vf_coassembly_k141_932561||full	0	4.944862	0	0	0	0	0	0
KSW-vf_coassembly_k141_514298||full	0	0	30.452618	6.4503574	0	0	0	3.554747
KSW-vf_coassembly_k141_237114||full	6.398186	9.484454	0	0	0	0	0	0
KSW-vf_coassembly_k141_480382||full	0	6.117109	0	0	0	0	0	0
KSW-vf_coassembly_k141_273876||full	9.23595	18.87994	0	0	0	0	0	0
KSW-vf_coassembly_k141_307385||full	123.92201	9.533302	17.615675	11.5816345	0	0	0	0
KSW-vf_coassembly_k141_691421||full	0	0	0	0	0	0	0	5.5446463
KSW-vf_coassembly_k141_100586||full	0	4.030364	0	0	0	0	0	0
KSW-vf_coassembly_k141_970669||full	0	5.1545315	0	0	0	0	0	0
KSW-vf_coassembly_k141_240847||full	3.7087798	5.3811064	0	0	0	0	0	0
KSW-vf_coassembly_k141_277558||full	0	4.9326096	3.8789706	20.339245	0	0	6.0142503	0
KSW-vf_coassembly_k141_347137||full	0	4.0562844	0	0	0	0	0	0
KSW-vf_coassembly_k141_1008871||full	0	0	7.869354	12.102874	0	0	3.8673272	4.3741536
KSW-vf_coassembly_k141_833437||full	0	3.2213082	0	0	0	0	0	0
KSW-vf_coassembly_k141_835109||full	6.4135156	7.381063	0	0	12.144159	13.655726	0	0
KSW-C0_1_C_NODE_487_length_47688_cov_8.668612||full	19.75992	4.4008393	3.5129673	0	0	0	0	0
KSW-C0_1_C_NODE_495_length_47428_cov_31.078610||full	70.65522	28.253807	14.433854	7.226686	0	0	0	0
KSW-C0_1_C_NODE_536_length_45756_cov_25.408722||full	70.549805	7.248692	21.194193	12.7937975	0	0	0	0
KSW-C0_1_C_NODE_549_length_44978_cov_57.988759||full	90.43221	7.1413083	13.318027	8.437423	0	0	0	0
KSW-C0_1_C_NODE_618_length_42525_cov_11.417919||full	29.328506	3.8870873	0	0	0	0	0	0
KSW-C0_1_C_NODE_887_length_34223_cov_33.658101||full	98.00007	75.94608	13.720776	10.506423	0	23.212357	0	0
KSW-C0_1_C_NODE_943_length_32945_cov_21.732107||full	63.37319	6.962074	18.633049	12.067801	0	0	0	0
KSW-C0_1_C_NODE_963_length_32600_cov_17.411553||full	29.886272	32.518433	13.920329	7.929354	0	15.107808	0	0
KSW-C0_1_C_NODE_1262_length_27343_cov_22.423446||full	64.46532	30.595959	11.161304	8.023616	0	0	0	0
KSW-C0_1_C_NODE_1266_length_27293_cov_20.681291||full	59.99966	54.80049	6.2875676	23.313915	11.947747	24.898563	5.1393166	6.648595
KSW-C0_1_C_NODE_1529_length_23898_cov_7.654658||full	20.741203	0	0	0	0	0	0	0
KSW-C0_1_C_NODE_1681_length_22298_cov_13.426067||full	39.61404	4.1024823	4.0458727	2.5345557	0	0	0	0
KSW-C0_1_C_NODE_2095_length_19119_cov_15.636330||full	36.27591	38.174675	15.767391	11.682449	0	0	0	0
