OUT	C0_1	C0_2	C63_1	C63_2	T0_1	T0_2	T63_1	T63_2
Cell-enriched-vOTU_7874	4.246477	0	0	0	0	0	0	0
Cell-enriched-vOTU_7875	0	4.242737	0	0	0	0	0	0
Cell-enriched-vOTU_7876	0	4.2424026	0	0	0	0	0	0
Cell-enriched-vOTU_7877	0	4.241314	0	0	0	0	0	0
Cell-enriched-vOTU_7878	0	0	0	0	0	0	0	4.2360415
Cell-enriched-vOTU_7879	0	0	0	0	0	0	0	4.234309
Cell-enriched-vOTU_7880	0	0	0	4.2309113	0	0	0	0
Cell-enriched-vOTU_7881	0	4.228814	0	0	0	0	0	0
Cell-enriched-vOTU_7882	0	0	0	0	0	0	0	4.2181096
Cell-enriched-vOTU_7883	0	0	0	0	0	0	0	4.2171364
Cell-enriched-vOTU_7884	0	4.214818	0	0	0	0	0	0
Cell-enriched-vOTU_7885	0	4.2120433	0	0	0	0	0	0
Cell-enriched-vOTU_7886	0	4.199197	0	0	0	0	0	0
Cell-enriched-vOTU_7887	0	4.198431	0	0	0	0	0	0
Cell-enriched-vOTU_7888	0	4.1799903	0	0	0	0	0	0
Cell-enriched-vOTU_7889	4.177591	0	0	0	0	0	0	0
Cell-enriched-vOTU_7890	0	4.1744227	0	0	0	0	0	0
Cell-enriched-vOTU_7891	0	4.1710367	0	0	0	0	0	0
Cell-enriched-vOTU_7892	0	0	4.1686416	0	0	0	0	0
Cell-enriched-vOTU_7893	0	4.164023	0	0	0	0	0	0
Cell-enriched-vOTU_7894	4.1503243	0	0	0	0	0	0	0
Cell-enriched-vOTU_7895	0	4.142146	0	0	0	0	0	0
Cell-enriched-vOTU_7896	0	0	0	0	0	0	0	4.1300364
Cell-enriched-vOTU_7897	0	0	4.127551	0	0	0	0	0
Cell-enriched-vOTU_7898	0	4.1260643	0	0	0	0	0	0
Cell-enriched-vOTU_7899	0	0	0	0	0	0	0	4.1255193
Cell-enriched-vOTU_7900	0	0	2.0674858	2.0558822	0	0	0	0
Cell-enriched-vOTU_7901	0	4.1195083	0	0	0	0	0	0
Cell-enriched-vOTU_7902	0	4.1169972	0	0	0	0	0	0
Cell-enriched-vOTU_7903	4.11365	0	0	0	0	0	0	0
Cell-enriched-vOTU_7904	0	0	1.7794391	2.3137593	0	0	0	0
Cell-enriched-vOTU_7905	0	0	0	0	0	0	0	4.091261
Cell-enriched-vOTU_7906	0	0	0	0	0	0	0	4.089682
Cell-enriched-vOTU_7907	0	0	0	0	0	0	0	4.0764
Cell-enriched-vOTU_7908	4.075885	0	0	0	0	0	0	0
Cell-enriched-vOTU_7909	0	4.074295	0	0	0	0	0	0
Cell-enriched-vOTU_7910	0	4.0685077	0	0	0	0	0	0
Cell-enriched-vOTU_7911	0	4.066337	0	0	0	0	0	0
Cell-enriched-vOTU_7912	0	4.0655737	0	0	0	0	0	0
Cell-enriched-vOTU_7913	0	4.0593534	0	0	0	0	0	0
Cell-enriched-vOTU_7914	0	4.0562844	0	0	0	0	0	0
Cell-enriched-vOTU_7915	0	4.054266	0	0	0	0	0	0
Cell-enriched-vOTU_7916	0	4.0515337	0	0	0	0	0	0
Cell-enriched-vOTU_7917	0	4.050296	0	0	0	0	0	0
Cell-enriched-vOTU_7918	0	0	0	0	0	0	0	4.048778
Cell-enriched-vOTU_7919	0	4.044775	0	0	0	0	0	0
Cell-enriched-vOTU_7920	0	4.041595	0	0	0	0	0	0
Cell-enriched-vOTU_7921	0	4.041595	0	0	0	0	0	0
Cell-enriched-vOTU_7922	0	0	0	0	0	0	0	4.034345
Cell-enriched-vOTU_7923	0	0	0	0	0	0	0	4.0331645
Cell-enriched-vOTU_7924	0	4.0330834	0	0	0	0	0	0
Cell-enriched-vOTU_7925	0	4.030364	0	0	0	0	0	0
Cell-enriched-vOTU_7926	0	4.0272107	0	0	0	0	0	0
Cell-enriched-vOTU_7927	0	0	0	0	0	0	0	3.9964783
Cell-enriched-vOTU_7928	0	3.9800708	0	0	0	0	0	0
Cell-enriched-vOTU_7929	0	0	0	3.9753518	0	0	0	0
Cell-enriched-vOTU_7930	0	0	0	0	0	0	0	3.9751596
Cell-enriched-vOTU_7931	0	0	0	3.9738538	0	0	0	0
Cell-enriched-vOTU_7932	0	3.9685106	0	0	0	0	0	0
Cell-enriched-vOTU_7933	0	3.959235	0	0	0	0	0	0
Cell-enriched-vOTU_7934	0	3.9585512	0	0	0	0	0	0
Cell-enriched-vOTU_7935	0	0	0	3.951154	0	0	0	0
Cell-enriched-vOTU_7936	0	3.9474216	0	0	0	0	0	0
Cell-enriched-vOTU_7937	0	0	3.9382396	0	0	0	0	0
Cell-enriched-vOTU_7938	0	3.9290993	0	0	0	0	0	0
Cell-enriched-vOTU_7939	0	0	0	0	0	0	0	3.9267895
Cell-enriched-vOTU_7940	0	3.9223027	0	0	0	0	0	0
Cell-enriched-vOTU_7941	0	3.9203026	0	0	0	0	0	0
Cell-enriched-vOTU_7942	0	3.9131382	0	0	0	0	0	0
Cell-enriched-vOTU_7943	3.9078946	0	0	0	0	0	0	0
Cell-enriched-vOTU_7944	0	3.8912902	0	0	0	0	0	0
Cell-enriched-vOTU_7945	0	3.8891559	0	0	0	0	0	0
Cell-enriched-vOTU_7946	0	3.8789773	0	0	0	0	0	0
Cell-enriched-vOTU_7947	0	0	0	0	0	0	0	3.8710752
Cell-enriched-vOTU_7948	0	3.847189	0	0	0	0	0	0
Cell-enriched-vOTU_7949	0	0	0	0	0	0	0	3.845772
Cell-enriched-vOTU_7950	0	3.8402693	0	0	0	0	0	0
Cell-enriched-vOTU_7951	0	0	0	0	0	0	0	3.839392
Cell-enriched-vOTU_7952	0	3.8241665	0	0	0	0	0	0
Cell-enriched-vOTU_7953	0	3.8218124	0	0	0	0	0	0
Cell-enriched-vOTU_7954	0	3.8160703	0	0	0	0	0	0
Cell-enriched-vOTU_7955	0	3.8113241	0	0	0	0	0	0
Cell-enriched-vOTU_7956	0	0	3.8088958	0	0	0	0	0
Cell-enriched-vOTU_7957	0	3.7964613	0	0	0	0	0	0
Cell-enriched-vOTU_7958	0	3.7888734	0	0	0	0	0	0
Cell-enriched-vOTU_7959	0	3.7873657	0	0	0	0	0	0
Cell-enriched-vOTU_7960	0	3.7821372	0	0	0	0	0	0
Cell-enriched-vOTU_7961	0	3.7702181	0	0	0	0	0	0
Cell-enriched-vOTU_7962	0	3.7663996	0	0	0	0	0	0
Cell-enriched-vOTU_7963	0	0	0	0	0	0	0	3.7596638
Cell-enriched-vOTU_7964	0	0	0	0	0	0	3.7536254	0
Cell-enriched-vOTU_7965	0	0	0	0	0	0	0	3.7525876
Cell-enriched-vOTU_7966	0	3.7508166	0	0	0	0	0	0
Cell-enriched-vOTU_7967	0	3.7335987	0	0	0	0	0	0
Cell-enriched-vOTU_7968	0	3.7310526	0	0	0	0	0	0
Cell-enriched-vOTU_7969	0	3.7220762	0	0	0	0	0	0
Cell-enriched-vOTU_7970	0	3.713834	0	0	0	0	0	0
Cell-enriched-vOTU_7971	0	0	0	0	0	0	0	3.7083375
Cell-enriched-vOTU_7972	0	3.7048016	0	0	0	0	0	0
Cell-enriched-vOTU_7973	0	3.7031167	0	0	0	0	0	0
Cell-enriched-vOTU_7974	0	0	0	0	0	0	0	3.7027674
Cell-enriched-vOTU_7975	0	3.697301	0	0	0	0	0	0
Cell-enriched-vOTU_7976	3.6970131	0	0	0	0	0	0	0
Cell-enriched-vOTU_7977	0	3.6822205	0	0	0	0	0	0
Cell-enriched-vOTU_7978	0	3.6811776	0	0	0	0	0	0
Cell-enriched-vOTU_7979	0	3.6785736	0	0	0	0	0	0
Cell-enriched-vOTU_7980	0	0	0	0	0	0	3.6772392	0
Cell-enriched-vOTU_7981	0	3.6676028	0	0	0	0	0	0
Cell-enriched-vOTU_7982	0	3.6619666	0	0	0	0	0	0
Cell-enriched-vOTU_7983	0	0	0	0	0	0	0	3.653052
Cell-enriched-vOTU_7984	3.6529665	0	0	0	0	0	0	0
Cell-enriched-vOTU_7985	0	3.6389723	0	0	0	0	0	0
Cell-enriched-vOTU_7986	3.6327498	0	0	0	0	0	0	0
Cell-enriched-vOTU_7987	0	0	3.6320872	0	0	0	0	0
Cell-enriched-vOTU_7988	0	0	0	0	0	0	0	3.6302829
Cell-enriched-vOTU_7989	3.6250043	0	0	0	0	0	0	0
Cell-enriched-vOTU_7990	0	3.6196675	0	0	0	0	0	0
Cell-enriched-vOTU_7991	0	0	0	0	0	0	0	3.6193845
Cell-enriched-vOTU_7992	0	3.6191757	0	0	0	0	0	0
Cell-enriched-vOTU_7993	0	3.6137798	0	0	0	0	0	0
Cell-enriched-vOTU_7994	0	3.599136	0	0	0	0	0	0
Cell-enriched-vOTU_7995	0	0	0	0	0	0	0	3.5973313
Cell-enriched-vOTU_7996	0	3.5934513	0	0	0	0	0	0
Cell-enriched-vOTU_7997	0	3.5932	0	0	0	0	0	0
Cell-enriched-vOTU_7998	0	3.5929008	0	0	0	0	0	0
Cell-enriched-vOTU_7999	0	3.5903003	0	0	0	0	0	0
Cell-enriched-vOTU_8000	0	0	0	0	0	0	0	3.5901625
Cell-enriched-vOTU_8001	3.5899978	0	0	0	0	0	0	0
Cell-enriched-vOTU_8002	0	3.5884664	0	0	0	0	0	0
Cell-enriched-vOTU_8003	0	0	0	0	0	0	0	3.5839539
Cell-enriched-vOTU_8004	0	3.581198	0	0	0	0	0	0
Cell-enriched-vOTU_8005	0	3.5711417	0	0	0	0	0	0
Cell-enriched-vOTU_8006	0	0	3.569723	0	0	0	0	0
Cell-enriched-vOTU_8007	0	0	0	0	0	0	0	3.5696363
Cell-enriched-vOTU_8008	0	0	0	0	0	0	0	3.5671213
Cell-enriched-vOTU_8009	0	3.5656557	0	0	0	0	0	0
Cell-enriched-vOTU_8010	0	3.5647075	0	0	0	0	0	0
Cell-enriched-vOTU_8011	0	0	0	0	0	0	0	3.5549462
Cell-enriched-vOTU_8012	0	0	0	0	0	0	0	3.5542607
Cell-enriched-vOTU_8013	0	0	3.536893	0	0	0	0	0
Cell-enriched-vOTU_8014	0	0	0	0	0	0	0	3.5250554
Cell-enriched-vOTU_8015	0	0	0	0	0	0	0	3.5178015
Cell-enriched-vOTU_8016	0	3.5148604	0	0	0	0	0	0
Cell-enriched-vOTU_8017	0	3.5057182	0	0	0	0	0	0
Cell-enriched-vOTU_8018	0	0	3.495493	0	0	0	0	0
Cell-enriched-vOTU_8019	0	3.493328	0	0	0	0	0	0
Cell-enriched-vOTU_8020	0	0	0	0	0	0	0	3.4885147
Cell-enriched-vOTU_8021	0	0	0	3.4874446	0	0	0	0
Cell-enriched-vOTU_8022	0	0	0	0	0	0	0	3.483068
Cell-enriched-vOTU_8023	0	3.4778168	0	0	0	0	0	0
Cell-enriched-vOTU_8024	0	0	3.467269	0	0	0	0	0
Cell-enriched-vOTU_8025	0	0	0	3.461633	0	0	0	0
Cell-enriched-vOTU_8026	0	0	3.4603333	0	0	0	0	0
Cell-enriched-vOTU_8027	3.4581416	0	0	0	0	0	0	0
Cell-enriched-vOTU_8028	0	0	3.4565458	0	0	0	0	0
Cell-enriched-vOTU_8029	0	0	3.4539478	0	0	0	0	0
Cell-enriched-vOTU_8030	0	3.4446418	0	0	0	0	0	0
Cell-enriched-vOTU_8031	0	0	0	3.4445033	0	0	0	0
Cell-enriched-vOTU_8032	0	0	3.4436667	0	0	0	0	0
Cell-enriched-vOTU_8033	0	3.439845	0	0	0	0	0	0
Cell-enriched-vOTU_8034	0	0	0	3.4360356	0	0	0	0
Cell-enriched-vOTU_8035	0	0	3.429483	0	0	0	0	0
Cell-enriched-vOTU_8036	0	0	0	0	0	0	0	3.4236612
Cell-enriched-vOTU_8037	0	0	0	0	0	0	0	3.4173167
Cell-enriched-vOTU_8038	0	0	0	3.4155927	0	0	0	0
Cell-enriched-vOTU_8039	0	3.4094992	0	0	0	0	0	0
Cell-enriched-vOTU_8040	0	3.4036295	0	0	0	0	0	0
Cell-enriched-vOTU_8041	0	3.3946857	0	0	0	0	0	0
Cell-enriched-vOTU_8042	0	0	0	0	0	0	0	3.386001
Cell-enriched-vOTU_8043	0	0	3.3857343	0	0	0	0	0
Cell-enriched-vOTU_8044	0	3.381743	0	0	0	0	0	0
Cell-enriched-vOTU_8045	0	3.3717966	0	0	0	0	0	0
Cell-enriched-vOTU_8046	0	3.3703504	0	0	0	0	0	0
Cell-enriched-vOTU_8047	0	3.369718	0	0	0	0	0	0
Cell-enriched-vOTU_8048	0	0	0	0	0	0	0	3.3690643
Cell-enriched-vOTU_8049	0	3.3656294	0	0	0	0	0	0
Cell-enriched-vOTU_8050	0	3.362017	0	0	0	0	0	0
Cell-enriched-vOTU_8051	0	0	3.3588305	0	0	0	0	0
Cell-enriched-vOTU_8052	0	3.3556924	0	0	0	0	0	0
Cell-enriched-vOTU_8053	0	0	0	0	0	0	0	3.3442483
Cell-enriched-vOTU_8054	0	0	0	0	0	0	0	3.3422127
Cell-enriched-vOTU_8055	0	3.3402054	0	0	0	0	0	0
Cell-enriched-vOTU_8056	0	3.3355231	0	0	0	0	0	0
Cell-enriched-vOTU_8057	0	3.332908	0	0	0	0	0	0
Cell-enriched-vOTU_8058	0	3.3282335	0	0	0	0	0	0
Cell-enriched-vOTU_8059	0	0	0	0	0	0	0	3.3276122
Cell-enriched-vOTU_8060	0	3.327135	0	0	0	0	0	0
Cell-enriched-vOTU_8061	0	0	3.3246665	0	0	0	0	0
Cell-enriched-vOTU_8062	0	3.3148093	0	0	0	0	0	0
Cell-enriched-vOTU_8063	0	3.3119454	0	0	0	0	0	0
Cell-enriched-vOTU_8064	0	0	0	0	0	0	0	3.3116143
Cell-enriched-vOTU_8065	0	3.3078008	0	0	0	0	0	0
Cell-enriched-vOTU_8066	0	3.2928267	0	0	0	0	0	0
Cell-enriched-vOTU_8067	0	0	0	0	0	0	0	3.2845416
Cell-enriched-vOTU_8068	0	3.282351	0	0	0	0	0	0
Cell-enriched-vOTU_8069	0	3.2764976	0	0	0	0	0	0
Cell-enriched-vOTU_8070	0	0	3.273605	0	0	0	0	0
Cell-enriched-vOTU_8071	0	3.271809	0	0	0	0	0	0
Cell-enriched-vOTU_8072	0	3.265908	0	0	0	0	0	0
Cell-enriched-vOTU_8073	0	3.2589629	0	0	0	0	0	0
Cell-enriched-vOTU_8074	0	0	0	0	0	0	0	3.2575839
Cell-enriched-vOTU_8075	3.2519221	0	0	0	0	0	0	0
Cell-enriched-vOTU_8076	0	0	3.2475061	0	0	0	0	0
Cell-enriched-vOTU_8077	0	0	3.2339976	0	0	0	0	0
Cell-enriched-vOTU_8078	0	3.2213082	0	0	0	0	0	0
Cell-enriched-vOTU_8079	0	3.20199	0	0	0	0	0	0
Cell-enriched-vOTU_8080	0	3.1972408	0	0	0	0	0	0
Cell-enriched-vOTU_8081	0	0	0	0	0	0	0	3.1859837
Cell-enriched-vOTU_8082	0	0	0	0	0	0	0	3.1835098
Cell-enriched-vOTU_8083	0	3.1639009	0	0	0	0	0	0
Cell-enriched-vOTU_8084	0	3.1471152	0	0	0	0	0	0
Cell-enriched-vOTU_8085	0	0	3.136157	0	0	0	0	0
Cell-enriched-vOTU_8086	0	3.1320727	0	0	0	0	0	0
Cell-enriched-vOTU_8087	0	3.121792	0	0	0	0	0	0
Cell-enriched-vOTU_8088	0	0	3.1171682	0	0	0	0	0
Cell-enriched-vOTU_8089	0	3.1160305	0	0	0	0	0	0
Cell-enriched-vOTU_8090	0	3.1116421	0	0	0	0	0	0
Cell-enriched-vOTU_8091	0	0	0	0	0	0	3.1072836	0
Cell-enriched-vOTU_8092	0	0	0	0	0	0	0	3.0915396
Cell-enriched-vOTU_8093	0	3.0730143	0	0	0	0	0	0
Cell-enriched-vOTU_8094	0	3.0650926	0	0	0	0	0	0
Cell-enriched-vOTU_8095	0	3.043899	0	0	0	0	0	0
Cell-enriched-vOTU_8096	0	0	0	0	0	0	0	3.0294785
Cell-enriched-vOTU_8097	0	0	0	0	0	0	0	3.0007591
Cell-enriched-vOTU_8098	0	0	0	0	0	0	0	2.9975345
Cell-enriched-vOTU_8099	0	0	0	2.9958167	0	0	0	0
Cell-enriched-vOTU_8100	0	0	0	0	0	0	0	2.9949749
Cell-enriched-vOTU_8101	0	0	2.9854758	0	0	0	0	0
Cell-enriched-vOTU_8102	0	2.985056	0	0	0	0	0	0
Cell-enriched-vOTU_8103	0	0	0	0	0	0	2.9786916	0
Cell-enriched-vOTU_8104	0	0	0	0	0	0	0	2.9512243
Cell-enriched-vOTU_8105	0	2.9168634	0	0	0	0	0	0
Cell-enriched-vOTU_8106	0	0	0	0	0	0	0	2.9110742
Cell-enriched-vOTU_8107	0	2.9008734	0	0	0	0	0	0
Cell-enriched-vOTU_8108	0	2.8968048	0	0	0	0	0	0
Cell-enriched-vOTU_8109	0	0	0	0	0	0	0	2.893003
Cell-enriched-vOTU_8110	0	0	2.892504	0	0	0	0	0
Cell-enriched-vOTU_8111	0	0	2.8853793	0	0	0	0	0
Cell-enriched-vOTU_8112	0	2.8833323	0	0	0	0	0	0
Cell-enriched-vOTU_8113	0	2.8671205	0	0	0	0	0	0
Cell-enriched-vOTU_8114	0	0	0	0	0	0	0	2.8457315
Cell-enriched-vOTU_8115	0	0	0	0	0	0	0	2.8334084
Cell-enriched-vOTU_8116	0	0	0	0	0	0	2.831043	0
Cell-enriched-vOTU_8117	0	2.8246305	0	0	0	0	0	0
Cell-enriched-vOTU_8118	0	0	0	0	0	0	0	2.8239956
Cell-enriched-vOTU_8119	0	0	2.8010068	0	0	0	0	0
Cell-enriched-vOTU_8120	0	0	0	2.7991102	0	0	0	0
Cell-enriched-vOTU_8121	0	0	0	0	0	0	2.7867992	0
Cell-enriched-vOTU_8122	0	2.7812119	0	0	0	0	0	0
Cell-enriched-vOTU_8123	0	0	2.7808368	0	0	0	0	0
Cell-enriched-vOTU_8124	0	2.7723892	0	0	0	0	0	0
Cell-enriched-vOTU_8125	0	2.7716596	0	0	0	0	0	0
Cell-enriched-vOTU_8126	0	0	0	2.751294	0	0	0	0
Cell-enriched-vOTU_8127	0	0	2.728824	0	0	0	0	0
Cell-enriched-vOTU_8128	0	0	0	2.7064245	0	0	0	0
Cell-enriched-vOTU_8129	0	0	0	0	0	0	2.7017708	0
Cell-enriched-vOTU_8130	0	0	0	0	0	0	0	2.6755738
Cell-enriched-vOTU_8131	0	0	0	2.6638496	0	0	0	0
Cell-enriched-vOTU_8132	0	0	2.6403718	0	0	0	0	0
Cell-enriched-vOTU_8133	0	2.6376774	0	0	0	0	0	0
Cell-enriched-vOTU_8134	0	2.6355877	0	0	0	0	0	0
Cell-enriched-vOTU_8135	0	2.6309562	0	0	0	0	0	0
Cell-enriched-vOTU_8136	0	0	2.6280231	0	0	0	0	0
Cell-enriched-vOTU_8137	0	0	2.605485	0	0	0	0	0
Cell-enriched-vOTU_8138	0	0	2.582316	0	0	0	0	0
Cell-enriched-vOTU_8139	0	0	0	2.5808213	0	0	0	0
Cell-enriched-vOTU_8140	0	0	2.5804152	0	0	0	0	0
Cell-enriched-vOTU_8141	0	0	0	0	0	0	0	2.565641
Cell-enriched-vOTU_8142	0	0	0	0	0	0	0	2.5566003
Cell-enriched-vOTU_8143	0	0	2.5084884	0	0	0	0	0
Cell-enriched-vOTU_8144	0	0	0	0	0	0	0	2.4998076
Cell-enriched-vOTU_8145	0	0	0	0	0	0	0	2.4813008
Cell-enriched-vOTU_8146	0	0	0	0	0	0	0	2.474845
Cell-enriched-vOTU_8147	0	0	0	2.451619	0	0	0	0
Cell-enriched-vOTU_8148	0	2.4453633	0	0	0	0	0	0
Cell-enriched-vOTU_8149	0	0	2.4190173	0	0	0	0	0
Cell-enriched-vOTU_8150	0	0	2.418743	0	0	0	0	0
Cell-enriched-vOTU_8151	0	0	2.4115953	0	0	0	0	0
Cell-enriched-vOTU_8152	0	2.404256	0	0	0	0	0	0
Cell-enriched-vOTU_8153	0	0	0	0	0	0	0	2.3942254
Cell-enriched-vOTU_8154	0	0	2.3735201	0	0	0	0	0
Cell-enriched-vOTU_8155	0	0	2.3679187	0	0	0	0	0
Cell-enriched-vOTU_8156	0	0	2.3626564	0	0	0	0	0
Cell-enriched-vOTU_8157	0	0	2.3584812	0	0	0	0	0
Cell-enriched-vOTU_8158	0	0	0	2.3404384	0	0	0	0
Cell-enriched-vOTU_8159	0	0	0	0	0	0	0	2.3286018
Cell-enriched-vOTU_8160	0	0	0	0	0	0	0	2.2944493
Cell-enriched-vOTU_8161	0	0	2.2831383	0	0	0	0	0
Cell-enriched-vOTU_8162	0	0	0	0	0	0	0	2.2639358
Cell-enriched-vOTU_8163	0	0	2.2636988	0	0	0	0	0
Cell-enriched-vOTU_8164	0	0	0	0	0	0	0	2.2111576
Cell-enriched-vOTU_8165	0	0	0	0	0	0	0	2.2104514
Cell-enriched-vOTU_8166	0	0	0	0	0	0	0	2.1496441
Cell-enriched-vOTU_8167	0	0	2.1164663	0	0	0	0	0
Cell-enriched-vOTU_8168	0	0	2.1111143	0	0	0	0	0
Cell-enriched-vOTU_8169	0	0	0	0	0	0	0	2.1071992
Cell-enriched-vOTU_8170	0	0	0	0	0	0	0	2.1003041
Cell-enriched-vOTU_8171	0	0	0	0	0	0	0	2.0859299
Cell-enriched-vOTU_8172	0	0	0	0	0	0	0	2.041532
Cell-enriched-vOTU_8173	0	0	2.0176249	0	0	0	0	0
Cell-enriched-vOTU_8174	0	0	0	2.0042515	0	0	0	0
Cell-enriched-vOTU_8175	0	0	0	0	0	0	0	1.9908543
Cell-enriched-vOTU_8176	0	0	0	0	0	0	0	1.9818276
Cell-enriched-vOTU_8177	0	0	0	0	0	0	0	1.9745892
Cell-enriched-vOTU_8178	0	0	0	1.9258226	0	0	0	0
Cell-enriched-vOTU_8179	0	0	0	0	0	0	0	1.9215887
Cell-enriched-vOTU_8180	0	0	0	0	0	0	0	1.8743072
Cell-enriched-vOTU_8181	0	0	0	0	0	0	0	1.8674961
Cell-enriched-vOTU_8182	0	0	0	0	0	0	0	1.8127648
Cell-enriched-vOTU_8183	0	0	0	0	0	0	0	1.7892028
Cell-enriched-vOTU_8184	0	0	0	0	0	0	0	1.7141116
Virus-enriched_vOTU_1	35188.55	18323.74	33564.74	21173.207	26888.13	24252.725	7754.974	6987.548
Virus-enriched_vOTU_2	14306.785	19203.572	8141.443	1620.1841	9529.279	20019.842	287.1166	373.39215
Virus-enriched_vOTU_3	5609.021	2768.1362	4816.905	9218.42	5451.882	2211.0186	6945.657	2964.2007
Virus-enriched_vOTU_4	48.91943	54.12662	465.18353	12794.247	52.716206	0	7793.404	18547.822
Virus-enriched_vOTU_5	4839.3228	11531.333	4297.9263	1678.9463	4122.614	8774.704	293.75443	493.75452
Virus-enriched_vOTU_6	1028.0763	14614.645	655.1742	2343.987	3333.1204	10990.057	526.17346	1511.7539
Virus-enriched_vOTU_7	4428.3457	2050.791	3227.0315	6036.832	3878.3872	1487.7778	4601.691	1860.8846
Virus-enriched_vOTU_8	2754.382	5225.1914	9723.252	2082.8474	1491.1068	2192.0508	549.1568	877.05396
Virus-enriched_vOTU_9	3807.929	1893.468	3082.2808	5680.9385	3267.2651	1421.5471	4066.9336	1583.3727
Virus-enriched_vOTU_10	5543.5806	4096.581	3018.8677	611.14825	2244.9473	4163.7744	133.83113	127.64704
Virus-enriched_vOTU_11	209.74126	89.41625	710.3337	4066.8083	119.802444	44.396812	8188.5938	3088.3306
Virus-enriched_vOTU_12	4246.118	3485.2192	1369.378	796.31006	2381.8557	1340.5835	248.22119	251.39409
Virus-enriched_vOTU_13	908.5989	4374.174	379.8887	447.95746	1692.0988	5180.4375	71.21849	153.7445
Virus-enriched_vOTU_14	0	0	0	5147.134	0	0	3282.166	3343.3333
Virus-enriched_vOTU_15	6.2249293	19.032104	176.39929	2962.016	4.3226857	9.288116	4659.5117	2587.4995
Virus-enriched_vOTU_16	639.24457	382.90323	1398.9868	1422.064	893.2682	550.60974	1918.9432	1496.9253
Virus-enriched_vOTU_17	2792.793	1366.9786	1058.166	0	1286.0433	1862.581	0	0
Virus-enriched_vOTU_18	250.56348	3443.4482	160.9064	369.92783	405.58862	2183.3699	87.909584	117.361595
Virus-enriched_vOTU_19	1160.4231	1895.33	515.8128	119.985405	1182.9348	1993.9396	28.747473	38.33469
Virus-enriched_vOTU_20	679.9333	1201.3054	2092.8145	549.6984	255.76399	515.512	219.1353	879.22296
Virus-enriched_vOTU_21	843.13	56.150837	821.8683	836.38574	1116.8352	547.6549	873.5168	760.5367
Virus-enriched_vOTU_22	826.0064	56.612877	752.18164	780.54395	1046.9475	522.56964	794.84973	689.7284
Virus-enriched_vOTU_23	1400.9963	1234.3309	428.49588	296.2063	763.8803	474.0165	109.836624	125.364975
Virus-enriched_vOTU_24	1121.1924	599.86456	1347.3315	135.30257	459.3571	455.75266	24.610685	26.635794
Virus-enriched_vOTU_25	49.37638	17.356148	158.56923	998.4136	26.478342	8.063274	2046.4487	804.9844
Virus-enriched_vOTU_26	50.441494	78.77428	80.35694	989.8044	32.881275	62.459904	1627.5164	1164.0607
Virus-enriched_vOTU_27	506.62216	148.8155	132.86215	774.1446	487.3812	181.69603	1081.6045	705.6491
Virus-enriched_vOTU_28	666.69635	831.53253	632.82574	230.91544	801.5236	377.09766	76.253975	88.87895
Virus-enriched_vOTU_29	365.3089	657.79297	1602.7341	447.7534	200.16235	266.45026	138.21257	0
Virus-enriched_vOTU_30	444.09207	22.546124	813.1462	514.76965	503.77325	350.33258	293.9985	706.7955
Virus-enriched_vOTU_31	453.967	25.168049	748.5167	474.9841	512.92456	358.78467	287.19876	640.20776
Virus-enriched_vOTU_32	547.1933	42.98709	522.3476	478.17834	642.70953	399.22546	426.4354	353.94562
Virus-enriched_vOTU_33	229.87874	26.065975	488.96097	685.79346	576.59454	241.68019	576.439	462.83936
Virus-enriched_vOTU_34	463.25308	138.03822	121.86324	620.41864	415.05396	189.02449	801.01227	487.7886
Virus-enriched_vOTU_35	424.42108	22.269547	704.5295	443.36554	445.44418	310.5306	262.40475	610.41144
Virus-enriched_vOTU_36	466.69504	37.057407	436.31464	423.05832	609.9393	336.52295	434.16443	364.45468
Virus-enriched_vOTU_37	386.95697	21.14433	642.13745	417.9169	453.67145	326.96515	257.95575	572.217
Virus-enriched_vOTU_38	497.1161	1022.7399	293.35056	171.48701	401.4359	580.15326	37.95241	54.147476
Virus-enriched_vOTU_39	476.43	39.000713	428.09955	405.28784	573.22614	328.68036	396.01163	327.54697
Virus-enriched_vOTU_40	355.78717	19.503073	660.1039	415.8097	430.08054	328.9625	221.09657	484.14923
Virus-enriched_vOTU_41	380.42773	108.34419	90.41283	564.8798	326.06778	123.802155	789.9474	433.61462
Virus-enriched_vOTU_42	410.4515	27.076342	391.69366	371.48587	509.2164	297.61368	361.62125	314.77365
Virus-enriched_vOTU_43	0	0	0	689.25195	1522.2427	0	228.88751	198.70428
Virus-enriched_vOTU_44	401.60434	110.394806	95.8228	480.20557	351.59384	137.9363	676.56433	364.51715
Virus-enriched_vOTU_45	393.19315	30.904814	344.27356	324.1851	458.0695	265.5453	322.70258	261.2383
Virus-enriched_vOTU_46	518.8357	162.29697	129.32541	353.24576	416.32813	218.51457	372.1868	221.38931
Virus-enriched_vOTU_47	495.10165	692.71545	412.47104	111.653015	323.17267	278.89355	40.230556	32.48298
Virus-enriched_vOTU_48	654.50793	914.1442	139.60559	58.99444	253.93095	278.41727	16.28014	15.116273
Virus-enriched_vOTU_49	160.5366	31.14933	272.97275	367.223	165.77527	99.16599	357.87924	869.33276
Virus-enriched_vOTU_50	519.8082	683.79095	382.3364	53.81563	201.29176	390.95032	0	14.504033
Virus-enriched_vOTU_51	165.92711	101.99199	363.60385	350.5571	223.18167	147.56769	472.85242	363.13766
