OUT	C0_1	C0_2	C63_1	C63_2	T0_1	T0_2	T63_1	T63_2
Cell-enriched-vOTU_7484	0	6.0885	0	0	0	0	0	0
Cell-enriched-vOTU_7485	0	6.0812497	0	0	0	0	0	0
Cell-enriched-vOTU_7486	0	3.1869519	2.8919814	0	0	0	0	0
Cell-enriched-vOTU_7487	0	0	0	0	0	0	0	6.071346
Cell-enriched-vOTU_7488	0	6.0703616	0	0	0	0	0	0
Cell-enriched-vOTU_7489	6.0675335	0	0	0	0	0	0	0
Cell-enriched-vOTU_7490	6.062737	0	0	0	0	0	0	0
Cell-enriched-vOTU_7491	6.0510917	0	0	0	0	0	0	0
Cell-enriched-vOTU_7492	0	0	0	0	0	0	0	6.0347667
Cell-enriched-vOTU_7493	6.0341434	0	0	0	0	0	0	0
Cell-enriched-vOTU_7494	0	0	0	0	0	0	0	6.0295177
Cell-enriched-vOTU_7495	0	0	0	2.7003055	0	0	3.3220491	0
Cell-enriched-vOTU_7496	0	6.0196004	0	0	0	0	0	0
Cell-enriched-vOTU_7497	0	6.016134	0	0	0	0	0	0
Cell-enriched-vOTU_7498	0	0	6.013073	0	0	0	0	0
Cell-enriched-vOTU_7499	0	6.0028687	0	0	0	0	0	0
Cell-enriched-vOTU_7500	0	5.9960475	0	0	0	0	0	0
Cell-enriched-vOTU_7501	0	0	5.992722	0	0	0	0	0
Cell-enriched-vOTU_7502	0	0	0	0	0	0	0	5.9924464
Cell-enriched-vOTU_7503	0	0	0	0	0	0	0	5.989967
Cell-enriched-vOTU_7504	0	0	0	0	0	0	0	5.989442
Cell-enriched-vOTU_7505	0	5.983396	0	0	0	0	0	0
Cell-enriched-vOTU_7506	0	5.977627	0	0	0	0	0	0
Cell-enriched-vOTU_7507	0	5.970789	0	0	0	0	0	0
Cell-enriched-vOTU_7508	0	5.9671965	0	0	0	0	0	0
Cell-enriched-vOTU_7509	0	0	5.9656096	0	0	0	0	0
Cell-enriched-vOTU_7510	0	5.9605	0	0	0	0	0	0
Cell-enriched-vOTU_7511	0	5.960155	0	0	0	0	0	0
Cell-enriched-vOTU_7512	0	0	0	0	0	0	0	5.9583025
Cell-enriched-vOTU_7513	0	0	0	1.4385386	0	0	4.518955	0
Cell-enriched-vOTU_7514	0	5.9545674	0	0	0	0	0	0
Cell-enriched-vOTU_7515	0	0	0	0	0	0	0	5.952949
Cell-enriched-vOTU_7516	0	0	0	0	0	0	2.7800155	3.1669195
Cell-enriched-vOTU_7517	0	5.942893	0	0	0	0	0	0
Cell-enriched-vOTU_7518	0	0	0	0	0	0	5.9398894	0
Cell-enriched-vOTU_7519	0	0	0	0	0	0	0	5.9347367
Cell-enriched-vOTU_7520	0	0	0	0	0	0	5.932065	0
Cell-enriched-vOTU_7521	0	5.9212527	0	0	0	0	0	0
Cell-enriched-vOTU_7522	0	5.9195685	0	0	0	0	0	0
Cell-enriched-vOTU_7523	0	5.912522	0	0	0	0	0	0
Cell-enriched-vOTU_7524	0	5.908053	0	0	0	0	0	0
Cell-enriched-vOTU_7525	5.905921	0	0	0	0	0	0	0
Cell-enriched-vOTU_7526	0	5.9040833	0	0	0	0	0	0
Cell-enriched-vOTU_7527	5.8974514	0	0	0	0	0	0	0
Cell-enriched-vOTU_7528	0	2.8202796	0	0	0	0	0	3.073882
Cell-enriched-vOTU_7529	0	5.888228	0	0	0	0	0	0
Cell-enriched-vOTU_7530	0	5.882888	0	0	0	0	0	0
Cell-enriched-vOTU_7531	5.8802624	0	0	0	0	0	0	0
Cell-enriched-vOTU_7532	5.879017	0	0	0	0	0	0	0
Cell-enriched-vOTU_7533	0	5.8770704	0	0	0	0	0	0
Cell-enriched-vOTU_7534	0	5.8712792	0	0	0	0	0	0
Cell-enriched-vOTU_7535	0	5.8698797	0	0	0	0	0	0
Cell-enriched-vOTU_7536	0	5.866569	0	0	0	0	0	0
Cell-enriched-vOTU_7537	0	5.8665557	0	0	0	0	0	0
Cell-enriched-vOTU_7538	0	5.8648667	0	0	0	0	0	0
Cell-enriched-vOTU_7539	0	5.8618236	0	0	0	0	0	0
Cell-enriched-vOTU_7540	0	5.8596177	0	0	0	0	0	0
Cell-enriched-vOTU_7541	0	3.6244917	2.2305105	0	0	0	0	0
Cell-enriched-vOTU_7542	0	5.849442	0	0	0	0	0	0
Cell-enriched-vOTU_7543	0	0	0	5.848588	0	0	0	0
Cell-enriched-vOTU_7544	0	0	0	0	0	0	0	5.8360715
Cell-enriched-vOTU_7545	0	0	0	0	0	0	0	5.8342166
Cell-enriched-vOTU_7546	0	5.8301077	0	0	0	0	0	0
Cell-enriched-vOTU_7547	0	5.8164377	0	0	0	0	0	0
Cell-enriched-vOTU_7548	0	5.8066306	0	0	0	0	0	0
Cell-enriched-vOTU_7549	0	0	0	0	0	0	0	5.8063955
Cell-enriched-vOTU_7550	0	5.803607	0	0	0	0	0	0
Cell-enriched-vOTU_7551	0	5.7967377	0	0	0	0	0	0
Cell-enriched-vOTU_7552	0	0	5.786521	0	0	0	0	0
Cell-enriched-vOTU_7553	0	5.780788	0	0	0	0	0	0
Cell-enriched-vOTU_7554	0	5.768013	0	0	0	0	0	0
Cell-enriched-vOTU_7555	0	5.758451	0	0	0	0	0	0
Cell-enriched-vOTU_7556	0	5.74781	0	0	0	0	0	0
Cell-enriched-vOTU_7557	0	5.74571	0	0	0	0	0	0
Cell-enriched-vOTU_7558	0	5.742539	0	0	0	0	0	0
Cell-enriched-vOTU_7559	0	0	5.735042	0	0	0	0	0
Cell-enriched-vOTU_7560	0	0	0	0	0	0	0	5.7329526
Cell-enriched-vOTU_7561	0	5.719248	0	0	0	0	0	0
Cell-enriched-vOTU_7562	0	0	0	0	0	0	3.4097002	2.3033223
Cell-enriched-vOTU_7563	0	5.7091537	0	0	0	0	0	0
Cell-enriched-vOTU_7564	0	5.7072506	0	0	0	0	0	0
Cell-enriched-vOTU_7565	0	0	5.698411	0	0	0	0	0
Cell-enriched-vOTU_7566	0	5.698357	0	0	0	0	0	0
Cell-enriched-vOTU_7567	0	5.687342	0	0	0	0	0	0
Cell-enriched-vOTU_7568	0	5.685493	0	0	0	0	0	0
Cell-enriched-vOTU_7569	0	5.680642	0	0	0	0	0	0
Cell-enriched-vOTU_7570	0	0	5.6778593	0	0	0	0	0
Cell-enriched-vOTU_7571	0	5.675899	0	0	0	0	0	0
Cell-enriched-vOTU_7572	0	3.2945364	0	2.3726244	0	0	0	0
Cell-enriched-vOTU_7573	5.6650248	0	0	0	0	0	0	0
Cell-enriched-vOTU_7574	5.6523986	0	0	0	0	0	0	0
Cell-enriched-vOTU_7575	5.6508904	0	0	0	0	0	0	0
Cell-enriched-vOTU_7576	0	5.648093	0	0	0	0	0	0
Cell-enriched-vOTU_7577	0	5.639846	0	0	0	0	0	0
Cell-enriched-vOTU_7578	0	5.6354523	0	0	0	0	0	0
Cell-enriched-vOTU_7579	0	0	0	0	0	0	3.0165951	2.61608
Cell-enriched-vOTU_7580	0	5.632325	0	0	0	0	0	0
Cell-enriched-vOTU_7581	0	5.629003	0	0	0	0	0	0
Cell-enriched-vOTU_7582	0	5.625034	0	0	0	0	0	0
Cell-enriched-vOTU_7583	0	0	0	0	0	0	2.4182642	3.205296
Cell-enriched-vOTU_7584	0	3.1867278	0	0	0	0	0	2.4192011
Cell-enriched-vOTU_7585	0	5.598774	0	0	0	0	0	0
Cell-enriched-vOTU_7586	0	0	0	0	0	0	0	5.596264
Cell-enriched-vOTU_7587	0	5.595945	0	0	0	0	0	0
Cell-enriched-vOTU_7588	0	5.5899673	0	0	0	0	0	0
Cell-enriched-vOTU_7589	0	0	0	0	0	0	5.588445	0
Cell-enriched-vOTU_7590	0	5.5843115	0	0	0	0	0	0
Cell-enriched-vOTU_7591	0	5.584226	0	0	0	0	0	0
Cell-enriched-vOTU_7592	0	5.5730743	0	0	0	0	0	0
Cell-enriched-vOTU_7593	0	5.569606	0	0	0	0	0	0
Cell-enriched-vOTU_7594	0	0	0	0	0	0	5.5662475	0
Cell-enriched-vOTU_7595	0	5.565259	0	0	0	0	0	0
Cell-enriched-vOTU_7596	0	0	0	0	0	0	0	5.562191
Cell-enriched-vOTU_7597	0	5.559372	0	0	0	0	0	0
Cell-enriched-vOTU_7598	0	5.5589743	0	0	0	0	0	0
Cell-enriched-vOTU_7599	0	0	0	0	0	0	0	5.5584364
Cell-enriched-vOTU_7600	0	5.558384	0	0	0	0	0	0
Cell-enriched-vOTU_7601	0	5.5551877	0	0	0	0	0	0
Cell-enriched-vOTU_7602	0	0	0	0	0	0	0	5.5446463
Cell-enriched-vOTU_7603	0	5.5432425	0	0	0	0	0	0
Cell-enriched-vOTU_7604	0	0	0	5.532975	0	0	0	0
Cell-enriched-vOTU_7605	0	0	5.532431	0	0	0	0	0
Cell-enriched-vOTU_7606	0	5.5272446	0	0	0	0	0	0
Cell-enriched-vOTU_7607	0	0	0	0	0	0	0	5.525775
Cell-enriched-vOTU_7608	0	5.522434	0	0	0	0	0	0
Cell-enriched-vOTU_7609	0	5.517585	0	0	0	0	0	0
Cell-enriched-vOTU_7610	0	0	0	0	0	0	0	5.5112653
Cell-enriched-vOTU_7611	5.510219	0	0	0	0	0	0	0
Cell-enriched-vOTU_7612	5.5097995	0	0	0	0	0	0	0
Cell-enriched-vOTU_7613	0	5.509753	0	0	0	0	0	0
Cell-enriched-vOTU_7614	0	0	0	0	0	0	0	5.506186
Cell-enriched-vOTU_7615	0	5.4997883	0	0	0	0	0	0
Cell-enriched-vOTU_7616	0	0	0	0	0	0	0	5.4961042
Cell-enriched-vOTU_7617	0	0	0	0	0	0	0	5.493666
Cell-enriched-vOTU_7618	0	5.4933047	0	0	0	0	0	0
Cell-enriched-vOTU_7619	0	5.4903474	0	0	0	0	0	0
Cell-enriched-vOTU_7620	0	0	0	0	0	0	0	5.489576
Cell-enriched-vOTU_7621	0	5.486137	0	0	0	0	0	0
Cell-enriched-vOTU_7622	0	0	5.4790864	0	0	0	0	0
Cell-enriched-vOTU_7623	0	0	0	0	0	0	0	5.4709964
Cell-enriched-vOTU_7624	0	5.468717	0	0	0	0	0	0
Cell-enriched-vOTU_7625	0	5.4644103	0	0	0	0	0	0
Cell-enriched-vOTU_7626	0	5.4630375	0	0	0	0	0	0
Cell-enriched-vOTU_7627	0	5.4622183	0	0	0	0	0	0
Cell-enriched-vOTU_7628	0	5.455342	0	0	0	0	0	0
Cell-enriched-vOTU_7629	0	0	5.441829	0	0	0	0	0
Cell-enriched-vOTU_7630	0	5.4405303	0	0	0	0	0	0
Cell-enriched-vOTU_7631	5.4320936	0	0	0	0	0	0	0
Cell-enriched-vOTU_7632	0	5.4279003	0	0	0	0	0	0
Cell-enriched-vOTU_7633	0	5.425848	0	0	0	0	0	0
Cell-enriched-vOTU_7634	0	5.413091	0	0	0	0	0	0
Cell-enriched-vOTU_7635	0	5.4115458	0	0	0	0	0	0
Cell-enriched-vOTU_7636	0	0	0	0	0	0	0	5.4087625
Cell-enriched-vOTU_7637	0	5.4079266	0	0	0	0	0	0
Cell-enriched-vOTU_7638	0	5.399685	0	0	0	0	0	0
Cell-enriched-vOTU_7639	0	0	0	0	0	0	0	5.399159
Cell-enriched-vOTU_7640	0	5.396304	0	0	0	0	0	0
Cell-enriched-vOTU_7641	0	5.391738	0	0	0	0	0	0
Cell-enriched-vOTU_7642	0	5.3830557	0	0	0	0	0	0
Cell-enriched-vOTU_7643	0	5.3817654	0	0	0	0	0	0
Cell-enriched-vOTU_7644	0	0	0	0	0	0	0	5.381133
Cell-enriched-vOTU_7645	0	5.3717804	0	0	0	0	0	0
Cell-enriched-vOTU_7646	0	5.3708725	0	0	0	0	0	0
Cell-enriched-vOTU_7647	0	5.356685	0	0	0	0	0	0
Cell-enriched-vOTU_7648	0	5.33873	0	0	0	0	0	0
Cell-enriched-vOTU_7649	0	0	0	3.1500933	0	0	0	2.1862292
Cell-enriched-vOTU_7650	0	5.3283563	0	0	0	0	0	0
Cell-enriched-vOTU_7651	0	0	0	5.3220577	0	0	0	0
Cell-enriched-vOTU_7652	0	5.3138375	0	0	0	0	0	0
Cell-enriched-vOTU_7653	0	5.3041997	0	0	0	0	0	0
Cell-enriched-vOTU_7654	0	5.2955227	0	0	0	0	0	0
Cell-enriched-vOTU_7655	0	5.294317	0	0	0	0	0	0
Cell-enriched-vOTU_7656	0	5.2888055	0	0	0	0	0	0
Cell-enriched-vOTU_7657	0	0	0	5.285683	0	0	0	0
Cell-enriched-vOTU_7658	0	5.279756	0	0	0	0	0	0
Cell-enriched-vOTU_7659	5.274932	0	0	0	0	0	0	0
Cell-enriched-vOTU_7660	0	5.272012	0	0	0	0	0	0
Cell-enriched-vOTU_7661	0	5.2686377	0	0	0	0	0	0
Cell-enriched-vOTU_7662	0	5.2678895	0	0	0	0	0	0
Cell-enriched-vOTU_7663	0	0	0	0	0	0	5.2667236	0
Cell-enriched-vOTU_7664	0	5.2595186	0	0	0	0	0	0
Cell-enriched-vOTU_7665	0	5.249266	0	0	0	0	0	0
Cell-enriched-vOTU_7666	0	5.244052	0	0	0	0	0	0
Cell-enriched-vOTU_7667	0	0	5.2440333	0	0	0	0	0
Cell-enriched-vOTU_7668	0	5.2376947	0	0	0	0	0	0
Cell-enriched-vOTU_7669	0	0	0	2.9041045	0	0	0	2.332412
Cell-enriched-vOTU_7670	0	5.2341504	0	0	0	0	0	0
Cell-enriched-vOTU_7671	0	0	5.22161	0	0	0	0	0
Cell-enriched-vOTU_7672	0	5.219679	0	0	0	0	0	0
Cell-enriched-vOTU_7673	0	5.2194877	0	0	0	0	0	0
Cell-enriched-vOTU_7674	0	5.2173557	0	0	0	0	0	0
Cell-enriched-vOTU_7675	0	5.2152224	0	0	0	0	0	0
Cell-enriched-vOTU_7676	0	5.2150273	0	0	0	0	0	0
Cell-enriched-vOTU_7677	0	5.2077994	0	0	0	0	0	0
Cell-enriched-vOTU_7678	0	0	0	0	0	0	0	5.2016964
Cell-enriched-vOTU_7679	0	5.199685	0	0	0	0	0	0
Cell-enriched-vOTU_7680	0	5.1985974	0	0	0	0	0	0
Cell-enriched-vOTU_7681	0	5.198255	0	0	0	0	0	0
Cell-enriched-vOTU_7682	0	5.196947	0	0	0	0	0	0
Cell-enriched-vOTU_7683	0	5.193384	0	0	0	0	0	0
Cell-enriched-vOTU_7684	0	5.1808414	0	0	0	0	0	0
Cell-enriched-vOTU_7685	0	0	0	0	0	0	0	5.174911
Cell-enriched-vOTU_7686	0	5.173787	0	0	0	0	0	0
Cell-enriched-vOTU_7687	0	0	0	0	0	0	5.173569	0
Cell-enriched-vOTU_7688	0	0	0	0	0	0	2.9945512	2.1740863
Cell-enriched-vOTU_7689	0	5.168051	0	0	0	0	0	0
Cell-enriched-vOTU_7690	0	0	2.3952348	2.7716048	0	0	0	0
Cell-enriched-vOTU_7691	0	5.1587615	0	0	0	0	0	0
Cell-enriched-vOTU_7692	0	0	5.1582737	0	0	0	0	0
Cell-enriched-vOTU_7693	0	5.155706	0	0	0	0	0	0
Cell-enriched-vOTU_7694	0	5.1545315	0	0	0	0	0	0
Cell-enriched-vOTU_7695	0	0	0	0	0	0	0	5.120545
Cell-enriched-vOTU_7696	0	5.1121035	0	0	0	0	0	0
Cell-enriched-vOTU_7697	0	5.104712	0	0	0	0	0	0
Cell-enriched-vOTU_7698	0	0	5.102616	0	0	0	0	0
Cell-enriched-vOTU_7699	0	0	0	0	0	0	0	5.098439
Cell-enriched-vOTU_7700	0	5.09234	0	0	0	0	0	0
Cell-enriched-vOTU_7701	0	5.085968	0	0	0	0	0	0
Cell-enriched-vOTU_7702	0	5.072308	0	0	0	0	0	0
Cell-enriched-vOTU_7703	0	0	0	5.0556874	0	0	0	0
Cell-enriched-vOTU_7704	0	5.054463	0	0	0	0	0	0
Cell-enriched-vOTU_7705	0	5.05188	0	0	0	0	0	0
Cell-enriched-vOTU_7706	0	5.050784	0	0	0	0	0	0
Cell-enriched-vOTU_7707	0	5.049882	0	0	0	0	0	0
Cell-enriched-vOTU_7708	5.0393953	0	0	0	0	0	0	0
Cell-enriched-vOTU_7709	0	0	0	5.0285454	0	0	0	0
Cell-enriched-vOTU_7710	0	5.026128	0	0	0	0	0	0
Cell-enriched-vOTU_7711	0	5.0244446	0	0	0	0	0	0
Cell-enriched-vOTU_7712	0	0	5.0173745	0	0	0	0	0
Cell-enriched-vOTU_7713	0	5.010846	0	0	0	0	0	0
Cell-enriched-vOTU_7714	0	0	0	0	0	0	0	5.0008497
Cell-enriched-vOTU_7715	0	0	0	0	0	0	0	5.0008054
Cell-enriched-vOTU_7716	0	4.9953337	0	0	0	0	0	0
Cell-enriched-vOTU_7717	0	4.9932017	0	0	0	0	0	0
Cell-enriched-vOTU_7718	0	4.976523	0	0	0	0	0	0
Cell-enriched-vOTU_7719	0	4.961648	0	0	0	0	0	0
Cell-enriched-vOTU_7720	4.9529934	0	0	0	0	0	0	0
Cell-enriched-vOTU_7721	0	4.9528666	0	0	0	0	0	0
Cell-enriched-vOTU_7722	4.9518385	0	0	0	0	0	0	0
Cell-enriched-vOTU_7723	0	4.944862	0	0	0	0	0	0
Cell-enriched-vOTU_7724	0	0	2.9672341	1.9761609	0	0	0	0
Cell-enriched-vOTU_7725	0	4.9342065	0	0	0	0	0	0
Cell-enriched-vOTU_7726	0	4.9321914	0	0	0	0	0	0
Cell-enriched-vOTU_7727	0	0	0	4.931358	0	0	0	0
Cell-enriched-vOTU_7728	0	4.9213104	0	0	0	0	0	0
Cell-enriched-vOTU_7729	0	0	0	0	0	0	0	4.913534
Cell-enriched-vOTU_7730	0	4.90273	0	0	0	0	0	0
Cell-enriched-vOTU_7731	0	4.8967934	0	0	0	0	0	0
Cell-enriched-vOTU_7732	0	4.8941174	0	0	0	0	0	0
Cell-enriched-vOTU_7733	0	0	4.8874035	0	0	0	0	0
Cell-enriched-vOTU_7734	0	4.8865232	0	0	0	0	0	0
Cell-enriched-vOTU_7735	0	4.876981	0	0	0	0	0	0
Cell-enriched-vOTU_7736	0	4.868612	0	0	0	0	0	0
Cell-enriched-vOTU_7737	0	4.867323	0	0	0	0	0	0
Cell-enriched-vOTU_7738	4.86409	0	0	0	0	0	0	0
Cell-enriched-vOTU_7739	0	0	4.8640757	0	0	0	0	0
Cell-enriched-vOTU_7740	0	0	0	0	0	0	0	4.8579044
Cell-enriched-vOTU_7741	0	4.856212	0	0	0	0	0	0
Cell-enriched-vOTU_7742	0	4.8542814	0	0	0	0	0	0
Cell-enriched-vOTU_7743	0	0	4.8490114	0	0	0	0	0
Cell-enriched-vOTU_7744	0	0	0	0	0	0	4.8477902	0
Cell-enriched-vOTU_7745	0	0	0	0	0	0	0	4.8473363
Cell-enriched-vOTU_7746	0	4.8406563	0	0	0	0	0	0
Cell-enriched-vOTU_7747	0	0	0	0	0	0	0	4.816877
Cell-enriched-vOTU_7748	0	4.8139915	0	0	0	0	0	0
Cell-enriched-vOTU_7749	0	0	0	0	0	0	0	4.813459
Cell-enriched-vOTU_7750	0	4.807722	0	0	0	0	0	0
Cell-enriched-vOTU_7751	0	0	4.8073516	0	0	0	0	0
Cell-enriched-vOTU_7752	0	4.796711	0	0	0	0	0	0
Cell-enriched-vOTU_7753	0	4.789328	0	0	0	0	0	0
Cell-enriched-vOTU_7754	0	4.785743	0	0	0	0	0	0
Cell-enriched-vOTU_7755	0	4.78374	0	0	0	0	0	0
Cell-enriched-vOTU_7756	0	0	0	0	0	0	0	4.7821474
Cell-enriched-vOTU_7757	4.778526	0	0	0	0	0	0	0
Cell-enriched-vOTU_7758	0	0	0	0	0	0	0	4.778494
Cell-enriched-vOTU_7759	4.7779408	0	0	0	0	0	0	0
Cell-enriched-vOTU_7760	0	4.771547	0	0	0	0	0	0
Cell-enriched-vOTU_7761	0	4.762839	0	0	0	0	0	0
Cell-enriched-vOTU_7762	0	4.757055	0	0	0	0	0	0
Cell-enriched-vOTU_7763	0	4.7480884	0	0	0	0	0	0
Cell-enriched-vOTU_7764	0	4.7406616	0	0	0	0	0	0
Cell-enriched-vOTU_7765	0	4.740326	0	0	0	0	0	0
Cell-enriched-vOTU_7766	0	4.7396126	0	0	0	0	0	0
Cell-enriched-vOTU_7767	0	4.734796	0	0	0	0	0	0
Cell-enriched-vOTU_7768	0	0	0	0	0	0	0	4.7269654
Cell-enriched-vOTU_7769	0	4.726195	0	0	0	0	0	0
Cell-enriched-vOTU_7770	0	0	0	0	0	0	0	4.7199683
Cell-enriched-vOTU_7771	0	4.718944	0	0	0	0	0	0
Cell-enriched-vOTU_7772	4.7120833	0	0	0	0	0	0	0
Cell-enriched-vOTU_7773	0	4.7113333	0	0	0	0	0	0
Cell-enriched-vOTU_7774	0	0	0	0	0	0	0	4.710977
Cell-enriched-vOTU_7775	4.7095656	0	0	0	0	0	0	0
Cell-enriched-vOTU_7776	0	4.7027383	0	0	0	0	0	0
Cell-enriched-vOTU_7777	4.694137	0	0	0	0	0	0	0
Cell-enriched-vOTU_7778	0	0	0	0	0	0	0	4.689102
Cell-enriched-vOTU_7779	0	0	0	0	0	0	0	4.6775107
Cell-enriched-vOTU_7780	0	4.6751275	0	0	0	0	0	0
Cell-enriched-vOTU_7781	0	4.6688232	0	0	0	0	0	0
Cell-enriched-vOTU_7782	0	0	0	4.667839	0	0	0	0
Cell-enriched-vOTU_7783	0	4.666973	0	0	0	0	0	0
Cell-enriched-vOTU_7784	0	4.65927	0	0	0	0	0	0
Cell-enriched-vOTU_7785	0	4.6534615	0	0	0	0	0	0
Cell-enriched-vOTU_7786	0	4.6480503	0	0	0	0	0	0
Cell-enriched-vOTU_7787	0	4.638944	0	0	0	0	0	0
Cell-enriched-vOTU_7788	0	4.636262	0	0	0	0	0	0
Cell-enriched-vOTU_7789	0	4.634459	0	0	0	0	0	0
Cell-enriched-vOTU_7790	0	0	0	0	0	0	0	4.6316147
Cell-enriched-vOTU_7791	0	4.629864	0	0	0	0	0	0
Cell-enriched-vOTU_7792	0	0	0	4.626537	0	0	0	0
Cell-enriched-vOTU_7793	0	4.626363	0	0	0	0	0	0
Cell-enriched-vOTU_7794	0	4.6240497	0	0	0	0	0	0
Cell-enriched-vOTU_7795	0	4.6123843	0	0	0	0	0	0
Cell-enriched-vOTU_7796	0	4.5999026	0	0	0	0	0	0
Cell-enriched-vOTU_7797	0	4.597729	0	0	0	0	0	0
Cell-enriched-vOTU_7798	0	4.596916	0	0	0	0	0	0
Cell-enriched-vOTU_7799	0	0	0	0	0	0	0	4.596771
Cell-enriched-vOTU_7800	0	0	2.2159078	2.379832	0	0	0	0
Cell-enriched-vOTU_7801	0	4.5953474	0	0	0	0	0	0
Cell-enriched-vOTU_7802	0	4.5873084	0	0	0	0	0	0
Cell-enriched-vOTU_7803	0	0	0	0	0	0	0	4.5826483
Cell-enriched-vOTU_7804	0	4.576526	0	0	0	0	0	0
Cell-enriched-vOTU_7805	0	4.574586	0	0	0	0	0	0
Cell-enriched-vOTU_7806	0	4.5715055	0	0	0	0	0	0
Cell-enriched-vOTU_7807	0	4.5687513	0	0	0	0	0	0
Cell-enriched-vOTU_7808	0	4.565012	0	0	0	0	0	0
Cell-enriched-vOTU_7809	0	0	0	0	0	0	0	4.560642
Cell-enriched-vOTU_7810	0	0	0	0	0	0	0	4.553574
Cell-enriched-vOTU_7811	0	4.5527067	0	0	0	0	0	0
Cell-enriched-vOTU_7812	0	4.5518484	0	0	0	0	0	0
Cell-enriched-vOTU_7813	0	4.5464005	0	0	0	0	0	0
Cell-enriched-vOTU_7814	0	4.537514	0	0	0	0	0	0
Cell-enriched-vOTU_7815	0	0	0	2.6611328	0	0	0	1.8701121
Cell-enriched-vOTU_7816	0	0	0	0	0	0	0	4.522637
Cell-enriched-vOTU_7817	0	4.522517	0	0	0	0	0	0
Cell-enriched-vOTU_7818	0	4.5221243	0	0	0	0	0	0
Cell-enriched-vOTU_7819	0	4.5217667	0	0	0	0	0	0
Cell-enriched-vOTU_7820	0	4.5201945	0	0	0	0	0	0
Cell-enriched-vOTU_7821	0	4.5171666	0	0	0	0	0	0
Cell-enriched-vOTU_7822	0	4.5143256	0	0	0	0	0	0
Cell-enriched-vOTU_7823	0	4.5116377	0	0	0	0	0	0
Cell-enriched-vOTU_7824	0	4.5030117	0	0	0	0	0	0
Cell-enriched-vOTU_7825	4.498217	0	0	0	0	0	0	0
Cell-enriched-vOTU_7826	0	4.495532	0	0	0	0	0	0
Cell-enriched-vOTU_7827	0	4.495414	0	0	0	0	0	0
Cell-enriched-vOTU_7828	0	4.4845533	0	0	0	0	0	0
Cell-enriched-vOTU_7829	0	4.476232	0	0	0	0	0	0
Cell-enriched-vOTU_7830	0	4.474436	0	0	0	0	0	0
Cell-enriched-vOTU_7831	0	0	0	0	0	0	4.4730654	0
Cell-enriched-vOTU_7832	0	2.8654873	0	0	0	0	0	1.6056021
Cell-enriched-vOTU_7833	0	0	0	0	0	0	0	4.470145
Cell-enriched-vOTU_7834	0	0	0	0	0	0	0	4.4658546
Cell-enriched-vOTU_7835	0	4.464313	0	0	0	0	0	0
Cell-enriched-vOTU_7836	0	0	0	4.4499946	0	0	0	0
Cell-enriched-vOTU_7837	0	4.4384656	0	0	0	0	0	0
Cell-enriched-vOTU_7838	4.4379687	0	0	0	0	0	0	0
Cell-enriched-vOTU_7839	0	4.420615	0	0	0	0	0	0
Cell-enriched-vOTU_7840	0	0	0	0	0	0	0	4.4159536
Cell-enriched-vOTU_7841	0	4.407295	0	0	0	0	0	0
Cell-enriched-vOTU_7842	0	4.400615	0	0	0	0	0	0
Cell-enriched-vOTU_7843	0	4.392359	0	0	0	0	0	0
Cell-enriched-vOTU_7844	0	4.389011	0	0	0	0	0	0
Cell-enriched-vOTU_7845	0	4.3877296	0	0	0	0	0	0
Cell-enriched-vOTU_7846	0	0	0	0	0	0	0	4.3769445
Cell-enriched-vOTU_7847	0	4.3769393	0	0	0	0	0	0
Cell-enriched-vOTU_7848	0	0	0	0	0	0	0	4.3664646
Cell-enriched-vOTU_7849	0	4.360687	0	0	0	0	0	0
Cell-enriched-vOTU_7850	0	4.358359	0	0	0	0	0	0
Cell-enriched-vOTU_7851	0	4.353461	0	0	0	0	0	0
Cell-enriched-vOTU_7852	0	4.3532286	0	0	0	0	0	0
Cell-enriched-vOTU_7853	0	0	0	0	0	0	0	4.3465204
Cell-enriched-vOTU_7854	0	4.327873	0	0	0	0	0	0
Cell-enriched-vOTU_7855	0	4.322152	0	0	0	0	0	0
Cell-enriched-vOTU_7856	0	4.321441	0	0	0	0	0	0
Cell-enriched-vOTU_7857	0	4.3193283	0	0	0	0	0	0
Cell-enriched-vOTU_7858	4.3141694	0	0	0	0	0	0	0
Cell-enriched-vOTU_7859	0	4.311307	0	0	0	0	0	0
Cell-enriched-vOTU_7860	0	4.3089423	0	0	0	0	0	0
Cell-enriched-vOTU_7861	0	4.302092	0	0	0	0	0	0
Cell-enriched-vOTU_7862	0	4.298968	0	0	0	0	0	0
Cell-enriched-vOTU_7863	0	4.2980933	0	0	0	0	0	0
Cell-enriched-vOTU_7864	0	0	0	0	0	0	4.2978716	0
Cell-enriched-vOTU_7865	0	4.282167	0	0	0	0	0	0
Cell-enriched-vOTU_7866	0	4.276905	0	0	0	0	0	0
Cell-enriched-vOTU_7867	0	4.273643	0	0	0	0	0	0
Cell-enriched-vOTU_7868	0	0	0	0	0	0	0	4.271441
Cell-enriched-vOTU_7869	0	4.2709565	0	0	0	0	0	0
Cell-enriched-vOTU_7870	0	4.2688937	0	0	0	0	0	0
Cell-enriched-vOTU_7871	0	4.2650614	0	0	0	0	0	0
Cell-enriched-vOTU_7872	0	0	4.26297	0	0	0	0	0
Cell-enriched-vOTU_7873	0	0	0	4.252572	0	0	0	0
