vOTUs	profile	Kindom	Phylum	Class	Order	Family
KSW-cf_coassembly_k141_2752450||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_514298||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2594811||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1732828||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_161554	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_905899||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3126506	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1357232||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_680960||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_942124||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6090_length_7302_cov_7.173727	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_6500_length_7304_cov_6.581735||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_89053||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2735924	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3503736||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_301_length_7346_cov_28.857084||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_8780_length_7298_cov_4.961480||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_332042||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_959967||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_914_length_7491_cov_7.727004||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_817722||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_414225||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_821276||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7327_length_7371_cov_7.939448||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_651864||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2212673||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_343812||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_523375||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_953_length_7289_cov_9.445120	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_8796_length_7289_cov_44.140724||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1551518||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2930361||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_684932||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_934_length_7406_cov_6.693647||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6107_length_7285_cov_15.529322	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3682312	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2995498	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_380_length_7285_cov_171.417981||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_689880||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_57729||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_79170||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2605941	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_6529_length_7279_cov_5.125554	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_8809_length_7279_cov_4.922896	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1008121||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_509363||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7003_length_7277_cov_7.528247	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3846300||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_958_length_7279_cov_12.686047||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_662815||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_924889||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_746559||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_305_length_7273_cov_6.620809	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3586831||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7446_length_7274_cov_5.140601||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7394_length_7317_cov_16.564170||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1249499||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1359611||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_147002	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1601861||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_155_length_7268_cov_6.191599	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3080232	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1360404_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_703179||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_742_length_7266_cov_5.279573||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_142485||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_915545||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3537646||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1369031	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1487191||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7025_length_7261_cov_7.374549||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_336382||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_837026||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6142_length_7257_cov_3.922938	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2154389	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_724181||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_208993||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2193385	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2348902	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7848_length_7255_cov_5.164861||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_99_length_7745_cov_9.093758||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_490318||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3699265	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_906744||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6147_length_7253_cov_12.142956||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2380341||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2678553||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_720_length_7385_cov_85.032469||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_367600||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2296252||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_383_length_7268_cov_7.843477||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_7403_length_7249_cov_16.294551||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_306_length_7248_cov_87.051300||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_950498	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2565562||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_946_length_7327_cov_6.531216||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_845866||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_510792	Classified	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae
KSW-C0_1_C_NODE_7046_length_7246_cov_6.841190	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_616219||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2423790||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_381550||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_747_length_7245_cov_11.776356||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1869436||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_6568_length_7243_cov_15.661241	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_884113||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2499591	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_379_length_7301_cov_152.650152||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_968_length_7241_cov_48.314083	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3174155||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_971_length_7240_cov_9.319694||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_729_length_7344_cov_6.801756||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_325691||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1336519||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_965883||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_748_length_7237_cov_21.249791||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_848890||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1249185||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3152307||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_C_NODE_4451_length_10854_cov_43.692657||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_880081||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2660853	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1876572	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_501514	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_8892_length_7234_cov_5.205042||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3746640||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2446626||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7757_length_7332_cov_4.657414||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_736_length_7300_cov_4.314286||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1906936	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7069_length_7226_cov_14.187003||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_385_length_7225_cov_8.871269	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2687891	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_832245||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2714144||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2238611||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1640656||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_447477||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_251170||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_396896||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1762273	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_28620||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1342097||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_774065||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2229319||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_298_length_7219_cov_5.272613||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1876398	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2431886||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2461458||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_318151||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_99672||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-cf_coassembly_k141_1953805||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2734053	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6198_length_7217_cov_8.665875||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_954797||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_666843||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6205_length_7211_cov_6.289827	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7910_length_7213_cov_5.931126||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_266111	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_977_length_7213_cov_6.936714||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7090_length_7209_cov_8.649846||lt2gene	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_753_length_7211_cov_68.820291||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_9470	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_577252||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7095_length_7207_cov_7.698965||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_210749||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1055463||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_742930||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_C_NODE_7526_length_7206_cov_6.536009||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_1019167||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_399720||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_606900||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_372_length_7343_cov_75.571762||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1228133	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1956102||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_117_length_7201_cov_13.517772||full	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-T0_2_V_NODE_172_length_7201_cov_9.104114||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_806047||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1873931	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3959478||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_V_NODE_982_length_7198_cov_15.676046||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_160529	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1842292||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1488257||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_472569||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_89369||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_15901||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_305788	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_337009	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_866584||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_317167||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_78993||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_170_length_7285_cov_6.484509||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-T0_2_C_NODE_7939_length_7190_cov_15.902032	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_1655462||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_304_length_7192_cov_7.089113||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_550034||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1835673||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_330468||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_885175||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_4029786	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2415553||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2904204	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_947800	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2377829||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_551436||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2045977	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_760_length_7185_cov_4.738990||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_488656||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2212296	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2931258||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_V_NODE_160_length_7179_cov_6.889809||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_559865	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2154284||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_2087470||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_307_length_7230_cov_8.574077||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1069260||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7962_length_7173_cov_5.877353	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_3953516||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_362209||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_403118	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_1_V_NODE_314_length_7171_cov_4.736790	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_392_length_7170_cov_8.375545	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_2006||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_426271||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1601149||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_939297	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3962671	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_V_NODE_175_length_7166_cov_36.035157||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9025_length_7164_cov_4.150513||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3970233	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2383579	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_348894||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_634566||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6098_length_7292_cov_8.609230||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_148951||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3965677||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_10333||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_1_V_NODE_297_length_7242_cov_5.335049||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_469852||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_660575||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_764_length_7155_cov_5.654789	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_252700||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3468313||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3831593||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_597939	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4541053||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3262635||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_4495031||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_4029813||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_51322	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1320343||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_791708||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_410445||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_732671||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2294837||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_221892||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_75832||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_416830||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_1_V_NODE_765_length_7148_cov_4.006767||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1026151||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_674942	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_114274	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3503662||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_210756||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_336769||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2128511||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_1_C_NODE_7173_length_7143_cov_4.933973	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_946759||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_566877	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6284_length_7145_cov_7.286742||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6293_length_7140_cov_15.646013	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_741476	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_V_NODE_120_length_7140_cov_11.136768	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1729645||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_669732||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_3911313	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_351803||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_2nd_assembly_k141_188404	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_892780	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6294_length_7140_cov_9.608469||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_833646||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_2089911||full_1	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_176067||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7804_length_7290_cov_11.669247||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_846916||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_37880	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_421163||full	Classified	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae
KSW-C72_2_V_NODE_366_length_7415_cov_12.676766||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_9079_length_7135_cov_11.549011||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_516869||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_C_NODE_6717_length_7131_cov_5.210430||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-T0_2_C_NODE_7740_length_7339_cov_4.278968||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-vf_coassembly_k141_432259||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_650996||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_3015303||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_385140	Unclassified	Viruses	NA	NA	NA	NA
KSW-C0_2_C_NODE_6305_length_7126_cov_8.381276	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_364607||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-C72_2_V_NODE_386_length_7224_cov_558.355838||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-megahit_k141_1059636||full	Unclassified	Viruses	NA	NA	NA	NA
