vOTUs	profile	Kindom	Phylum	Class	Order	Family
KSW-cf_coassembly_k141_5762||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_277224||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_V_NODE_114_length_13087_cov_21.738413||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3310274||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3552411||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_264132||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3683921||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C72_1_V_NODE_92_length_13042_cov_22.240702	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_232_length_13044_cov_4.931480||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_313114||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_774129	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C72_1_C_NODE_3473_length_13144_cov_14.293223||full	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-cf_coassembly_k141_3852685||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_180146	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-megahit_k141_402735||full_1	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_234_length_13011_cov_4.429068||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2247994||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_495396||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_857565||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T0_1_V_NODE_98_length_13000_cov_19.876246||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_889429||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3520474||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_3144924||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3264694||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1075088||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_568459||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_3526_length_12984_cov_5.214943||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_811509||full_1	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_28940||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_3244300||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1373284||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_185887	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1399676	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-vf_coassembly_k141_318862||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_896656	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_1_C_NODE_3429_length_12981_cov_7.196039||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3682399||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-C0_2_V_NODE_35_length_12960_cov_11.115304||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_3128163||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-megahit_k141_621556||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_2910_length_12920_cov_10.580801	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_1_C_NODE_3452_length_12918_cov_22.827023||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_2789_length_13321_cov_14.505578||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3277617||full	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-cf_coassembly_k141_474472||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-T72_1_V_NODE_237_length_12911_cov_7.663581||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_2_V_NODE_338_length_12924_cov_17.199238||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1045928||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1403086||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_1636327||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_C_NODE_3966_length_12984_cov_12.706396||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae
KSW-vf_coassembly_k141_875950	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1020336||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1782930||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-T72_1_V_NODE_241_length_12892_cov_5.982005	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-T72_2_C_NODE_4011_length_12888_cov_9.440583||full	Unclassified	Viruses	NA	NA	NA	NA
KSW-cf_coassembly_k141_500123||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_1_V_NODE_49_length_12878_cov_8.473134||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_1_C_NODE_3362_length_12874_cov_21.944067||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_1_V_NODE_94_length_12873_cov_4.484085	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3461657||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2744029||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1722439||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_3578890||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_22904	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-vf_coassembly_k141_681849||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_2557831||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3116019||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-T72_1_V_NODE_245_length_12863_cov_44.345331||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_3565_length_12860_cov_6.106130||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_1155827||full	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-vf_coassembly_k141_522816||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3351320||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-vf_coassembly_k141_574967||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1903013||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_V_NODE_117_length_12843_cov_6.483422||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_2_C_NODE_4032_length_12843_cov_4.895918||full	Classified	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	unclassified Nucleocytoviricota
KSW-T72_1_V_NODE_240_length_12900_cov_59.466485||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1648699||full_1	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_400718||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_320012||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_1021071||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_765364||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2887561	Unclassified	Viruses	NA	NA	NA	NA
KSW-T72_2_C_NODE_4051_length_12812_cov_7.405503||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_38891||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_2941_length_12807_cov_5.306619	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-vf_coassembly_k141_383005||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-cf_coassembly_k141_969829||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_228712	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-vf_coassembly_k141_905659||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-vf_coassembly_k141_248860||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2589444||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_246_length_12791_cov_5.627041||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2006856||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified Caudovirales
KSW-C0_2_C_NODE_2924_length_12861_cov_25.198345||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-T72_1_C_NODE_2589_length_15283_cov_6.933281||full_1	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_941058||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_656819	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_387453	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2921254||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_4026448||full	Classified	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_599862||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1443781||full	Classified	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
