vOTUs	Kindom	Phylum	Class	Order	Family
KSW-T72_2_C_NODE_425_length_45502_cov_60.600942||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_1_C_NODE_536_length_45756_cov_25.408722||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2569703||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_1_C_NODE_549_length_44978_cov_57.988759||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3315841||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_307544||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_488963||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3710460||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_434777||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_2_V_NODE_27_length_44390_cov_19.515823||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1647831||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_285073||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_406_length_43785_cov_13.376218||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_C_NODE_408_length_43691_cov_11.261390||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_V_NODE_15_length_50049_cov_26.043245_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3946151||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_1086528||full_1	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2940058||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2429596||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_283411	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_V_NODE_14_length_43368_cov_28.636599||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_199752||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_949966||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_455201||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3860287||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1965493||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_2_C_NODE_477_length_42929_cov_9.801138||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_211196||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-C0_2_C_NODE_428_length_42553_cov_22.885806||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_1_C_NODE_618_length_42525_cov_11.417919||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_C_NODE_479_length_42403_cov_301.997898||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2330251	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_436_length_42263_cov_10.589154||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_945783||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_511798	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_C_NODE_440_length_42109_cov_22.726994||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_9_length_279624_cov_53.342037||0_partial_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2333128||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_1_C_NODE_523_length_41883_cov_24.190781||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_156243||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2299122||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_344446||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_2337537||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_134273||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_549305||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2260779||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_1_V_NODE_18_length_41262_cov_25.976824||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-T72_1_V_NODE_19_length_40837_cov_17.001618||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2864348||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_145902||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1957116||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3460288||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3835268||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_150215||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_541_length_40258_cov_32.104793||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_1_C_NODE_508_length_40898_cov_95.112724||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T0_2_V_NODE_5_length_40186_cov_52.996935||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_835109||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1082577_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1662068	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_2_V_NODE_6_length_39828_cov_7.763156	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_187015||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_3191919||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3117412||full_1	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1909682||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_2072127||full_1	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-megahit_k141_494444||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_3273793||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-T72_1_C_NODE_562_length_38908_cov_21.077266||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-C0_1_C_NODE_708_length_39455_cov_24.055812||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1688035	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T0_2_V_NODE_8_length_38784_cov_9.693201||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T0_2_V_NODE_7_length_38875_cov_7.603194||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_2517118||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_1_C_NODE_610_length_38647_cov_22.665138||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3938112||0_partial	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-C72_2_V_NODE_8_length_38542_cov_10.219763||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1357849||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_V_NODE_2_length_38543_cov_8.248025||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_396850	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1024216||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1187577||full_1	Viruses	Nucleocytoviricota	Megaviricetes	Pandoravirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2293631||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_491320	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_1_V_NODE_20_length_38304_cov_18.292060||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_229447||full	Viruses	Nucleocytoviricota	Megaviricetes	Pandoravirales	other_Nucleocytoviricota
KSW-C72_2_V_NODE_9_length_38173_cov_10.612676||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2002984||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_2331597||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_123367||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T72_1_C_NODE_589_length_37970_cov_308.156191||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3523406	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1041651||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_862473	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2771389||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_2_C_NODE_608_length_38588_cov_125.649599||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T0_1_C_NODE_890_length_37449_cov_7.649249||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_218393||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2747443||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_2647743||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T72_1_C_NODE_608_length_37192_cov_33.160002||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_675199||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_29252||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_1_C_NODE_785_length_37023_cov_55.674692	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_184500||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-C0_2_C_NODE_553_length_36980_cov_18.403114	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2577953||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-vf_coassembly_k141_184913||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_2227610||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_485893||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1516527||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1006083||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3034231||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-C0_2_C_NODE_569_length_36505_cov_40.669355||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_V_NODE_11_length_36397_cov_17.552116||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-T0_2_V_NODE_11_length_36393_cov_33.291348||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_2_C_NODE_701_length_36305_cov_11.742703||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-C0_1_C_NODE_816_length_36228_cov_43.108534	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_581_length_36223_cov_30.313316||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_698034||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-vf_coassembly_k141_307385||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1261882||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1415709||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_3357445	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_591_length_35854_cov_10.741194	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-cf_coassembly_k141_2059660||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2959522	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_1483930	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C72_2_C_NODE_653_length_36155_cov_228.472909||full	Viruses	Nucleocytoviricota	Megaviricetes	Pandoravirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_685034||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2913243||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3249017||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_1016457||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-cf_coassembly_k141_1960022||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_2_C_NODE_525_length_41385_cov_134.747883||full_1	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_109087||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_458117	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1639661||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1649852||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_689929||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-C72_1_C_NODE_472_length_43389_cov_17.184659||full_1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_739781||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2127656||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C72_1_C_NODE_745_length_34830_cov_31.827865||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-C72_1_C_NODE_738_length_34913_cov_50.832062||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3439591||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1116323||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-C0_2_V_NODE_3_length_34709_cov_12.949241||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-T0_1_V_NODE_8_length_34924_cov_52.617138||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T0_1_V_NODE_9_length_34741_cov_120.764429||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_coassembly_k141_290322||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_2_C_NODE_693_length_34977_cov_28.217055||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_92597||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_2450099||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-vf_coassembly_k141_4293||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C0_2_V_NODE_4_length_34366_cov_134.031273||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-megahit_k141_124861||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_822524||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-vf_coassembly_k141_697978||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-T72_2_V_NODE_43_length_34268_cov_198.030719||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_1362162||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	Mimiviridae
KSW-C0_1_C_NODE_887_length_34223_cov_33.658101||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_487120||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1119482	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_645211||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae
KSW-cf_2nd_assembly_k141_999355||full	Viruses	Nucleocytoviricota	Megaviricetes	Pandoravirales	other_Nucleocytoviricota
KSW-C0_2_C_NODE_653_length_33993_cov_26.331487||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-cf_coassembly_k141_1246364||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3958939||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-vf_coassembly_k141_184612||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_3068096||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3381873||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-T72_2_C_NODE_795_length_34451_cov_619.012967||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_3114644||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Prasinoviridae
KSW-C72_1_C_NODE_786_length_33769_cov_11.422614	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-cf_coassembly_k141_1926876||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_2_C_NODE_815_length_34070_cov_143.807026||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-megahit_k141_59708||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae
KSW-T72_1_C_NODE_711_length_33673_cov_46.460200||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-T72_1_V_NODE_32_length_33674_cov_23.954787||full	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae
KSW-cf_coassembly_k141_414558||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
KSW-C72_1_C_NODE_784_length_33818_cov_24.900660||full	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	other_Nucleocytoviricota
KSW-C0_1_C_NODE_915_length_33586_cov_21.614327||full	Viruses	Nucleocytoviricota	Megaviricetes	UNCLASSIFIED	other_Nucleocytoviricota
KSW-cf_coassembly_k141_1255669||full	Viruses	Nucleocytoviricota	Megaviricetes	Imitervirales	other_Nucleocytoviricota
KSW-cf_coassembly_k141_2168503||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-C0_2_C_NODE_680_length_33470_cov_36.532336	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-vf_coassembly_k141_545001||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae
KSW-megahit_k141_920159||full	Viruses	Nucleocytoviricota	UNCLASSIFIED	UNCLASSIFIED	other_Nucleocytoviricota
KSW-vf_coassembly_k141_76949||full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	other_Caudovirales
