Contig	C0_1_V	C0_2_V	C63_1_V	C63_2_V	T0_1_V	T0_2_V	T63_1_V	T63_2_V
KSW-vf_coassembly_k141_970669||full	0	0	0	1.5314344	0	0	1.4615093	1.0597825
KSW-vf_coassembly_k141_481953||full	0	0	2.364479	2.1515207	1.199616	1.3013967	1.1569042	0
KSW-vf_coassembly_k141_866457||full	0	0	1.2913351	0	1.6624045	0	0.67094696	0
KSW-vf_coassembly_k141_692273||full	0	0	0	0	0	0	0	2.7123308
KSW-vf_coassembly_k141_796191||full	0	0	2.1947322	0	0	0	1.9124295	0.83125955
KSW-vf_coassembly_k141_101242||full	0	0	0	0	0	0	0.8516896	0
KSW-vf_coassembly_k141_588626||full	14.263641	0	7.1345553	34.84868	10.684034	0	49.4013	22.425568
KSW-vf_coassembly_k141_935654||full	0	0	6.487285	1.1666228	3.9561675	0	4.15193	1.6277543
KSW-vf_coassembly_k141_344446||full	0	0	0	0	2.8079278	0	1.5650556	0
KSW-vf_coassembly_k141_548402||full	0	0	0	0	0	0	0.8752634	0
KSW-vf_coassembly_k141_275792||full	0	0	0	0	1.4340441	0	0	0
KSW-vf_coassembly_k141_548463||full	0	0	0	0	0	0	0.83053684	2.674104
KSW-vf_coassembly_k141_239718||full	0	0	0	0	0	0	0.9617066	0
KSW-vf_coassembly_k141_309251||full	0	0	0	0	1.7579777	0	3.8286254	1.9029388
KSW-vf_coassembly_k141_971507||full	0	0	2.9156158	0	0	0	0.5297198	0
KSW-vf_coassembly_k141_829525||full	0	0	0	0	0	0	0.6985042	0
KSW-vf_coassembly_k141_548880||full	0	0	0	0	1.3504723	0	0.82556075	0
KSW-vf_coassembly_k141_1006366||full	0	0	0	0	0	0	1.2863636	1.4837117
KSW-vf_coassembly_k141_763890||full	0	0	0	0	0	0	1.4967577	0
KSW-vf_coassembly_k141_867710||full	0	0	0	0	0	0	0.6712459	0
KSW-vf_coassembly_k141_450153||full	0	0	1.108774	0	0	0	1.4111695	0
KSW-vf_coassembly_k141_549305||full	2.4334311	2.2497535	2.264159	1.6665937	4.4691505	0	2.5053246	1.8554285
KSW-vf_coassembly_k141_310331||full	0	0	0	0	1.4900882	0.9570181	0	0
KSW-vf_coassembly_k141_764274||full	0	0	1.3923132	2.2927036	2.2666628	0	15.051251	6.353571
KSW-vf_coassembly_k141_624417||full	0	0	0	0	0	0	1.3361474	0
KSW-vf_coassembly_k141_240847||full	0	0	1.6854945	0	2.458767	0	2.433347	0.92055386
KSW-vf_coassembly_k141_902599||full	1.7314353	2.7564785	0	0	0	0	0	0
KSW-vf_coassembly_k141_549613||full	0	0	0.9125622	1.8989646	3.2058463	0	1.6793956	0.7891817
KSW-vf_coassembly_k141_518831||full	0	0	0	0.7328542	0	0	0	0
KSW-vf_coassembly_k141_381471||full	0	0	0	1.0427647	2.2740927	0	1.7390357	0
KSW-vf_coassembly_k141_103017||full	0	0	0	0	0	0	0.844617	0
KSW-vf_coassembly_k141_63359||full	0	0	2.7038758	0	1.4120153	0	1.9916463	0.8661557
KSW-vf_coassembly_k141_103111||full	0	0	1.4192214	0	0	0	0.5948117	0
KSW-vf_coassembly_k141_277558||full	0	0	0	1.872759	0	0	5.0066843	4.6989646
KSW-vf_coassembly_k141_346054||full	0	0	1.7779886	0	1.9033836	0	1.3368589	0
KSW-vf_coassembly_k141_902986||full	2.5484102	0	1.3488941	1.6417919	2.518873	0	2.4137287	0.9534656
KSW-vf_coassembly_k141_63511||full	0	0	0	0	0	0	4.214254	1.2047205
KSW-vf_coassembly_k141_590545||full	1.9106572	0	0	1.3378698	3.054119	0	1.1878085	0
KSW-vf_coassembly_k141_277641||full	0	0	0	0	2.5958285	0	0.6106705	0
KSW-vf_coassembly_k141_1007489||full	0	0	3.486684	0.90144026	0	0	2.2166343	0.92706054
KSW-vf_coassembly_k141_519392||full	0	0	0	0	1.2804759	0	0	0
KSW-vf_coassembly_k141_625247||full	0	0	0	0	0	0	5.3143764	7.1119084
KSW-vf_coassembly_k141_103384||full	0	0	0	0.877121	0	0	6.655963	2.6107452
KSW-vf_coassembly_k141_484674||full	0	0	0	1.9623206	0	0	3.2582307	1.8175827
KSW-vf_coassembly_k141_868792||full	4.145266	0	2.5389361	1.1395377	6.393691	1.0017184	2.2462277	0
KSW-vf_coassembly_k141_241865||full	0	2.5255275	0	0	0	0	0	0
KSW-vf_coassembly_k141_278105||full	0	0	0	0	1.8638517	0	1.6044104	0.9435079
KSW-vf_coassembly_k141_32210||full	0	0	0	0	1.4319674	0	1.2704277	0
KSW-vf_coassembly_k141_591033||full	2.8540072	2.8475947	4.3324275	5.463888	7.592054	7.799061	2.8533516	2.345929
KSW-vf_coassembly_k141_382315||full	0	0	0	0	0	0	3.7772899	9.561606
KSW-vf_coassembly_k141_346960||full	0	0	1.0334519	0	0	0	0.90550107	0.79519904
KSW-vf_coassembly_k141_173743||full	0	0	0	0	0	0	0	0.84769005
KSW-vf_coassembly_k141_903929||full	0	0	0	1.6081973	0	0	5.191424	14.513297
KSW-vf_coassembly_k141_765364||full	0	0	0	0	0	0	1.3155652	0
KSW-vf_coassembly_k141_485432||full	0	0	0	0	3.7237353	1.2447624	0	0
KSW-vf_coassembly_k141_64495||full	0	0	1.4776182	1.5162231	0	0	0.90078026	0
KSW-vf_coassembly_k141_347137||full	0	0	3.7265148	0	1.9161528	0	2.076103	1.111711
KSW-vf_coassembly_k141_626011||full	0	0	0	1.5515504	0	0	3.3605843	5.4869437
KSW-vf_coassembly_k141_765577||full	0	2.9672143	3.2169528	6.469337	4.907462	1.6065974	5.9245853	2.8518877
KSW-vf_coassembly_k141_869767||full	0	0	21.780668	2.2372339	0	0	1.2177422	0
KSW-vf_coassembly_k141_626291||full	0	0	4.612803	2.5449266	1.6170466	1.6283737	1.9579214	1.8470339
KSW-vf_coassembly_k141_347570||full	0	0	3.1709075	4.239082	4.4447255	1.1226217	3.2760484	1.6721005
KSW-vf_coassembly_k141_904553||full	0	0	0	0	0	0	0.6168957	1.1023973
KSW-vf_coassembly_k141_347574||full	2.4784067	0	0	0	2.418166	0	4.8670096	2.2096753
KSW-vf_coassembly_k141_452390||full	0	0	0	0	0	0	1.5209868	0
KSW-vf_coassembly_k141_208664||full	0	0	0	0	0	0	2.4171538	0.9504103
KSW-vf_coassembly_k141_1008871||full	0	0	26.238268	14.277026	0	0	19.975672	36.057743
KSW-vf_coassembly_k141_243345||full	2.390877	0	0.86610407	1.9262565	2.2624104	1.8077778	1.4289287	0.7499561
KSW-vf_coassembly_k141_313005||full	0	0	0	0	2.3695133	0	0.9451292	7.865828
KSW-vf_coassembly_k141_799705||full	0	0	0	0	0	0	2.6004834	8.028668
KSW-vf_coassembly_k141_799711||full	2.223504	0	1.9935447	0	0	0	0	0
KSW-vf_coassembly_k141_138664||full	0	0	0	0	0	0	1.3259417	1.2774603
KSW-vf_coassembly_k141_833437||full	0	0	0	1.1931754	0	0	1.6478679	1.2475308
KSW-vf_coassembly_k141_552641||full	0	0	0	0	0	0	1.1529462	0
KSW-vf_coassembly_k141_486983||full	0	0	0	1.163601	2.1197987	0	0.86653227	0
KSW-vf_coassembly_k141_833963||full	0	0	0	0.94501704	0	0	0.85583085	0
KSW-vf_coassembly_k141_835109||full	4.905157	3.2114773	8.926494	10.97429	8.934299	4.4478264	8.057685	5.5411453
KSW-vf_coassembly_k141_555980||full	0	0	1.2415091	3.4446337	1.7649244	1.4501493	2.6235147	1.8239492
KSW-vf_coassembly_k141_800773||full	1.6478062	4.5858746	0	0	0	1.7591455	0	0
KSW-vf_coassembly_k141_697978||full	2.7503948	2.009265	2.3857954	4.6185455	7.1610293	1.8727112	5.3264637	4.485543
KSW-vf_coassembly_k141_283683||full	6.945317	3.6845942	4.0832906	5.044241	10.942227	3.4263031	5.426658	3.1011965
KSW-vf_coassembly_k141_634274||full	6.411704	4.6104665	4.293177	7.410833	9.800848	4.5416903	6.7384458	5.7995996
KSW-vf_coassembly_k141_989183||full	4.968948	4.814378	3.8794765	5.4871984	8.153118	5.5027356	3.47313	3.7181776
KSW-vf_coassembly_k141_1030543||full	0	2.07073	4.756879	1.1105818	3.4447982	1.1467942	0	0
KSW-vf_coassembly_k141_961753||full	3.980604	12.631402	1.4204663	0	3.697525	6.9246664	0	0
KSW-vf_coassembly_k141_626248||full	3.410535	2.9269812	0	0	1.6463048	3.276505	0	0
KSW-vf_coassembly_k141_1033891||full	2.3962271	3.43034	0	0	0	0	0	0
KSW-vf_coassembly_k141_1035418||full	2.9590292	4.544772	1.6156918	0	2.0176075	2.0933363	0	0
KSW-vf_coassembly_k141_1037893||full	0	3.726856	0	0	0	1.9902625	0	0
KSW-vf_coassembly_k141_841731||lt2gene	0	0	0	0	0	0	0	0.97937936
KSW-vf_coassembly_k141_807224||lt2gene	0	0	1.2531245	0	1.1948957	0	1.2862006	0
KSW-vf_coassembly_k141_670445||lt2gene	0	0	3.719274	1.3029451	0	0	4.5886445	3.555606
KSW-vf_coassembly_k141_154717||lt2gene	0	0	0	0	0	0	1.0857407	1.3639174
KSW-vf_coassembly_k141_468074||lt2gene	0	0	0	0	0	0	1.0043813	0
KSW-vf_coassembly_k141_510818||lt2gene	0	0	0	0	0	0	0.7678058	0
KSW-C0_1_C_NODE_549_length_44978_cov_57.988759||full	0	0	1.2273134	0	2.4565876	0	10.184741	9.316775
KSW-C0_1_C_NODE_2095_length_19119_cov_15.636330||full	0	0	0	0	0	0	0.9803155	0
KSW-C0_1_C_NODE_5678_length_8604_cov_6.285764||full	0	0	0	0	0	0	0.72280884	0
KSW-C0_1_C_NODE_6351_length_7868_cov_11.203379||full	0	0	0	0	0	0	0.6705205	0
KSW-C0_1_C_NODE_6613_length_7641_cov_19.663591||full	3.3204722	3.5141587	3.2815943	6.2642126	4.8037214	0	10.7639065	6.297902
KSW-C0_1_C_NODE_7874_length_6627_cov_6.622337||full	2.3987594	0	3.146605	1.7090219	3.8261344	0	9.725541	9.50153
KSW-C0_1_C_NODE_8433_length_6284_cov_5.308236||full	0	0	0	0	1.2607607	0	1.7541467	1.3577845
KSW-C0_1_C_NODE_9270_length_5817_cov_5.686914||full	0	0	0	0	0	0	1.7828704	0
KSW-C0_1_C_NODE_10428_length_5292_cov_28.191140||full	0	0	0	0	0	0	0.5341258	0
KSW-C0_1_C_NODE_11046_length_5069_cov_8.616673||full	0	0	0	0	0	0	0.6136383	0
KSW-C0_1_C_NODE_11185_length_5023_cov_23.424718||full	5609.021	2768.1362	4816.905	9218.42	5451.882	2211.0186	6945.657	2964.2007
KSW-C0_2_C_NODE_56_length_93055_cov_25.399753||full	0	0	0	0	0	0	0.8373683	0
KSW-C0_2_C_NODE_406_length_43785_cov_13.376218||full	2.1802118	0	0	0	1.7801695	0	1.524936	0
KSW-C0_2_C_NODE_653_length_33993_cov_26.331487||full	0	0	0	1.0031797	0	0	1.5738927	0
KSW-C0_2_C_NODE_899_length_28158_cov_40.714479||full	0	0	0	1.206197	0	0	0.7727144	1.1888133
KSW-C0_2_C_NODE_1218_length_23255_cov_21.232629||full	0	0	0	0	0	0	0.9180317	0
KSW-C0_2_C_NODE_1468_length_20822_cov_12.047190||full	0	0	0	0	0	0	0.60746443	0
KSW-C0_2_C_NODE_1571_length_19797_cov_25.735994||full	0	0	0	0	0	0	0.73480743	0
KSW-C0_2_C_NODE_1666_length_19124_cov_6.354292||full	142.21107	12.812489	73.0472	116.59285	151.93979	88.25097	121.58295	82.760506
KSW-C0_2_C_NODE_1946_length_17369_cov_29.227735||full	2.173841	0	2.1797667	1.2678499	3.0703123	0	5.5847087	5.439569
KSW-C0_2_C_NODE_3220_length_11982_cov_14.137587||full	380.42773	108.34419	90.41283	564.8798	326.06778	123.802155	789.9474	433.61462
KSW-C0_2_C_NODE_3293_length_11766_cov_6.530527||full	0	0	0	0	1.3080261	0	0	0
KSW-C0_2_C_NODE_3683_length_10813_cov_7.030117||full	7.5592957	4.640438	10.028582	13.166207	22.998167	4.4896264	27.327738	7.5619593
KSW-C0_2_C_NODE_3824_length_10469_cov_17.673901||full	0	0	0	0	0	0	0.77391934	0
KSW-C0_2_C_NODE_4453_length_9396_cov_7.781608||full	0	0	0	0	0	0	0.6728876	0
KSW-C0_2_C_NODE_4714_length_8946_cov_8.617928||full	0	0	0	0	0	0	1.5484929	0
KSW-C0_2_C_NODE_5599_length_7783_cov_7.331263||full	0	0	0	0	0	0	4.382912	0
KSW-C0_2_C_NODE_6079_length_7312_cov_11.123743||full	0	0	0	0	0	0	1.6878424	0
KSW-C0_2_C_NODE_6480_length_6990_cov_8.684932||full	0	0	2.2448	0	3.0738616	0	2.3273838	0
KSW-C0_2_C_NODE_6561_length_6928_cov_7.106795||full	0	0	5.2596664	6.2089205	5.6017594	3.5750594	6.1026464	5.045781
KSW-C0_2_C_NODE_6607_length_6903_cov_20.834112||full	0	0	0	0	0	0	0.69604313	0
KSW-C0_2_C_NODE_6777_length_6776_cov_5.351138||full	103.70289	67.196556	212.13159	166.89185	21.109129	15.29153	168.05795	166.07117
KSW-C0_2_C_NODE_7171_length_6516_cov_5.937161||full	0	0	0	0	0	0	0.59280807	0
KSW-C0_2_C_NODE_7313_length_6426_cov_13.331502||full	0	0	0	2.695074	0	0	2.4268134	4.004163
KSW-C0_2_C_NODE_7880_length_6073_cov_6.740279||full	0	0	0	0	0	0	1.287644	1.5326998
KSW-C0_2_C_NODE_8167_length_5908_cov_16.685290||full	0	0	0	1.4544203	0	0	0	2.3187304
KSW-C0_2_C_NODE_8831_length_5583_cov_5.877533||full	0	0	0	0	0	0	0.52324545	1.3201568
KSW-C0_2_C_NODE_9167_length_5442_cov_16.325413||full	0	0	0	2.802934	1.7918775	0	3.4981682	2.8508031
KSW-C0_2_C_NODE_9939_length_5113_cov_7.787268||full	0	0	1.3468022	0	0	0	1.1058809	0.8598899
KSW-C63_1_C_NODE_256_length_60130_cov_16.488323||full	0	0	0	0	0	0	1.0904827	0
KSW-C63_1_C_NODE_434_length_45987_cov_11.289319||full	0	0	0	0	0	0	0.9564445	4.5076914
KSW-C63_1_C_NODE_813_length_33261_cov_9.665392||full	229.87874	26.065975	488.96097	685.79346	576.59454	241.68019	576.439	462.83936
KSW-C63_1_C_NODE_877_length_31699_cov_7.966218||full	0	0	4.2372746	2.8874974	0	0	8.86719	9.904251
KSW-C63_1_C_NODE_1151_length_27143_cov_7.188940||full	0	0	1.8548244	1.115704	0	0	3.8556552	3.8810446
KSW-C63_1_C_NODE_1334_length_24865_cov_27.211165||full	0	0	0	0	0	0	1.155425	0
KSW-C63_1_C_NODE_1877_length_20013_cov_18.283696||full	0	0	0	0	0	0	0.8424851	0
KSW-C63_1_C_NODE_2217_length_17920_cov_28.804646||full	0	0	0	0	0	0	0.777988	0
KSW-C63_1_C_NODE_2778_length_15464_cov_9.956908||full	9.001863	6.9764485	12.982568	15.426161	13.696719	8.057281	10.719358	8.45753
KSW-C63_1_C_NODE_4916_length_10169_cov_6.127941||full	0	0	0	0	0	0	1.0282723	0
KSW-C63_1_C_NODE_6464_length_8147_cov_5.626915||full	78.36222	50.541763	147.84898	132.95988	16.500784	10.502397	122.5227	119.44769
KSW-C63_2_C_NODE_1088_length_26340_cov_11.663763||full	0	0	0	0	1.4005023	0	2.328052	0.9028932
KSW-C63_2_C_NODE_1744_length_19273_cov_7.193308||full	20.129116	0	94.27085	59.833973	34.452316	35.416496	30.071882	50.679234
KSW-C63_2_C_NODE_2649_length_14365_cov_8.333054||full	0	0	2.204438	8.50968	0	0	9.175104	5.183494
KSW-C63_2_C_NODE_4765_length_9320_cov_10.718834||full	0	0	0	0	0	0	6.254577	4.848455
KSW-C63_2_C_NODE_5620_length_8198_cov_10.765443||full	0	0	0	0	0	0	0.8273867	0
KSW-C63_2_C_NODE_5766_length_8026_cov_7.110400||full	0	0	0	0	0	0	1.6311489	0.7084976
KSW-T0_1_C_NODE_3712_length_12626_cov_20.146766||full	826.0064	56.612877	752.18164	780.54395	1046.9475	522.56964	794.84973	689.7284
KSW-T0_1_C_NODE_4255_length_11243_cov_4.984001||full	152.72166	33.041477	167.99791	218.4024	159.99832	99.41841	176.15231	403.16104
KSW-T0_1_C_NODE_4948_length_9973_cov_4.167473||full	24.358633	0	93.7109	58.762657	28.850708	28.565569	43.081543	79.52012
KSW-T0_1_C_NODE_6834_length_7730_cov_15.865016||full	0	0	0	0	0	0	0	1.9231607
KSW-T0_2_C_NODE_1437_length_27836_cov_7.010151||full	5.6217527	2.755209	6.513464	19.194103	10.430702	10.842011	12.729787	46.556488
KSW-T0_2_C_NODE_5350_length_9997_cov_6.576142||full	0	0	0	1.5553389	0	0	0.97980946	2.3915908
KSW-T0_2_C_NODE_5401_length_9892_cov_22.661990||full	476.43	39.000713	428.09955	405.28784	573.22614	328.68036	396.01163	327.54697
KSW-T0_2_C_NODE_8709_length_6659_cov_5.209570||full	355.78717	19.503073	660.1039	415.8097	430.08054	328.9625	221.09657	484.14923
KSW-T63_1_C_NODE_264_length_54526_cov_36.919719||full	0	0	0	1.8485817	0	0	3.0781517	4.4062443
KSW-T63_1_C_NODE_479_length_42403_cov_301.997898||full	0	0	0	4.735018	0	0	16.455189	87.3331
KSW-T63_1_C_NODE_508_length_40898_cov_95.112724||full	0	0	1.719952	1.328982	0	0	44.66989	174.26045
KSW-T63_1_C_NODE_1171_length_25638_cov_13.520697||full	4.0021124	0	4.686855	16.345367	3.275066	0	77.57317	127.15926
KSW-T63_1_C_NODE_1557_length_21520_cov_10.336455||full	0	0	0	3.5797336	0	0	37.30749	18.06213
KSW-T63_1_C_NODE_2199_length_17099_cov_17.357310||full	52.312798	13.750028	30.790033	197.71666	39.288082	9.800988	406.11444	242.97092
KSW-T63_1_C_NODE_3763_length_11791_cov_11.793967||full	0	0	0	5.947204	0	0	39.933197	46.484756
KSW-T63_1_C_NODE_8373_length_6662_cov_19.368246||full	0	0	0	2.5603	0	0	0	2.8529434
KSW-T63_2_C_NODE_1041_length_29862_cov_595.431107||full	0	0	0	5.0324984	0	0	17.8433	97.34701
KSW-T63_2_C_NODE_1413_length_25161_cov_10.240938||full	0	0	1.3832545	6.049593	0	1.1586901	15.193895	72.612976
KSW-T63_2_C_NODE_1561_length_23595_cov_26.953398||full	41.142506	6.5976443	12.660466	198.177	22.905094	5.3549137	497.74457	306.2791
KSW-T63_2_C_NODE_2542_length_17424_cov_6.178652||full	0	0	0	1.236941	2.2210617	1.6235867	9.638985	20.852
KSW-T63_2_C_NODE_3720_length_13579_cov_7.383319||full	32.27641	0	115.35384	79.20788	41.75423	34.314663	56.3171	118.13418
KSW-T63_2_C_NODE_4051_length_12812_cov_7.405503||full	23.240181	0	83.1992	53.409317	24.727125	23.879284	46.298157	90.965805
KSW-T63_2_C_NODE_6357_length_9293_cov_16.311215||full	410.4515	27.076342	391.69366	371.48587	509.2164	297.61368	361.62125	314.77365
KSW-T63_2_C_NODE_7502_length_8214_cov_4.751440||full	123.799355	24.274933	163.98785	200.60999	112.31034	78.150154	168.51968	385.61044
KSW-T63_2_C_NODE_9659_length_6814_cov_52.871135||full	0	0	0	0	0	0	11.188694	54.218563
KSW-T63_2_C_NODE_10009_length_6631_cov_4.161344||full	0	0	0	0	0	0	0	1.1699132
KSW-T63_2_C_NODE_11255_length_6071_cov_5.582114||full	0	0	0	0	0	0	1.2108729	47.99235
KSW-T63_2_C_NODE_13132_length_5396_cov_3.946265||full	0	0	0	0	0	0	0	0.65258706
KSW-T63_2_C_NODE_14270_length_5065_cov_38.808184||full	0	0	0	0	0	0	6.0842013	36.12594
KSW-C63_1_C_NODE_1978_length_19342_cov_30.430031||full	0	0	4.200386	0	0	0	0.55669606	0
KSW-C63_2_C_NODE_9139_length_5604_cov_10.614705||full	6.2249293	19.032104	176.39929	2962.016	4.3226857	9.288116	4659.5117	2587.4995
KSW-cf_coassembly_k141_3361606||full	0	0	0	0	0	0	3.900076	1.4286954
KSW-cf_coassembly_k141_807623||full	0	0	0	0	0	0	0.8773247	0
KSW-cf_coassembly_k141_1749215||full	0	0	0.9842066	1.4966525	0	0	1.4595873	3.980715
KSW-cf_coassembly_k141_808039||full	0	0	0	0	0	0	0.6320727	0
KSW-cf_coassembly_k141_2152958||full	0	0	0	0	0	0	0	2.3562853
KSW-cf_coassembly_k141_1481330||full	88.18591	50.01553	176.46497	155.2843	20.051636	11.012988	169.89114	170.33
KSW-cf_coassembly_k141_3229709||full	0	0	0	6.756774	0	0	26.42231	127.516235
KSW-cf_coassembly_k141_137679||full	0	0	0	0	0	0	0	1.1747301
KSW-cf_coassembly_k141_2424595||full	7.026983	6.7213454	10.536712	12.958742	10.814221	6.429396	8.418669	6.9766216
KSW-cf_coassembly_k141_1484211||full	0	0	0	0	0	0	0.9988636	0
KSW-cf_coassembly_k141_2693812||full	0	0	0	1.0704997	0	0	0.8172761	1.7262601
KSW-cf_coassembly_k141_2694852||full	0	0	0	0	0	0	1.2170088	0
KSW-cf_coassembly_k141_1619885||full	0	0	0	0	0	0	2.4654617	1.4116217
KSW-cf_coassembly_k141_948678||full	5.987151	2.5062585	2.5439348	0	5.254668	0	3.3196452	0
KSW-cf_coassembly_k141_3100861||full	4.319871	2.2694337	1.9800639	4.0760407	5.770229	1.7474648	21.936028	16.330343
KSW-cf_coassembly_k141_3369559||full	0	0	0	4.9850245	0	0	20.881279	125.40007
KSW-cf_coassembly_k141_3504452||full	0	0	0	0	0	0	0.47344598	0
KSW-cf_coassembly_k141_2832501||full	0	0	0	0	0	0	1.7920415	0
KSW-cf_coassembly_k141_949966||full	0	0	0	0	0	0	1.0924102	0
KSW-cf_coassembly_k141_3908794||full	0	0	0	0	0	0	0.5984526	0
KSW-cf_coassembly_k141_1758007||full	0	0	0	0	0	0	0.84906054	0
KSW-cf_coassembly_k141_1623555||full	0	0	0	0	0	0	1.5330611	1.0446526
KSW-cf_coassembly_k141_1490573||full	0	0	0	0	0	0	3.170388	1.5323448
KSW-cf_coassembly_k141_1357232||full	0	0	0	0.9335545	0	0	0	0.9376494
KSW-cf_coassembly_k141_821276||full	160.5366	31.14933	272.97275	367.223	165.77527	99.16599	357.87924	869.33276
KSW-cf_coassembly_k141_1627265||full	293.22824	229.10875	288.824	272.98883	398.9433	172.65517	265.92416	151.45798
KSW-cf_coassembly_k141_3915233||full	0	0	0	0	1.5399643	0	1.5075213	0
KSW-cf_coassembly_k141_149473||full	0	0	0	0	0	0	1.3918887	1.153728
KSW-cf_coassembly_k141_1763883||full	243.17422	195.80084	229.45409	213.0284	309.15436	149.04515	203.39998	112.58504
KSW-cf_coassembly_k141_421876||full	0	0	0	0	0	0	0.8803905	0
KSW-cf_coassembly_k141_2572930||full	0	0	0	0	0	0	0.5608721	0
KSW-cf_coassembly_k141_1228213||full	0	0	0	0	0	0	0	2.2651916
KSW-cf_coassembly_k141_3247831||full	205.08566	43.75778	146.76024	221.23312	270.52472	155.57695	185.23369	384.372
KSW-cf_coassembly_k141_3515516||full	0	0	0	0	0	0	0.8153117	0
KSW-cf_coassembly_k141_692747||full	22.455435	17.648706	33.16612	37.113808	38.94169	13.501171	40.252625	29.800762
KSW-cf_coassembly_k141_1767250||full	0	0	0	0	0	0	1.0988994	2.0997891
KSW-cf_coassembly_k141_2709918||full	0	0	2.0804532	1.5551665	0	0	1.93496	0.8629036
KSW-cf_coassembly_k141_2844669||full	0	0	0	0	0	0	1.7375121	6.597427
KSW-cf_coassembly_k141_155088||full	0	0	0	0	0	0	0.6612039	0
KSW-cf_coassembly_k141_290322||full	0	0	4.8465915	1.7163197	5.1922007	0	9.739723	3.3271437
KSW-cf_coassembly_k141_2308068||full	0	0	0	0	0	0	0.5285628	0
KSW-cf_coassembly_k141_561120||full	0	0	0	0	0	0	0	1.3924907
KSW-cf_coassembly_k141_2575734||full	0	0	1.8026863	7.3452377	1.3664765	1.6195031	18.53592	84.63225
KSW-cf_coassembly_k141_3787143||full	0	0	3.397849	0.902997	0	0	8.631721	6.9902596
KSW-cf_coassembly_k141_3383691||full	0	0	0	0.8387095	0	0	0	0
KSW-cf_coassembly_k141_1097586||full	444.09207	22.546124	813.1462	514.76965	503.77325	350.33258	293.9985	706.7955
KSW-cf_coassembly_k141_2847069||full	0	0	1.8573401	0	0	0	2.3902879	0
KSW-cf_coassembly_k141_2174590||full	0	0	7.145965	2.2305222	3.3580067	0	8.770938	7.1232657
KSW-cf_coassembly_k141_2578211||full	0	0	0	0	0	0	1.7343684	0
KSW-cf_coassembly_k141_2848238||full	0	0	2.6035302	1.6463168	0	0	4.758125	5.751622
KSW-cf_coassembly_k141_3655778||full	0	0	0	0	1.3901272	0	2.0879507	0
KSW-cf_coassembly_k141_3925218||full	0	0	0	0	0	0	0.6881036	0
KSW-cf_coassembly_k141_2177321||full	0	0	2.3119478	2.1608586	0	0	1.8206189	1.0559372
KSW-cf_coassembly_k141_28636||full	2.4084835	2.2130616	4.8464794	6.1483803	7.742319	3.4329839	8.903743	9.639815
KSW-cf_coassembly_k141_2045915||full	0	0	0	0	0	0	2.0297031	0
KSW-cf_coassembly_k141_569825||full	0	0	0	0	0	0	0.668447	0
KSW-cf_coassembly_k141_29759||full	89.40128	109.066345	128.87535	150.06227	170.75162	212.88737	70.45913	100.1862
KSW-cf_coassembly_k141_1640656||full	0	0	3.730094	0	2.694657	0	2.0213995	0.82316184
KSW-cf_coassembly_k141_837491||full	5.2407465	2.9492998	0	0	5.180542	0	36.88519	176.59274
KSW-cf_coassembly_k141_2720627||full	0	0	0	0	0	0	1.3839757	1.1040962
KSW-cf_coassembly_k141_3795769||full	0	0	0	0	0	0	1.1067472	0
KSW-cf_coassembly_k141_1107175||full	0	0	0	0	0	0	0.94755477	0
KSW-cf_coassembly_k141_1380363||full	25.614986	3.2972112	5.504529	42.688923	16.226995	4.5795183	67.455734	84.75988
KSW-cf_coassembly_k141_2588568||full	19.159489	0	87.295	56.05838	31.426958	30.720276	26.711039	44.355923
KSW-cf_coassembly_k141_3935045||full	0	0	0	0	0	0	0.76319414	1.2814783
KSW-cf_coassembly_k141_2052909||full	0	0	0	0	0	0	0	0.6636015
KSW-cf_coassembly_k141_3264186||full	3.5382695	0	1.3870305	0	2.650178	0	2.0376003	0
KSW-cf_coassembly_k141_3532028||full	0	0	1.9391828	0	0	0	1.4706604	0
KSW-cf_coassembly_k141_2187028||full	0	0	0	0	0	0	0.8443894	0
KSW-cf_coassembly_k141_1111810||full	0	0	0	0	0	0	0	2.2711709
KSW-cf_coassembly_k141_3533343||full	0	0	0	0	0	0	0.9931013	0
KSW-cf_coassembly_k141_1248748||full	0	0	0	0.8807573	0	0	2.0873039	0
KSW-cf_coassembly_k141_2728385||full	0	0	0	0.8652962	0	0	0	1.4519025
KSW-cf_coassembly_k141_579356||full	0	0	11.713438	3.7977774	1.6031036	0	8.79006	5.039527
KSW-cf_coassembly_k141_445253||full	0	0	0	0	0	0	1.7514881	0
KSW-cf_coassembly_k141_173893||full	3.4176798	0	0	0	2.7793882	0	2.9563103	0.7716264
KSW-cf_coassembly_k141_2331414||full	0	0	0	0	0	0	1.6721761	1.6536968
KSW-cf_coassembly_k141_1520594||full	0	0	0	0	0	0	3.209585	1.5606712
KSW-cf_coassembly_k141_2194864||full	0	0	0	0	1.4153086	0	1.3655703	0
KSW-cf_coassembly_k141_179192||full	2.5880275	0	0	0	2.0929906	0	2.3700562	0
KSW-cf_coassembly_k141_1656410||full	0	0	0	0	0	0	1.2385436	0
KSW-cf_coassembly_k141_1794841||full	32.160282	13.819311	16.694702	81.361	25.10689	11.649797	104.82711	46.23577
KSW-cf_coassembly_k141_49104||full	0	0	0	0	0	0	1.0159752	0
KSW-cf_coassembly_k141_3543698||full	110.43216	10.421063	56.058105	88.78454	113.099304	64.72029	85.96309	59.4054
