Contig	S12_0_3	S12_12_15	S12_21_24	S3_0_3	S3_12_15	S3_21_24	S9_0_3	S9_12_15	S9_21_24
KSD-NODE_1940_length_8831_cov_5.181860||full	0	0	0	0	0	0	0	17.774765	0
KSD-NODE_1942_length_8824_cov_4.510206||full	0	0	0	0	0	0	0	15.882757	0
KSD-NODE_1950_length_8805_cov_5.889714||full	0	0	0	0	0	0	9.080853	19.423492	0
KSD-NODE_1991_length_8729_cov_8.799055||full	0	0	0	0	0	0	0	29.476961	0
KSD-NODE_1999_length_8716_cov_4.281261||full	0	0	0	0	0	0	0	14.927657	0
KSD-NODE_2005_length_8705_cov_3.800578||full	0	0	0	0	0	0	0	13.415087	0
KSD-NODE_2013_length_8689_cov_5.183113||full	10.568137	5.812838	4.917307	0	8.364649	8.09528	0	17.920946	14.460804
KSD-NODE_2024_length_8664_cov_4.998490||full	0	0	0	0	0	0	0	14.043669	0
KSD-NODE_2045_length_8628_cov_5.253820||full	0	0	0	0	0	0	0	14.619319	0
KSD-NODE_2070_length_8577_cov_3.666510||full	0	0	0	0	0	0	0	12.991314	0
KSD-NODE_2077_length_8561_cov_8.337879||full	3.4451816	13.301718	11.810472	0	0	0	13.828706	18.55364	8.419871
KSD-NODE_2101_length_8498_cov_5.727348||full	0	0	0	0	0	0	0	13.572992	0
KSD-NODE_2108_length_8482_cov_5.403228||full	0	0	0	0	0	0	0	18.800755	0
KSD-NODE_2115_length_8469_cov_10.626099||full	32.35671	9.086976	4.854915	31.473366	26.593462	37.432907	0	30.418198	50.64791
KSD-NODE_2131_length_8433_cov_4.611721||full	0	0	0	0	0	0	0	15.829907	0
KSD-NODE_2155_length_8366_cov_4.353387||full	0	0	0	0	0	0	0	15.07732	0
KSD-NODE_2162_length_8356_cov_5.721359||full	0	0	0	0	0	0	0	12.7914	0
KSD-NODE_2181_length_8320_cov_5.833031||full	0	4.6873827	5.252702	0	5.339958	6.109894	0	12.192741	22.782722
KSD-NODE_2203_length_8265_cov_3.924482||full	0	0	0	0	0	0	0	13.887214	0
KSD-NODE_2214_length_8229_cov_8.978713||full	4.8212447	17.94155	18.693277	0	0	0	17.849195	19.622103	12.325465
KSD-NODE_2217_length_8217_cov_14.161970||full	19.669897	60.747124	32.344284	0	9.465749	4.9722104	0	37.45383	43.957523
KSD-NODE_2228_length_8209_cov_3.718788||full	0	0	0	0	0	0	0	8.54071	7.375337
KSD-NODE_2237_length_8191_cov_5.467060||full	0	0	0	0	0	0	11.898661	17.376812	0
KSD-NODE_2257_length_8154_cov_5.179158||full	0	0	0	0	0	0	0	18.09906	0
KSD-NODE_2273_length_8130_cov_5.252508||full	0	0	0	0	0	0	15.084713	18.13759	9.95857
KSD-NODE_2301_length_8084_cov_3.481878||full	0	0	0	0	0	0	0	12.218588	7.265601
KSD-NODE_2329_length_8025_cov_4.490715||full	5.332354	2.97795	4.1662264	0	0	0	39.676937	15.03653	0
KSD-NODE_2333_length_8019_cov_5.146660||full	0	0	0	0	0	0	0	18.136803	0
KSD-NODE_2367_length_7970_cov_6.711813||full	5.652762	2.3164556	2.563596	0	3.5880315	0	0	22.696215	11.055735
KSD-NODE_2382_length_7935_cov_5.509010||full	4.189633	3.6038036	4.5945654	41.543037	3.0486557	0	80.522316	20.183582	14.465884
KSD-NODE_2395_length_7915_cov_4.906870||full	0	0	0	0	0	0	0	17.447927	0
KSD-NODE_2413_length_7886_cov_4.384881||full	0	0	0	0	0	0	0	15.312505	0
KSD-NODE_2417_length_7882_cov_4.998978||full	0	0	0	0	0	0	0	17.525425	0
KSD-NODE_2431_length_7864_cov_4.361890||full	0	0	0	0	0	0	0	15.100835	0
KSD-NODE_2483_length_7785_cov_4.504398||full	0	0	0	0	0	0	0	15.8600645	0
KSD-NODE_2488_length_7783_cov_4.126035||full	0	0	0	0	0	0	0	13.977594	0
KSD-NODE_2503_length_7759_cov_68.348261||full	0	0	0	0	0	0	0	110.174164	0
KSD-NODE_2513_length_7742_cov_4.484194||full	4.573247	0	3.3768504	0	6.7992983	5.234191	0	14.940208	21.937513
KSD-NODE_2516_length_7733_cov_15.116437||full	0	0	0	0	0	0	0	51.266235	0
KSD-NODE_2521_length_7717_cov_7.377969||full	0	0	0	0	0	0	0	25.855904	0
KSD-NODE_2542_length_7679_cov_4.478489||full	3.560769	6.769986	2.3904135	0	3.7226176	0	0	7.559544	0
KSD-NODE_2575_length_7612_cov_19.168718||full	0	0	0	19.047491	0	4.6754985	0	42.53003	0
KSD-NODE_2578_length_7610_cov_17.452680||full	0	0	0	0	0	0	0	54.098816	0
KSD-NODE_2622_length_7558_cov_8.905904||full	4.4696174	22.220125	22.545311	0	0	0	23.02203	23.044804	12.597505
KSD-NODE_2655_length_7508_cov_13.323896||full	0	0	0	0	0	0	0	45.040516	0
KSD-NODE_2662_length_7495_cov_4.659140||full	0	0	0	0	0	0	0	16.42302	0
KSD-NODE_2667_length_7490_cov_6.944990||full	0	0	0	0	0	0	0	24.051344	0
KSD-NODE_2673_length_7486_cov_15.067017||full	0	0	0	0	0	0	0	30.164259	0
KSD-NODE_2727_length_7404_cov_3.862294||full	0	0	0	0	0	0	0	13.328322	0
KSD-NODE_2730_length_7402_cov_5.474752||full	0	0	0	0	0	0	0	11.4482155	0
KSD-NODE_2740_length_7385_cov_4.208595||full	0	0	2.801044	0	0	0	0	8.584503	0
KSD-NODE_2742_length_7382_cov_17.324690||full	0	0	0	0	0	0	0	34.89437	0
KSD-NODE_2785_length_7335_cov_5.695879||full	0	0	0	0	0	0	0	14.23183	0
KSD-NODE_2829_length_7272_cov_8.915754||full	0	0	0	0	0	0	0	28.68076	0
KSD-NODE_2869_length_7217_cov_5.234432||full	14.193156	0	4.013328	0	0	11.20649	0	11.929934	11.098367
KSD-NODE_2881_length_7202_cov_4.873653||full	0	0	0	0	0	0	0	16.866447	0
KSD-NODE_2916_length_7146_cov_9.312368||full	0	0	0	0	0	0	0	30.034054	0
KSD-NODE_2946_length_7104_cov_3.638672||full	0	0	0	0	0	0	0	12.563873	0
KSD-NODE_2967_length_7078_cov_5.704115||full	0	0	0	0	0	0	0	19.799578	0
KSD-NODE_2975_length_7072_cov_13.177569||full	0	0	3.5580451	0	0	6.224661	0	41.56406	40.084656
KSD-NODE_3014_length_7026_cov_5.689428||full	0	0	0	0	0	0	0	19.856829	0
KSD-NODE_3025_length_7008_cov_8.464260||full	4.5817976	19.87934	18.087229	0	0	0	21.068714	28.220806	10.180801
KSD-NODE_3034_length_6996_cov_4.120300||full	0	0	0	0	0	0	0	10.302025	0
KSD-NODE_3060_length_6972_cov_56.801504||full	0	0	0	0	0	0	0	178.72191	0
KSD-NODE_3075_length_6958_cov_3.868898||full	0	0	0	0	0	0	0	13.429361	0
KSD-NODE_3091_length_6937_cov_4.548242||full	4.8691506	0	2.981561	40.7749	0	0	0	10.772919	12.184488
KSD-NODE_8_length_72334_cov_96.448830||full	0	0	0	0	0	0	0	339.0539	0
KSD-NODE_12_length_62338_cov_15.982917||full	0	0	0	0	0	0	0	56.343094	0
KSD-NODE_14_length_60032_cov_12.595195||full	0	0	0	0	0	0	0	44.36034	0
KSD-NODE_48_length_46886_cov_22.618052||full	0	0	0	0	0	0	0	79.4211	0
KSD-NODE_63_length_42532_cov_260.841561||full	0	0	0	0	0	0	0	913.6128	0
KSD-NODE_69_length_41998_cov_13.379777||full	0	0	0	0	0	0	0	47.28897	0
KSD-NODE_72_length_41303_cov_42.081604||full	0	0	0	0	0	0	0	147.97733	0
KSD-NODE_75_length_40994_cov_23.420333||full	0	0	0	0	0	0	0	82.49153	0
KSD-NODE_79_length_40510_cov_41.848894||full	0	0	0	0	0	0	0	147.49728	0
KSD-NODE_3136_length_6886_cov_4.441224||full	0	0	0	0	0	0	0	15.219817	0
KSD-NODE_3140_length_6879_cov_10.311108||full	10.835215	0	0	0	0	0	0	27.551405	6.855981
KSD-NODE_3147_length_6867_cov_20.853934||full	9.214318	31.952719	132.01831	37.791927	3.7151008	9.622838	119.219444	61.710293	51.833694
KSD-NODE_3149_length_6867_cov_4.295948||full	0	0	0	0	0	0	0	15.070148	0
KSD-NODE_3160_length_6858_cov_3.694841||full	0	5.3443003	0	0	0	0	0	12.259163	0
KSD-NODE_3211_length_6806_cov_4.915716||full	0	0	0	0	0	0	17.393602	15.688454	0
KSD-NODE_3218_length_6798_cov_18.666172||full	0	0	0	0	0	0	0	56.83942	0
KSD-NODE_3228_length_6790_cov_6.438901||full	0	0	5.946528	0	0	0	0	21.78292	0
KSD-NODE_3235_length_6781_cov_7.753940||full	20.724571	34.745346	17.736921	0	16.610613	32.379032	0	17.719826	33.341797
KSD-NODE_3238_length_6780_cov_6.328476||full	0	0	0	0	0	0	0	21.33042	0
KSD-NODE_3243_length_6777_cov_4.481107||full	0	0	0	0	0	0	0	9.891357	0
KSD-NODE_3298_length_6733_cov_4.458670||full	0	0	0	0	0	0	0	14.226914	0
KSD-NODE_3305_length_6727_cov_5.184053||full	0	0	0	0	0	0	0	18.052567	0
KSD-NODE_3356_length_6677_cov_4.725310||full	0	2.559407	0	0	0	0	0	11.291992	0
KSD-NODE_3415_length_6629_cov_4.382111||full	0	0	0	0	0	0	0	15.302101	0
KSD-NODE_3417_length_6628_cov_9.516203||full	14.888595	10.239071	0	0	0	0	0	28.19659	0
KSD-NODE_3425_length_6620_cov_4.048896||full	0	0	0	0	0	0	0	13.609164	0
KSD-NODE_3444_length_6602_cov_4.154880||full	0	0	0	0	0	0	0	14.465645	0
KSD-NODE_3458_length_6583_cov_10.961857||full	6.019504	6.606934	15.440738	0	0	0	0	28.196825	15.122574
KSD-NODE_3467_length_6576_cov_3.448704||full	0	0	0	0	0	0	0	12.279485	0
KSD-NODE_3472_length_6573_cov_6.195919||full	0	0	0	0	0	0	0	19.090483	0
KSD-NODE_3494_length_6549_cov_4.566677||full	4.3383303	4.8416204	2.5262	0	3.2229195	3.4564383	0	15.993706	49.716305
KSD-NODE_3502_length_6545_cov_8.909861||full	104.43358	10.110334	2.6736012	21.287645	24.504704	6.91733	0	28.11552	31.310257
KSD-NODE_3522_length_6526_cov_5.601298||full	0	0	0	0	0	0	0	19.426632	0
KSD-NODE_3567_length_6493_cov_4.122709||full	0	6.802175	6.443404	0	0	0	0	6.9635687	0
KSD-NODE_3571_length_6489_cov_19.000622||full	19.198566	56.288887	29.050472	0	8.892288	5.9189525	0	43.97556	45.592133
KSD-NODE_3589_length_6473_cov_4.403553||full	0	0	0	0	0	0	0	15.46958	0
KSD-NODE_3591_length_6471_cov_5.177213||full	0	0	0	0	0	0	0	17.127613	0
KSD-NODE_3603_length_6460_cov_4.292896||full	0	0	0	0	0	0	0	11.260376	0
KSD-NODE_3631_length_6435_cov_3.647806||full	0	0	0	0	0	0	0	12.654304	0
KSD-NODE_3633_length_6433_cov_4.410944||full	0	0	0	0	0	0	0	15.347615	0
KSD-NODE_3637_length_6425_cov_5.640031||full	7.511494	0	0	0	0	3.092703	0	20.773827	0
KSD-NODE_3654_length_6411_cov_13.972939||full	0	0	0	0	0	0	0	39.561543	6.206155
KSD-NODE_3660_length_6409_cov_6.106075||full	0	0	0	0	0	0	0	21.13809	0
KSD-NODE_3663_length_6406_cov_6.045662||full	0	0	0	0	10.159163	0	0	20.412376	0
KSD-NODE_3754_length_6315_cov_5.395208||full	0	0	0	0	0	0	0	8.137282	0
KSD-NODE_3766_length_6305_cov_3.488480||full	0	0	0	0	0	0	0	11.95153	0
KSD-NODE_3768_length_6303_cov_3.335147||full	0	0	0	0	0	0	0	11.438698	0
KSD-NODE_3785_length_6288_cov_4.277395||full	0	0	0	0	0	0	0	14.864165	0
KSD-NODE_3817_length_6269_cov_8.975700||full	0	0	0	0	0	0	0	28.046808	9.9539175
KSD-NODE_3841_length_6255_cov_4.665968||full	0	8.477703	10.994781	0	5.906152	6.869621	0	13.014468	18.918491
KSD-NODE_3855_length_6244_cov_10.461625||full	5.5813823	16.027779	7.370373	0	6.62091	9.9896	0	29.387579	17.09939
KSD-NODE_3859_length_6242_cov_4.478584||full	0	0	0	0	0	0	0	15.826	57.89003
KSD-NODE_3860_length_6241_cov_4.020045||full	0	0	0	0	0	0	0	14.011259	0
KSD-NODE_3874_length_6227_cov_3.582631||full	0	0	0	0	0	0	0	7.5009	0
KSD-NODE_3895_length_6209_cov_4.664283||full	0	0	0	0	0	0	0	16.98243	0
KSD-NODE_3900_length_6203_cov_5.033669||full	0	0	0	0	0	0	0	17.316038	0
KSD-NODE_3901_length_6202_cov_3.573613||full	0	0	0	0	0	0	0	11.840378	0
KSD-NODE_3913_length_6193_cov_4.838547||full	0	0	0	0	0	0	0	17.99617	0
KSD-NODE_3924_length_6186_cov_4.572990||full	6.4168878	7.483365	9.450227	39.32067	0	7.547447	0	16.61943	15.973008
KSD-NODE_3937_length_6177_cov_4.598007||full	0	0	0	0	0	0	0	16.203484	20.165709
KSD-NODE_3959_length_6161_cov_4.815264||full	0	0	0	0	0	0	0	16.006409	0
KSD-NODE_4001_length_6122_cov_3.474699||full	9.804549	5.652788	7.666871	30.424717	7.1730065	11.11331	0	12.092051	15.390931
KSD-NODE_4031_length_6100_cov_4.261042||full	0	0	0	0	0	0	0	13.945103	0
KSD-NODE_4071_length_6062_cov_4.636757||full	0	0	3.198746	0	0	3.3536375	0	12.878522	0
KSD-NODE_4079_length_6055_cov_4.878333||full	0	3.9944932	2.3496237	0	0	0	0	15.545919	0
KSD-NODE_4109_length_6024_cov_10.156643||full	5.628738	5.8910613	23.394371	0	8.5013895	17.015657	0	23.461494	14.678331
KSD-NODE_4116_length_6019_cov_3.390677||full	0	0	0	0	0	0	0	11.82693	0
KSD-NODE_4117_length_6018_cov_9.741070||full	0	11.414964	16.000168	0	0	6.1887608	44.24821	25.907696	7.99535
KSD-NODE_4132_length_6008_cov_3.625063||full	0	0	0	0	0	0	0	12.770043	0
KSD-NODE_4139_length_6003_cov_4.232011||full	0	0	0	0	0	0	0	9.564098	0
KSD-NODE_4172_length_5973_cov_8.160358||full	0	0	0	0	0	0	0	26.409494	0
KSD-NODE_4173_length_5971_cov_8.336883||full	12.856271	53.156334	22.440413	0	5.124332	8.036183	0	21.182987	22.536627
KSD-NODE_4175_length_5969_cov_4.827190||full	0	0	0	0	0	0	0	16.768217	0
KSD-NODE_4213_length_5941_cov_8.015630||full	0	3.6328194	9.403214	0	0	15.092779	40.58095	27.077047	17.977688
KSD-NODE_4226_length_5937_cov_7.416355||full	0	0	0	0	0	0	0	24.501183	0
KSD-NODE_4235_length_5931_cov_5.404016||full	7.6188073	16.599764	12.703747	0	5.647179	8.147644	0	16.336071	12.3385725
KSD-NODE_4240_length_5928_cov_4.040865||full	0	0	0	0	0	0	0	14.295299	0
KSD-NODE_4245_length_5925_cov_4.603407||full	0	0	0	0	0	0	0	16.332426	0
KSD-NODE_4272_length_5908_cov_8.004784||full	26.871601	19.145876	23.37675	58.97703	18.989061	23.70448	19.558737	25.759617	64.328094
KSD-NODE_4312_length_5878_cov_5.702902||full	0	0	0	0	0	0	0	19.811737	0
KSD-NODE_4328_length_5871_cov_8.179849||full	0	6.6413913	15.413197	0	0	5.6663327	0	24.208391	0
KSD-NODE_4344_length_5863_cov_4.263946||full	0	0	0	0	0	0	0	11.151432	0
KSD-NODE_4372_length_5842_cov_3.846725||full	0	0	0	0	0	0	0	11.090607	0
KSD-NODE_4376_length_5840_cov_4.794641||full	0	0	0	0	0	0	0	16.678787	0
KSD-NODE_4380_length_5838_cov_10.435760||full	0	0	0	0	0	0	0	32.24832	0
KSD-NODE_4421_length_5814_cov_4.768015||full	0	0	0	0	0	0	0	16.528261	0
KSD-NODE_4422_length_5812_cov_32.357304||full	0	0	0	0	0	0	0	93.12561	0
KSD-NODE_4424_length_5812_cov_6.469342||full	0	0	0	0	0	0	0	22.161434	0
KSD-NODE_4430_length_5807_cov_7.257997||full	0	0	0	0	0	0	0	25.867496	0
KSD-NODE_4439_length_5804_cov_4.616977||full	0	0	0	0	0	0	0	14.488294	0
KSD-NODE_4456_length_5795_cov_3.558188||full	0	0	0	0	0	0	0	12.437832	0
KSD-NODE_4472_length_5785_cov_3.386038||full	0	0	0	0	0	0	0	11.884572	0
KSD-NODE_4497_length_5769_cov_6.068603||full	0	0	0	0	0	0	0	16.556362	0
KSD-NODE_4500_length_5768_cov_4.060389||full	0	0	0	0	0	0	0	14.194712	0
KSD-NODE_4554_length_5733_cov_4.787073||full	0	0	0	0	0	0	0	16.76611	0
KSD-NODE_4556_length_5728_cov_25.714437||full	0	35.640755	10.772807	0	0	0	0	41.110313	0
KSD-NODE_4561_length_5726_cov_5.480868||full	5.1518197	4.722973	6.68499	0	0	4.358908	0	16.436895	0
KSD-NODE_4635_length_5676_cov_6.532112||full	0	4.76376	5.1481586	0	3.33244	9.525861	0	21.987543	0
KSD-NODE_4664_length_5660_cov_4.671365||full	0	0	0	0	0	0	0	16.04495	0
KSD-NODE_4678_length_5651_cov_4.598821||full	0	0	0	0	0	0	0	15.47609	0
KSD-NODE_4709_length_5631_cov_3.885043||full	0	0	0	0	0	0	0	13.6298485	0
KSD-NODE_4711_length_5630_cov_8.167892||full	0	0	0	0	0	0	0	27.165308	0
KSD-NODE_4774_length_5598_cov_4.618979||full	0	0	0	0	0	0	0	16.097488	0
KSD-NODE_4846_length_5555_cov_8.610182||full	0	0	4.7025642	0	0	4.9091945	0	23.55218	20.669643
KSD-NODE_4852_length_5552_cov_4.359651||full	0	0	0	0	0	0	0	14.900357	0
KSD-NODE_4858_length_5548_cov_3.281449||full	0	0	0	0	0	0	0	11.423826	0
KSD-NODE_4865_length_5545_cov_13.757559||full	0	17.067205	25.22988	0	14.9934	29.586334	44.75897	35.265266	24.715452
KSD-NODE_4934_length_5503_cov_4.218429||full	0	5.480526	0	0	0	0	0	11.885266	6.9537573
KSD-NODE_4982_length_5478_cov_3.711599||full	0	0	0	0	0	0	0	11.817695	0
KSD-NODE_4998_length_5462_cov_3.378213||full	0	0	0	0	0	0	0	10.750656	0
KSD-NODE_5009_length_5455_cov_7.574630||full	4.029126	2.0010614	3.4593213	0	5.4814734	0	0	27.028502	17.123293
KSD-NODE_5011_length_5454_cov_4.621041||full	0	0	0	0	0	0	0	15.910786	0
KSD-NODE_5026_length_5438_cov_19.625302||full	0	0	2.6713552	0	0	6.2231665	0	51.584507	0
KSD-NODE_5032_length_5437_cov_5.268116||full	0	0	0	0	3.9644208	0	0	13.625357	23.733469
KSD-NODE_5108_length_5398_cov_3.532098||full	0	0	0	0	0	0	0	12.634506	0
KSD-NODE_5127_length_5389_cov_3.021747||full	0	0	0	0	0	0	0	10.281019	0
KSD-NODE_5142_length_5383_cov_3.913101||full	0	0	0	0	0	0	0	13.385965	0
KSD-NODE_5156_length_5376_cov_8.077993||full	0	0	0	19.462852	11.23451	26.402912	11.333451	25.504276	0
KSD-NODE_5196_length_5357_cov_5.393059||full	0	0	6.176623	0	0	0	0	12.827441	0
KSD-NODE_5217_length_5349_cov_21.727427||full	0	0	0	0	0	0	0	60.366665	0
KSD-NODE_5231_length_5344_cov_4.218378||full	0	0	0	0	0	0	0	15.022991	0
KSD-NODE_5238_length_5341_cov_4.983731||full	0	0	0	0	16.22518	0	0	13.495479	29.82537
KSD-NODE_5266_length_5326_cov_3.637640||full	0	0	0	0	0	0	0	11.906706	0
KSD-NODE_5288_length_5312_cov_3.704394||full	6.361354	9.644049	7.2549815	35.660618	3.8928556	4.350758	13.697244	11.686775	16.086119
KSD-NODE_5339_length_5290_cov_5.398281||full	0	0	0	0	0	0	0	19.299334	0
KSD-NODE_5386_length_5270_cov_4.343432||full	0	0	0	0	0	0	0	15.576998	0
KSD-NODE_5428_length_5252_cov_5.014816||full	0	0	0	0	7.4329586	0	0	15.634359	0
KSD-NODE_5430_length_5252_cov_4.058880||full	0	0	0	0	0	0	0	14.356906	0
KSD-NODE_5462_length_5233_cov_10.524720||full	9.019921	5.0190973	31.781328	16.535473	5.7172923	3.8865001	55.8892	31.890606	21.26185
KSD-NODE_5494_length_5220_cov_4.304356||full	0	0	0	0	0	0	0	11.246998	0
KSD-NODE_5540_length_5202_cov_3.866330||full	0	0	0	0	0	0	0	13.343029	0
KSD-NODE_5552_length_5194_cov_5.119673||full	0	0	0	0	0	0	0	14.642908	0
KSD-NODE_5567_length_5184_cov_5.916748||full	4.551736	3.560958	5.7367144	41.496075	3.7336922	0	96.02929	21.11402	13.390288
KSD-NODE_5569_length_5184_cov_4.418990||full	0	0	0	0	0	0	0	14.03039	0
KSD-NODE_5570_length_5183_cov_5.254680||full	0	0	0	0	0	0	0	17.68322	0
KSD-NODE_5637_length_5155_cov_5.920588||full	0	0	0	0	0	0	0	18.407806	0
KSD-NODE_5639_length_5155_cov_4.236667||full	0	0	0	0	0	0	0	14.952723	0
KSD-NODE_5653_length_5150_cov_9.091070||full	8.524274	15.807858	46.86011	0	10.051403	19.558386	0	28.775965	15.206767
KSD-NODE_5688_length_5135_cov_4.715157||full	0	0	0	0	0	0	0	10.399867	0
KSD-NODE_5718_length_5121_cov_4.254441||full	0	0	0	0	0	0	0	14.857447	0
KSD-NODE_5742_length_5110_cov_8.068843||full	0	0	0	0	0	0	0	25.735039	0
KSD-NODE_5757_length_5104_cov_5.351753||full	0	0	0	0	0	0	0	18.571947	0
KSD-NODE_5775_length_5097_cov_4.819714||full	0	0	0	0	0	0	0	11.261045	0
KSD-NODE_5828_length_5069_cov_6.613283||full	0	4.359014	0	20.292364	0	0	35.73081	21.983877	8.776597
KSD-NODE_5881_length_5046_cov_7.972551||full	0	0	0	0	0	0	0	27.246868	0
KSD-NODE_5885_length_5045_cov_7.220240||full	0	0	0	0	0	0	0	24.351492	0
KSD-NODE_5889_length_5043_cov_4.995389||full	0	1.9076159	2.2050304	0	0	0	0	17.072514	12.353046
KSD-NODE_5906_length_5037_cov_3.198113||full	0	0	0	0	0	0	0	10.732724	0
KSD-NODE_5972_length_5011_cov_2.694713||full	0	0	0	0	0	0	0	9.458417	0
KSD-NODE_5985_length_5002_cov_5.280978||full	8.682602	0	0	20.096859	0	9.60692	25.660278	14.807801	0
KSD-NODE_28_length_79609_cov_7.464603||full	15.040535	14.417258	29.463188	0	4.7745304	4.469621	0	35.01074	33.01805
KSD-NODE_51_length_62581_cov_22.669322||full	60.736988	14.7109165	5.7048173	24.128725	69.4476	3.1153398	0	43.060944	102.81025
KSD-NODE_66_length_50605_cov_22.439248||full	0	0	0	40.182873	8.2818	0	0	40.282238	104.15312
KSD-NODE_70_length_50129_cov_7.816512||full	0	0	0	0	0	0	0	0	36.80621
KSD-NODE_82_length_45664_cov_116.221316||full	40.838627	77.856926	175.64763	67.24082	92.501434	30.587229	21.605778	30.957727	305.05618
KSD-NODE_84_length_45524_cov_9.211925||full	0	0	0	0	0	0	0	0	42.853302
KSD-NODE_99_length_42866_cov_11.693350||full	0	0	0	0	0	0	0	0	54.68638
KSD-NODE_126_length_38071_cov_9.297875||full	0	0	0	0	0	0	0	0	43.651398
KSD-NODE_162_length_34364_cov_19.524352||full	3.9168258	8.236502	4.862213	51.781746	5.6515875	42.510567	0	24.92103	80.68725
KSD-NODE_196_length_30292_cov_7.190528||full	0	0	0	0	0	0	0	5.8587747	33.48099
KSD-NODE_208_length_29633_cov_5.541957||full	0	0	0	0	0	0	0	0	25.93854
KSD-NODE_217_length_29361_cov_7.292909||full	3.7475927	0	12.262153	0	0	0	0	15.607212	18.02005
KSD-NODE_225_length_28952_cov_15.048759||full	3.8330414	5.0633326	45.833763	0	3.18973	5.106333	0	0	42.651436
KSD-NODE_236_length_28366_cov_7.074423||full	0	0	0	0	0	0	0	0	33.1359
KSD-NODE_254_length_27425_cov_7.043734||full	0	4.596557	0	0	0	0	0	12.237071	29.35799
KSD-NODE_328_length_24143_cov_7.908917||full	0	0	0	0	0	0	0	0	25.968248
KSD-NODE_329_length_24102_cov_6.837984||full	0	0	0	0	0	0	0	0	32.260353
KSD-NODE_341_length_23686_cov_6.876603||full	0	0	0	0	0	0	0	0	32.22982
KSD-NODE_361_length_23178_cov_5.189249||full	0	0	0	0	0	0	0	0	24.67901
KSD-NODE_364_length_23053_cov_5.628229||full	14.388771	25.55584	4.9560614	0	0	0	0	6.498324	13.017137
KSD-NODE_382_length_22466_cov_7.634778||full	0	0	0	0	0	0	0	0	24.832008
KSD-NODE_402_length_21694_cov_30.957285||full	0	0	0	0	0	0	0	28.627827	145.71426
KSD-NODE_409_length_21438_cov_7.353178||full	0	1.9883176	0	0	3.5691795	4.116016	0	0	27.056791
KSD-NODE_427_length_21018_cov_34.192577||full	51.32398	3.5865304	45.537567	125.79106	35.048435	20.509731	163.72073	98.19175	139.14354
KSD-NODE_465_length_20203_cov_6.083532||full	0	0	0	0	0	0	0	0	22.486616
KSD-NODE_470_length_20143_cov_7.715153||full	5.9161153	4.2303786	20.72544	0	11.123915	14.899046	0	6.6903415	31.066818
KSD-NODE_496_length_19564_cov_8.513763||full	26.362764	5.7782135	6.9256797	0	8.199408	20.02055	10.591115	7.279507	29.43901
KSD-NODE_500_length_19439_cov_5.994480||full	0	0	0	0	0	0	0	0	28.538021
KSD-NODE_521_length_18809_cov_9.048043||full	11.315994	4.7400236	4.370895	16.156244	61.98311	40.062874	0	12.273856	25.306202
KSD-NODE_549_length_18456_cov_4.816043||full	0	0	0	0	0	0	0	0	16.294552
KSD-NODE_563_length_18119_cov_4.625886||full	0	0	0	0	0	0	0	0	21.851961
KSD-NODE_605_length_17478_cov_5.548987||full	0	0	0	0	0	0	0	0	25.910063
KSD-NODE_640_length_16984_cov_79.418808||full	75.846504	38.838062	33.652054	43.07457	114.79921	45.015877	0	46.66604	151.21663
KSD-NODE_643_length_16978_cov_5.152396||full	0	0	0	0	0	0	0	0	24.159275
KSD-NODE_664_length_16750_cov_9.857622||full	15.471331	7.7984023	81.86316	0	3.4177737	0	0	8.521788	37.519855
KSD-NODE_667_length_16717_cov_7.645181||full	0	0	0	0	0	0	0	0	24.269463
KSD-NODE_724_length_16074_cov_11.574193||full	11.578848	5.744636	2.2627008	0	2.630609	3.5199993	0	0	26.945566
KSD-NODE_726_length_16021_cov_7.256733||full	5.052532	2.1575851	21.395216	0	0	0	0	0	18.768078
KSD-NODE_740_length_15881_cov_5.307469||full	0	0	0	0	0	0	0	0	25.04562
KSD-NODE_808_length_15090_cov_6.719521||full	18.787594	0	0	0	0	0	0	6.30016	30.763441
KSD-NODE_812_length_15080_cov_8.149484||full	0	0	0	0	0	0	0	0	38.424248
KSD-NODE_871_length_14536_cov_6.838823||full	10.3281975	4.399322	0	0	0	0	0	8.53851	29.810307
KSD-NODE_912_length_14233_cov_4.304768||full	0	0	0	0	3.7699718	0	0	0	18.1295
KSD-NODE_932_length_14106_cov_10.888478||full	8.069876	8.98005	72.62127	0	3.8771632	0	0	9.086651	48.5292
KSD-NODE_937_length_14078_cov_9.748342||full	0	0	0	0	3.5750167	3.2286713	0	0	38.700146
KSD-NODE_939_length_14072_cov_5.523650||full	0	0	0	0	0	0	0	0	25.859608
KSD-NODE_940_length_14062_cov_7.800600||full	0	0	0	0	0	0	0	0	31.52917
KSD-NODE_949_length_14006_cov_4.411010||full	0	0	0	0	0	0	0	0	20.454859
KSD-NODE_972_length_13846_cov_6.621855||full	4.0265284	2.6842167	3.3792243	0	6.0340996	10.342965	0	0	20.881023
KSD-NODE_976_length_13825_cov_114.282280||full	55.159107	95.99375	211.73811	84.80195	118.028465	40.29317	28.142576	38.825592	366.20544
KSD-NODE_978_length_13770_cov_6.984251||full	0	0	0	13.028874	0	0	0	9.835517	18.139038
KSD-NODE_986_length_13717_cov_7.613453||full	0	0	0	0	0	0	0	0	32.9552
KSD-NODE_994_length_13667_cov_13.899060||full	0	3.689759	33.80475	0	0	3.887728	0	0	30.987751
