Contig	S12_0_3	S12_12_15	S12_21_24	S3_0_3	S3_12_15	S3_21_24	S9_0_3	S9_12_15	S9_21_24
KSD-k141_1034175||full	8.815564	0	3.1376433	0	0	0	0	7.5753293	0
KSD-k141_1035873||full	0	3.06258	0	0	0	0	0	0	0
KSD-k141_1037338||full	0	8.623596	0	0	0	0	0	0	0
KSD-k141_1044935||full	0	0	1.8685659	0	0	0	0	0	5.415078
KSD-k141_1045079||full	0	19.762762	0	0	0	0	0	0	0
KSD-k141_1049219||full	0	2.980301	2.6155279	0	0	0	0	0	0
KSD-k141_1050384||full	3.819765	2.461956	2.383699	0	0	0	0	0	0
KSD-k141_1051696||full	0	3.8643749	3.7618039	0	0	0	0	0	0
KSD-k141_1052855||full	0	1.6112009	4.686322	0	0	3.8700786	0	0	0
KSD-k141_1053010||full	0	6.580966	0	0	0	0	0	0	0
KSD-k141_1060871||full	20.565037	3.4349327	0	0	0	0	0	0	0
KSD-k141_1062322||full	11.826378	0	0	0	0	0	0	0	0
KSD-k141_1066137||full	0	0	4.6088486	0	0	0	0	0	0
KSD-k141_1067552||full	0	4.283795	0	0	3.0473685	0	0	0	0
KSD-k141_1077191||full	6.6248093	7.693541	2.22878	0	0	4.5140853	0	0	0
KSD-k141_1080279||full	0	3.030165	2.731311	0	0	3.310159	0	0	0
KSD-k141_1082205||full	0	2.3890984	0	0	0	0	0	0	0
KSD-k141_1082908||full	0	2.6502051	0	0	0	0	0	0	0
KSD-k141_1084076||full	3.667946	0	3.9354463	0	4.36267	7.4280825	0	0	0
KSD-k141_1085250||full	0	2.2311032	2.880106	0	6.9874434	0	0	0	0
KSD-k141_1089217||full	0	3.1690204	1.9550185	0	0	0	0	0	0
KSD-k141_1091714||full	0	15.955385	8.012985	0	0	0	0	0	0
KSD-k141_1092545||full	0	0	14.425483	0	0	0	0	0	0
KSD-k141_1097148||full	4.652653	6.972221	3.9160688	0	0	0	0	0	0
KSD-k141_1101671||full	5.484874	0	6.465289	0	0	0	0	0	0
KSD-k141_1102035||full	0	6.3800774	3.1645024	0	4.4431257	3.7402322	0	0	0
KSD-k141_1106025||full	0	0	8.722575	0	0	0	0	0	0
KSD-k141_1116837||full	0	0	2.3810046	0	0	0	0	0	0
KSD-k141_1117801||full	0	5.2564955	0	0	0	0	0	0	0
KSD-k141_1118218||full	0	14.384649	5.825094	0	0	0	0	0	0
KSD-k141_1120814||full	6.6410093	0	0	0	0	0	0	0	0
KSD-k141_1125463||full	0	4.52203	30.553331	0	0	0	0	0	41.230705
KSD-k141_1127954||full	0	8.19758	0	0	0	0	0	0	0
KSD-k141_1128081||full	0	0	4.9157023	0	0	0	0	0	0
KSD-k141_1134168||full	0	0	2.6365204	0	0	0	0	0	0
KSD-k141_1134847||full	4.9325185	12.007899	8.097144	0	0	0	0	5.224365	10.6236
KSD-k141_1137807||full	37.37996	4.889134	2.2911396	0	0	0	11.992821	4.344298	0
KSD-k141_1138608||full	0	7.3252845	0	0	0	0	0	0	0
KSD-k141_1139027||full	0	4.321374	0	0	0	0	0	0	16.407244
KSD-k141_1139467||full	0	18.389942	0	0	0	4.604414	0	9.287363	0
KSD-k141_1144376||full	0	14.51763	0	0	0	0	0	0	0
KSD-k141_1160282||full	0	5.4007154	3.8292992	0	4.9557753	19.178076	0	0	0
KSD-k141_1162477||full	4.0162997	3.1770084	2.7012167	0	0	3.370002	0	0	0
KSD-k141_1162602||full	0	14.376907	0	0	0	0	0	0	0
KSD-k141_1163018||full	0	0	7.605184	0	0	0	0	0	0
KSD-k141_1166500||full	8.473137	4.7848635	10.470058	0	13.426781	12.944106	0	0	0
KSD-k141_1167888||full	0	0	5.567176	0	0	0	0	0	0
KSD-k141_1169339||full	0	5.4955845	0	0	0	0	0	0	0
KSD-k141_1170055||full	3.346953	2.043379	2.2416	0	3.7622616	5.2344117	0	0	0
KSD-k141_1176170||full	0	0	3.040596	0	0	0	0	0	0
KSD-k141_1177826||full	0	2.8919666	0	0	0	0	0	0	0
KSD-k141_1183444||full	0	6.9025664	0	0	0	0	0	0	0
KSD-k141_1188307||full	0	0	15.829653	0	0	0	0	0	0
KSD-k141_1189823||full	0	9.196861	0	0	0	0	0	7.944982	0
KSD-k141_1191231||full	0	2.2163968	1.7346658	0	0	0	0	0	0
KSD-k141_1193296||full	0	4.7822933	0	0	0	0	0	0	0
KSD-k141_1196819||full	0	2.0349035	2.212229	0	0	2.691703	0	0	0
KSD-k141_1201128||full	0	11.784742	0	0	0	0	0	0	6.6240187
KSD-k141_1205393||full	0	4.645234	0	0	0	0	0	0	0
KSD-k141_1211711||full	7.1976748	0	0	0	0	0	0	0	0
KSD-k141_1216178||full	0	3.6233702	0	0	0	0	0	0	0
KSD-k141_1221125||full	0	0	5.2653146	0	0	0	0	0	0
KSD-k141_1227740||full	0	0	2.8877738	0	0	0	0	0	0
KSD-k141_1228083||full	12.301178	0	0	0	0	0	0	0	0
KSD-k141_1235147||full	5.166142	1.8162519	0	25.488604	20.395365	11.481398	26.839268	29.308193	0
KSD-k141_1239763||full	4.243504	0	5.1343102	0	0	0	0	0	0
KSD-k141_1239833||full	0	1.6860021	0	0	0	0	0	0	0
KSD-k141_1240464||full	0	6.9287634	0	0	0	0	0	0	0
KSD-k141_1244847||full	0	4.813748	2.1608865	0	0	0	0	0	0
KSD-k141_1246615||full	9.420076	0	4.121036	0	0	0	0	0	0
KSD-k141_1252391||full	8.746879	0	0	0	0	0	0	0	0
KSD-k141_1252489||full	0	5.847198	0	0	0	0	0	0	0
KSD-k141_1253335||full	7.728377	7.618704	0	0	0	4.4955	0	0	7.837535
KSD-k141_1257744||full	4.336941	15.370098	2.5920827	0	0	0	0	0	0
KSD-k141_1259846||full	0	8.041059	0	0	0	0	0	0	0
KSD-k141_1261370||full	0	2.0358894	6.0748043	0	0	0	0	0	0
KSD-k141_1262533||full	0	3.1976542	0	0	0	0	0	0	0
KSD-k141_1218569||0_partial	34.27911	0	0	0	0	0	0	0	0
KSD-k141_1273112||full	0	4.578291	2.805378	0	0	0	0	0	0
KSD-k141_1276691||full	0	13.345664	3.2249863	0	0	0	0	0	0
KSD-k141_1279247||full	0	3.6940584	0	0	0	0	0	0	0
KSD-k141_1279398||full	0	2.4235768	2.496627	0	0	0	0	0	0
KSD-k141_1280914||full	0	0	8.206787	0	0	0	0	0	0
KSD-k141_1281325||full	16.047482	0	0	0	0	0	0	0	0
KSD-k141_1284439||full	0	5.2783628	0	0	0	0	0	0	0
KSD-k141_1288213||full	3.5574727	1.3006299	0	0	0	3.8697991	0	0	0
KSD-k141_1289752||full	0	0	5.830585	0	0	0	0	0	0
KSD-k141_1290509||full	0	0	11.091105	0	0	0	0	0	0
KSD-k141_1291839||full	0	9.455135	4.4473352	0	0	0	0	0	0
KSD-k141_1293782||full	6.0382404	0	0	0	0	0	0	0	0
KSD-k141_1293798||full	0	8.201802	7.845808	0	4.0485377	5.5439143	0	0	0
KSD-k141_1295576||full	0	3.1330922	1.8015727	0	0	0	0	0	0
KSD-k141_1295682||full	7.410175	1.9193506	2.15377	19.031319	0	0	14.309861	0	0
KSD-k141_1297054||full	4.041595	2.292988	4.4369016	27.369865	0	4.816752	34.079655	14.126403	10.559848
KSD-k141_1299853||full	0	3.082976	0	0	4.305367	0	0	0	0
KSD-k141_1304577||full	6.5692334	4.3982263	5.430489	0	3.5068684	5.301663	0	0	0
KSD-k141_1313025||full	0	0	2.7799604	0	0	0	0	0	0
KSD-k141_1313239||full	0	17.137167	14.217989	0	0	10.995594	25.682838	9.978303	0
KSD-k141_1315772||full	4.987057	2.4550428	0	105.0402	9.12558	4.3637605	138.56538	4.6787496	0
KSD-k141_1318113||full	0	1.9962012	8.305376	0	0	4.847519	0	0	4.7155128
KSD-k141_1323795||full	3.8760757	2.9717815	2.868856	0	0	4.583126	0	0	0
KSD-k141_1324691||full	0	7.048288	0	0	0	0	0	0	0
KSD-k141_1333310||full	6.842127	4.3224487	4.9490685	0	0	4.8242183	0	0	0
KSD-k141_1333393||full	0	4.8788557	0	0	0	0	0	0	0
KSD-k141_1338852||full	0	2.6477022	6.6649194	0	0	0	0	0	0
KSD-k141_1340793||full	0	0	8.472394	0	0	0	0	6.357493	0
KSD-k141_1341548||full	0	10.1436205	0	0	0	0	0	0	0
KSD-k141_1344388||full	0	0	2.632971	0	0	0	0	0	0
KSD-k141_1345963||full	4.6558967	4.475662	10.645083	0	0	0	0	15.884559	0
KSD-k141_1361661||full	12.971955	7.909456	0	0	0	0	0	0	0
KSD-k141_1362335||full	0	4.6206613	0	0	0	0	0	0	0
KSD-k141_1372611||full	0	2.926691	2.6723416	0	0	0	0	0	0
KSD-k141_1374704||full	0	8.724489	7.7478085	0	0	4.123026	0	0	0
KSD-k141_1379741||full	0	4.214958	9.703097	0	0	0	14.545747	9.510791	0
KSD-k141_1380159||full	0	6.700581	0	0	0	0	0	0	0
KSD-k141_1380613||full	3.9061825	8.126172	0	0	0	0	0	0	0
KSD-k141_1381994||full	0	13.22857	0	0	0	0	0	0	0
KSD-k141_1382582||full	0	3.9481633	2.02599	0	0	0	0	0	0
KSD-k141_1382725||full	0	0	4.441859	0	0	0	0	0	0
KSD-k141_1384065||full	0	19.372824	4.969175	0	0	0	0	7.3091598	0
KSD-k141_1392413||full	4.8539505	4.941955	2.4810886	0	0	0	0	0	0
KSD-k141_1392974||full	0	4.472399	4.547924	0	0	6.5850716	0	0	0
KSD-k141_1393705||full	0	5.1942453	3.2825568	0	0	0	0	0	0
KSD-k141_1400858||full	0	5.0478334	1.772002	0	0	0	0	0	0
KSD-k141_1401016||full	0	4.9952474	6.81933	0	0	0	0	0	0
KSD-k141_1403035||full	0	3.6239307	2.0354435	0	0	0	0	0	0
KSD-k141_1409041||full	0	0	5.730475	0	0	0	0	0	0
KSD-k141_1417339||full	0	0	4.7530165	0	0	0	0	0	0
KSD-k141_1418589||full	0	21.92837	0	0	0	0	0	0	0
KSD-k141_1418691||full	4.347296	3.1983583	6.039785	0	0	7.361655	0	0	0
KSD-k141_1420636||full	9.0031	12.845334	2.1707165	0	0	5.541789	0	0	0
KSD-k141_1422001||full	0	1.7183455	2.8959744	0	0	0	0	0	0
KSD-k141_1427510||full	6.573785	2.719684	3.7617102	0	0	0	0	0	0
KSD-k141_1302870||full	21.335981	0	0	0	0	0	0	0	0
KSD-k141_1315939||0_partial	88.03856	0	0	0	0	0	0	0	0
KSD-k141_1430228||full	21.770195	0	0	0	0	0	0	0	0
KSD-k141_1430828||full	0	6.484145	0	0	0	0	0	0	0
KSD-k141_1433222||full	0	2.4847782	2.4714081	0	0	0	0	0	0
KSD-k141_1441944||full	0	1.7038311	2.346457	0	0	0	0	0	0
KSD-k141_1442632||full	22.697355	0	0	0	0	0	0	0	0
KSD-k141_1445981||full	0	0	6.857413	0	0	0	0	0	0
KSD-k141_1448943||full	0	0	2.708526	0	0	0	0	0	0
KSD-k141_1451858||full	6.469504	6.229579	2.3830998	0	0	4.491097	0	5.2558026	6.859103
KSD-k141_1452822||full	0	3.4818544	3.3457258	0	0	0	0	0	0
KSD-k141_1453347||full	0	2.6865265	2.4996796	0	3.3723648	0	0	0	0
KSD-k141_1463094||full	0	0	15.040349	0	0	0	0	22.796328	0
KSD-k141_1463608||full	3.6966503	0	6.482115	0	0	0	0	0	0
KSD-k141_1466134||full	0	0	5.85294	0	0	0	0	0	0
KSD-k141_1470559||full	0	2.4935336	2.8460355	0	0	0	0	0	0
KSD-k141_1476609||full	0	4.4457235	5.9711733	0	0	0	0	0	0
KSD-k141_1491699||full	0	0	7.101042	0	0	0	0	0	0
KSD-k141_1495458||full	0	3.5210304	3.1756191	0	0	0	0	0	0
KSD-k141_1495951||full	4.221026	1.8722886	3.248048	0	0	3.405327	0	0	0
KSD-k141_1497409||full	0	6.7926173	0	0	0	0	0	0	0
KSD-k141_1500544||full	0	2.719599	0	0	0	0	0	0	0
KSD-k141_1503597||full	0	0	4.702812	0	0	0	0	0	0
KSD-k141_1505222||full	0	3.2729766	2.496834	0	0	0	0	0	0
KSD-k141_1505578||full	0	3.6231163	1.9890119	0	0	0	0	0	0
KSD-k141_1506053||full	14.380425	3.3310554	3.1590328	0	0	9.156654	0	0	0
KSD-k141_1507261||full	4.316068	5.9584007	6.5965815	0	7.6208153	15.445015	0	8.284768	7.5266023
KSD-k141_1510246||full	12.118495	3.1475024	13.440567	0	5.1122794	0	0	0	0
KSD-k141_1510389||full	0	11.387103	0	0	0	0	0	0	0
KSD-k141_1513145||full	0	8.002484	0	0	0	0	0	0	0
KSD-k141_1521662||full	0	0	4.790878	0	0	0	0	0	0
KSD-k141_1522746||full	0	0	3.2188482	0	0	0	0	0	0
KSD-k141_1523044||full	0	3.2144394	3.541451	0	3.3049605	0	0	0	0
KSD-k141_1525318||full	3.377857	4.1473365	3.659634	0	3.4904683	9.224149	0	0	0
KSD-k141_1528455||full	0	4.570503	0	0	0	0	0	0	0
KSD-k141_1529943||full	3.5971682	3.0408094	4.0474224	0	0	4.7690663	0	0	0
KSD-k141_1530055||full	0	4.0786066	2.5908086	0	0	0	0	0	0
KSD-k141_1531064||full	0	10.016303	0	0	0	0	0	0	0
KSD-k141_1541709||full	8.290281	0	0	0	0	0	0	0	0
KSD-k141_1545752||full	0	0	2.413731	0	0	4.2305875	0	0	0
KSD-k141_1548029||full	0	2.699201	2.7214537	0	0	0	0	0	0
KSD-k141_1548450||full	0	3.8720796	4.9310336	0	0	0	0	0	0
KSD-k141_1551347||full	6.3830776	2.150533	3.8083951	0	0	0	0	0	0
KSD-k141_1553866||full	0	5.1555943	2.6358125	0	0	0	45.20234	17.192076	9.070776
KSD-k141_1556665||full	0	0	2.940153	0	0	0	0	0	0
KSD-k141_1559274||full	0	0	4.023367	0	5.1330004	4.536607	0	0	0
KSD-k141_1560446||full	0	0	0	0	0	0	0	0	0
KSD-k141_1560511||full	0	0	7.0070467	0	0	0	0	0	0
KSD-k141_1560718||full	12.510158	8.4134245	5.6623178	0	17.713503	7.696169	0	0	17.447283
KSD-k141_1569560||full	0	0	6.054291	0	0	0	0	0	0
KSD-k141_1578706||full	0	2.8715425	0	0	0	0	0	0	0
KSD-k141_1580674||full	0	5.271697	3.3598046	0	0	0	0	0	0
KSD-k141_1583389||full	3.8818452	11.140296	2.6568696	0	6.239995	5.9350605	0	0	0
KSD-k141_1583752||full	3.6372757	0	2.5277522	0	0	0	0	0	0
KSD-k141_1484477||lt2gene	0	2.7368162	4.8122663	0	0	0	0	0	0
KSD-k141_1541862||lt2gene	15.089253	3.2898707	14.810869	0	10.326701	7.771206	0	0	13.631382
KSD-k141_1589556||full	0	4.520711	0	0	0	0	0	0	0
KSD-k141_1590284||full	0	6.419794	0	0	0	0	0	0	0
KSD-k141_1592485||full	0	0	6.359486	0	0	0	0	0	0
KSD-k141_1609957||full	0	0	5.6430693	0	0	0	0	0	0
KSD-k141_1611702||full	0	2.1436014	3.979859	0	0	0	0	0	0
KSD-k141_1613005||full	0	5.0327687	0	0	0	0	0	0	0
KSD-k141_1615288||full	0	3.5272114	2.5388522	0	0	0	0	0	0
KSD-k141_1617595||full	0	3.0113473	1.735822	0	0	0	0	0	0
KSD-k141_1619735||full	0	0	2.341248	0	0	3.1995344	0	5.2604375	0
KSD-k141_1625835||full	0	6.4176893	0	0	0	0	0	0	0
KSD-k141_1635060||full	0	2.597224	3.1125002	0	5.916188	3.7382252	0	0	0
KSD-k141_1643907||full	0	166.96455	3.6439981	0	0	0	39.27894	37.40298	9.477024
KSD-k141_1658547||full	0	0	13.219373	0	0	0	0	0	0
KSD-k141_1663529||full	0	0	5.5602827	0	0	0	0	0	0
KSD-k141_1671580||full	5.5244217	0	5.4944196	0	0	0	0	0	0
KSD-k141_1673684||full	0	3.9253786	0	0	0	0	0	0	0
KSD-k141_1676916||full	0	3.143751	1.8077016	0	0	0	0	0	0
KSD-k141_1682580||full	0	14.948619	3.2812545	0	0	0	0	0	0
KSD-k141_1684151||full	0	0	2.865573	0	0	0	0	0	0
KSD-k141_1686205||full	0	3.779745	4.741342	34.49906	11.358263	7.6709814	11.141919	32.94486	43.350178
KSD-k141_1687405||full	0	2.607145	7.455211	0	0	3.716948	0	0	8.180192
KSD-k141_1689421||full	0	4.923804	0	0	0	0	0	0	0
KSD-k141_1698086||full	0	0	7.277482	0	0	0	0	0	0
KSD-k141_1700129_2||full	0	6.510128	0	0	0	0	0	0	0
KSD-k141_1703294||full	0	6.1200404	2.1320336	0	0	0	0	0	0
KSD-k141_1703831||full	0	9.328209	3.9480922	0	0	0	0	0	0
KSD-k141_1706313||full	0	3.1037397	2.1548145	0	0	0	0	0	0
KSD-k141_1707417||full	0	5.23829	3.836011	0	0	0	0	0	0
KSD-k141_1708681||full	0	0	7.927374	0	0	0	0	0	0
KSD-k141_1709696||full	0	0	5.475192	0	0	0	0	0	0
KSD-k141_1711767||full	0	5.4176292	0	0	3.1586027	0	21.28743	0	0
KSD-k141_1714930||full	0	5.359814	0	0	0	0	0	0	0
KSD-k141_1716863||full	0	2.3868349	2.7256944	0	0	0	0	0	0
KSD-k141_1720738||full	9.724433	0	0	0	0	0	0	0	0
KSD-k141_1721296||full	0	3.6572523	5.7400246	0	0	0	0	0	6.086829
KSD-k141_1727162||full	0	5.6966734	7.191489	0	0	0	0	0	7.9495153
KSD-k141_1729324||full	18.9124	0	0	0	0	0	0	0	0
KSD-k141_1730621||full	7.330876	0	1.7044044	0	0	0	0	0	0
KSD-k141_1732804||full	0	0	16.314306	0	0	0	0	0	0
KSD-k141_1609738||0_partial	9.80366	3.2599456	10.296491	0	4.4208484	0	0	0	0
KSD-k141_1613036||lt2gene	0	0	3.978709	0	0	0	0	0	0
KSD-k141_1741879||full	0	0	16.668182	0	0	0	0	9.697692	11.604866
KSD-k141_1744831||full	5.1012435	3.3686764	2.756782	0	4.4008775	0	0	0	0
KSD-k141_1745365||full	0	0	5.9177413	0	0	0	0	0	0
KSD-k141_1747076||full	5.856863	3.5697176	4.236404	0	0	3.8214557	0	0	0
KSD-k141_1748733||full	0	16.218235	10.297443	18.346243	7.420826	13.779133	0	34.954758	12.568857
KSD-k141_1749231||full	8.927066	9.846328	6.708264	19.785734	2.2578268	12.30877	0	0	6.1726046
KSD-k141_1753260||full	0	5.3161726	2.8402812	0	0	0	0	5.8089337	0
KSD-k141_1754174||full	0	6.525534	0	0	0	0	0	0	0
KSD-k141_1755410||full	4.906334	1.5513318	3.1888347	0	0	0	0	0	0
KSD-k141_1759281||full	5.5004687	2.098434	3.6959822	0	4.5119176	3.0305429	0	0	0
KSD-k141_1760333||full	0	4.6744566	4.184374	0	0	0	0	9.719293	0
KSD-k141_1761595||full	9.728115	5.0887733	5.3905883	0	0	0	0	0	0
KSD-k141_1766565||full	5.615786	2.607626	0	0	0	0	0	0	0
KSD-k141_1766872||full	0	3.1644204	3.3203275	0	0	2.6578047	0	0	0
KSD-k141_1769167||full	0	6.8885994	0	0	0	0	0	0	0
KSD-k141_1771210||full	4.569268	7.643378	16.279316	0	0	0	0	0	11.60862
KSD-k141_1774807||full	0	1.8953348	0	0	0	0	0	0	0
KSD-k141_1776006||full	0	0	2.4226255	0	3.2233865	2.657673	0	5.138125	0
KSD-k141_1776595||full	0	7.7871594	3.9122813	0	0	0	0	0	0
KSD-k141_1778477||full	0	38.91307	0	0	0	0	0	0	0
KSD-k141_1786370||full	0	0	2.25039	0	0	0	0	0	13.300165
KSD-k141_1789379||full	13.465374	0	6.646593	0	0	2.7410812	0	0	0
KSD-k141_1790811||full	0	5.3245974	0	0	0	0	0	0	0
KSD-k141_1793311||full	0	1.9307092	4.975376	0	0	0	0	7.6593447	6.458318
KSD-k141_1799506||full	16.882803	4.505853	11.90676	0	0	2.8908265	0	0	0
KSD-k141_1803051||full	0	16.774094	0	0	0	0	0	9.118242	0
KSD-k141_1804588||full	0	0	0	0	0	0	0	0	0
KSD-k141_1808358||full	0	5.373473	3.006315	0	3.551341	12.088207	0	0	0
KSD-k141_1809071||full	15.494006	0	0	0	0	0	0	0	0
KSD-k141_1811962||full	0	2.968071	2.8237484	0	0	0	0	0	0
KSD-k141_1812703||full	0	12.824558	0	0	0	0	0	13.774456	0
KSD-k141_1813104||full	5.987223	0	0	0	0	0	0	0	0
KSD-k141_1817004||full	0	4.023995	1.550908	0	0	2.682196	0	0	0
KSD-k141_1832793||full	0	5.334785	2.8571198	0	0	8.347762	0	0	0
KSD-k141_1836543||full	17.989687	0	0	0	0	0	0	0	0
KSD-k141_1848238||full	0	3.1695094	0	0	0	0	0	0	0
KSD-k141_1850353||full	0	2.5441499	0	0	0	0	0	0	0
KSD-k141_1859026||full	0	5.358758	0	0	0	0	0	0	0
KSD-k141_1859961||full	0	0	7.5948086	0	4.80533	3.8896966	0	0	0
KSD-k141_1871525||full	3.3462567	3.5228078	3.1811295	0	3.450685	2.801277	0	3.9265199	0
KSD-k141_1872094||full	0	3.5252903	3.461369	0	0	0	0	0	0
KSD-k141_1872748||full	0	10.583702	0	0	0	0	0	0	0
KSD-k141_1874895||full	0	3.9378757	2.8172662	0	0	0	0	0	0
KSD-k141_1875651||full	0	24.553677	0	0	0	0	0	0	0
KSD-k141_1876641||full	0	9.719363	0	0	0	0	0	0	0
KSD-k141_1877008||full	0	20.900236	0	0	0	0	0	0	0
KSD-k141_1879682||full	0	1.7362019	7.962743	0	0	0	13.758492	5.4471455	0
KSD-k141_1879843||full	13.453616	0	0	0	0	0	0	0	0
KSD-k141_1880383||full	3.3194058	2.7531474	8.558947	0	0	0	0	0	0
KSD-k141_1881825||full	0	2.0568092	2.9847715	0	0	0	0	0	0
KSD-k141_1887675||full	9.370678	0	0	0	0	0	0	0	0
KSD-k141_1889972||full	0	2.5085487	2.073352	0	0	0	0	0	0
KSD-k141_1891203||full	0	6.808284	3.825037	0	0	0	0	0	0
KSD-k141_1892665||full	0	0	5.109137	0	0	0	0	0	0
KSD-k141_1894553||full	0	10.251093	6.6079226	0	0	0	0	0	0
KSD-k141_1896920||full	15.636801	4.779387	3.032514	0	9.968447	10.692244	0	13.4318695	20.025778
KSD-k141_1902301||full	0	3.8429868	2.1235049	0	0	0	0	0	0
KSD-k141_1904209||full	15.182374	0	0	0	0	0	0	0	0
KSD-k141_1904919||full	0	0	7.1904073	0	0	0	0	0	0
KSD-k141_1907120||full	0	4.2327666	0	0	0	0	0	0	0
KSD-k141_1918548||full	0	0	5.043338	0	0	0	0	0	0
KSD-k141_1920867||full	5.4221544	1.7963405	2.4403362	0	0	0	0	0	0
KSD-k141_1923354||full	0	3.9892292	0	0	0	0	0	0	0
KSD-k141_1928937||full	0	6.6144853	1.5664035	0	0	0	0	0	0
KSD-k141_1929429||full	0	0	4.7383947	0	0	0	0	0	0
KSD-k141_1929835||full	0	2.3574498	3.8237708	0	0	0	0	5.0273767	0
KSD-k141_1943559||full	4.8918962	8.136279	5.6352634	0	0	0	0	0	0
KSD-k141_1948413||full	0	7.437886	4.091083	0	3.7139716	5.0003433	0	9.19077	0
KSD-k141_1948574||full	4.908403	4.5478935	7.731897	0	9.603372	7.989739	0	0	0
KSD-k141_1948766||full	0	0	2.4776487	0	0	0	0	0	0
KSD-k141_1949590||full	0	0	5.322968	0	0	0	0	0	0
KSD-k141_1949950||full	0	20.18287	18.15099	0	0	0	0	0	0
KSD-k141_1952465||full	0	0	6.907363	0	0	0	0	0	0
KSD-k141_1952965||full	0	9.178201	0	0	0	0	0	0	0
KSD-k141_1958385||full	0	9.704394	0	0	0	4.5947785	0	0	0
KSD-k141_1958607||full	0	9.187209	0	0	0	0	0	0	0
KSD-k141_1968594||full	0	2.9983194	7.610385	0	0	0	0	6.597048	0
KSD-k141_1974151||full	0	7.5976777	0	0	0	0	0	0	0
KSD-k141_1975148||full	0	3.901905	4.2549734	0	0	0	0	0	0
KSD-k141_1976718||full	5.4190617	5.1030087	7.135923	0	0	2.8738012	0	5.317498	0
KSD-k141_1980896||full	5.747031	1.960729	0	0	0	0	0	0	0
KSD-k141_1983624||full	4.7666802	22.150473	0	0	0	0	0	0	7.0312815
KSD-k141_1988386||full	0	11.184866	0	0	0	0	0	0	0
KSD-k141_1992171||full	4.0733385	2.6637545	2.1012657	0	0	0	0	0	0
KSD-k141_1996246||full	3.4226358	0	3.0430126	0	0	0	0	0	0
KSD-k141_1998491||full	0	2.4938762	5.90286	0	0	3.591117	0	0	0
KSD-k141_1999218||full	0	6.287256	4.6966662	0	0	0	0	13.755701	0
KSD-k141_2006952||full	0	2.3499708	1.7093881	0	0	2.6807601	0	0	0
KSD-k141_2009326||full	0	2.5050166	3.4194207	0	0	0	0	0	0
KSD-k141_2009792||full	4.5623	2.837019	2.7739275	0	8.298272	4.9572406	0	0	0
KSD-k141_2010641||full	9.448275	11.382472	16.889797	0	0	13.076768	0	0	0
KSD-k141_2013601||full	0	6.388966	0	0	0	3.7895498	0	6.9309297	6.241262
KSD-k141_2018688||full	0	1.9942584	3.9338124	0	0	0	0	0	0
KSD-k141_2019863||full	0	4.1778626	2.2831774	0	0	0	0	0	0
KSD-k141_2022155||full	0	2.297194	0	0	0	0	0	0	0
KSD-k141_2023042||full	0	4.1544356	0	0	0	0	0	0	0
KSD-k141_2027535||full	0	0	9.319888	0	0	0	0	0	0
KSD-k141_2029469||full	0	2.955723	0	0	0	0	0	0	0
KSD-k141_2031489||full	0	4.518711	5.7630396	20.073866	0	0	12.843245	0	0
KSD-k141_2042963||full	0	3.2190478	0	0	0	0	0	0	0
KSD-k141_2049946||full	0	0	2.8325725	0	0	0	0	0	0
KSD-k141_2050006||full	0	4.329131	0	0	0	0	0	0	0
KSD-k141_1995563||full	0	0	7.411162	0	0	0	0	0	0
KSD-k141_2068780||full	0	2.9753838	3.5019262	0	4.0272655	2.3798923	0	6.364734	8.996103
KSD-k141_2070121||full	4.894273	9.319913	7.6774125	0	0	10.213911	0	0	0
KSD-k141_2079071||full	0	8.341623	0	0	0	0	0	6.7225566	8.134017
KSD-k141_2082155||full	5.5625606	2.0017953	3.7608237	0	0	0	0	5.7808375	12.5616865
KSD-k141_2085799||full	0	14.569497	0	0	0	0	0	0	0
KSD-k141_2087413||full	13.7102375	0	0	0	0	0	0	0	0
KSD-k141_2089892||full	0	2.9326386	0	0	0	0	0	0	0
KSD-k141_2092770||full	14.798704	0	0	0	0	0	0	0	0
KSD-k141_2094213||full	0	6.6486454	0	0	0	0	0	0	0
KSD-k141_2100911||full	6.195554	4.99374	4.2199726	0	0	3.136707	0	0	6.939927
KSD-k141_2119795||full	0	1.7223912	0	0	4.8568854	11.118062	0	0	0
KSD-k141_2125320||full	0	0	3.5135274	0	0	3.9052114	0	0	0
KSD-k141_2128355||full	12.684394	0	0	0	0	0	0	0	0
KSD-k141_2131058||full	0	0	3.3772478	0	4.4994025	0	0	0	0
KSD-k141_2134297||full	0	0	4.0655518	0	0	3.257934	0	6.4537525	8.327989
KSD-k141_2134638||full	0	3.539344	3.3548155	0	0	3.7907734	0	0	0
KSD-k141_2137113||full	0	0	4.2036123	0	0	0	0	0	0
KSD-k141_2137421||full	0	0	12.811558	0	0	0	0	5.310415	0
KSD-k141_2137527||full	0	0	3.6247265	0	0	0	0	0	0
KSD-k141_2137701||full	0	0	0	0	0	0	0	0	0
KSD-k141_2139152||full	29.546608	0	0	0	0	0	0	0	0
KSD-k141_2140889||full	5.648562	5.8808804	0	0	0	0	0	0	0
KSD-k141_2144584||full	0	3.360773	0	0	0	0	0	0	0
KSD-k141_2144726||full	12.417746	0	5.697699	0	0	0	0	0	0
KSD-k141_2150342||full	0	4.7968082	0	0	0	0	0	0	0
KSD-k141_2151350||full	0	7.6788044	0	0	0	0	0	0	0
KSD-k141_2151381||full	0	0	3.5784116	0	0	0	0	0	0
